0,1,2,3,4
GMT,,CREW,ACTIVITY,
06:00-06:05,,CDR,Elektron-VM System Monitoring,
06:00-06:10,,"FE-1, FE-5",Morning Inspection,
06:00-06:10,,FE-2,SONOCARD Experiment Termination,
06:00-06:20,,FE-3,HRF Urine Sample Collection Subject,
06:05-06:10,,CDR,Morning Inspection,
06:10-06:40,,"CDR, FE-1,FE-2, FE-5,FE-6",Post-sleep,
06:20-06:30,,FE-3,HRF Blood Sample Insertion into MELFI,
06:30-07:10,,FE-3,Post-sleep,
06:40-07:30,,"CDR, FE-1,FE-2, FE-5,FE-6",BREAKFAST,
07:10-07:30,,FE-3,BREAKFAST,
07:30-07:45,,FE-2,Daily Planning Conference (S-band),
07:30-07:55,,"CDR, FE-1,FE-3, FE-5,FE-6",Daily Planning Conference (S-band),
07:45-08:00,,FE-2,SONOCARD Data Copy to RSE-MED Laptop and Data Downlink UsingOCA,
07:55-08:25,,FE-3,BREAKFAST,
07:55-08:15,,"FE-5, FE-6",Work Prep,
07:55-08:00,,"CDR, FE-1",Work Prep,
08:00-09:00,,"CDR, FE-1,FE-2",Handover,
09:00-10:00,,CDR,Crew Departure Prep,
08:15-09:15,,FE-5,ATV2 Transfers,
08:15-09:15,,FE-6,Physical Exercise T2,
08:25-08:45,,FE-3,Work Prep,
08:45-10:55,,FE-3,ATV2 Transfers,
09:00-10:15,,FE-1,Study of veins in lower extremities,
09:00-09:40,,FE-2,Network and Computer Pantry Audit,
09:15-09:25,,FE-6,Total Organic Carbon Analyzer (TOCA) Buffer Container (BC) Changeout,
09:25-09:55,,FE-6,MERLIN 2 Relocation from EXPRESS Rack 8 to EXPRESS Rack 6,
09:40-10:00,,FE-2,IMS Update,
09:55-10:05,,FE-6,Crew reviews procedure for MERLIN 2 setup in the EXPRESS Rack,
10:05-11:35,,FE-6,Physical Exercise (ARED),
10:15-11:45,,FE-1,"Physical Exercise (VELO), Day 2",
10:15-11:15,,FE-5,Physical Exercise T 2,
