0,1,2,3,4,5
GMT,,Crew,,Activity,
06:00-06:10,,.,,Morning inspection,
06:10-06:20,,.,,Post-sleep,
06:20-06:50,,.,,"TV-downlink. IBMP 40th anniversary message (То=06:20, Т1,Т2,Т3 fromСПП)",
06:50-07:00,,FE-1,,МО-8. Setup,
06:50-07:00,,CDR,,Calf volume measurement,
07:00-07:15,,CDR,,Body mass measurement,
07:00-07:10,,FE-1,,Calf volume measurement,
07:15-07:40,,CDR,,Post-sleep,
07:15-07:30,,FE-1,,Body mass measurement,
07:30-07:40,,FE-1,,МО-8. Closeout ops,
07:40-07:55,,FE-1,,HEMATOCRIT. Hematocrit measurement,
07:40-07:50,,CDR,,HEMATOCRIT. Hematocrit measurement,
07:50-08:45,,CDR,,BREAKFAST,
07:55-08:45,,FE-1,,BREAKFAST,
08:45-08:55,,FE-1,,Regeneration of Ф1 absorbent bed in БМП (end),
08:55-09:05,,FE-1,,Regeneration of Ф2 absorbent bed in БМП (start),
08:45-09:05,,CDR,,Work prep,
09:05-09:20,,.,,Daily planning conference (S-band),
09:20-12:20,,FE-1,,Changeout of АСУ items,
09:20-09:50,,CDR,,Crew adaptation and station familiarization,
09:50-10:35,,CDR,,Monthly TVIS maintenance,
10:35-11:35,,CDR,,Physical exercise (TVIS),
11:35-11:40,,CDR,,Weekly TVIS maintenance,
11:40-11:45,,CDR,,CSA-CP: O2 readings,
11:50-12:50,,CDR,,Installation of new MEC software,
12:20-12:50,,FE-1,,Changeout of АСУ urine receptacle (МП) and filter-insert (Ф-В),
12:50-13:20,,CDR,,HRM software setup,
12:50-13:50,,FE-1,,Physical exercise (VELO + Load Trainer-1 / Day 2),
13:20-14:20,,CDR,,LUNCH,
13:50-14:50,,FE-1,,LUNCH,
14:20-14:35,,CDR,,Reconnect all PCS following MDM C&C transition,
14:35-15:40,,CDR,,HRF – file prep for transfer to laptop,
14:50-14:55,,FE-1,,Inspection of БРПК separator,
14:55-15:55,,FE-1,,Crew adaptation and station familiarization,
15:40-15:55,,CDR,,Crew adaptation and station familiarization,
15:55-16:15,,FE-1,,IMS file prep,
15:55-16:05,,CDR,,CWC audit,
16:05-16:20,,CDR,,Journal entry,
16:15-16:45,,FE-1,,СОЖ maintenance,
GMT,Crew,,Activity,,
06:00-06:10,,Morning inspection,,,
06:10-06:25,,Post-sleep,,,
,,TV - 55th Frankfurt International Book Fair Welcome Message - TEST,,,
06:25-06:50,,,,,
,,"(To=06.23, T1,T2,T3 from Automated daily timeline (CПП))",,,
06:50-07:40,,BREAKFAST,,,
07:40-08:10,,Weekend housekeeping,,,
,,"TV - 55th Frankfurt International Book Fair Welcome Message  (To=07.58,",,,
08:10-08:30,,,,,
,,"T1,T2,T3 from Automated daily timeline (CПП))",,,
08:30-11:00,,Weekend housekeeping,,,
11:00-11:30,FE-1,All PCS reboot (once a week),,,
11:10-12:10,CDR,Physical exercise (TVIS-1),,,
11:30-11:35,FE-1,Automatic IMS file import/export,,,
12:10-13:10,,Lunch,,,
13:10-13:40,,Weekly planning conference (S-band),,,
13:40-14:00,,Weekly crew conference with ISS Program management (S-band),,,
14:00-14:40,CDR,Maintenance of СОЖ,,,
16:00-17:15,FE-1,Physical exercise (TVIS),,,
16:35-16:50,CDR,Private family conference (S+Ku-band),,,
17:27-17:42,,Private family conference (S-band),,,
,FE-1,,,,
18:00-19:15,,Physical exercise (RED),,,
18:00-19:30,CDR,Physical exercise (TVIS-1),,,
19:30-20:00,,Dinner,,,
20:00-20:30,,Daily food prep,,,
,,,,,
20:30-21:30,,Pre-sleep,,,
21:30-6:00,,SLEEP,,,
,,Transfer of the second subset of translational hand controller (РУД) and,,,
,,rotational hand controller (РУО) from Soyuz 6 right seat ПГ container to,,,
Task List,CDR,ISS RS,,,
,,Molniya SM. Copying measurement data to HDD,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,Post-sleep,,,,
06:40-07:30,BREAKFAST,,,,
08:15-08:20,CDR,Monitoring air quantity in Electron-VM gas/liquid system (S-band),,,
08:20-08:25,Calldown on СП counter data (S-band),,,,
08:25-08:30,Call down on СВО data (S-band),,,,
08:30-08:55,Technical maintenance of СОЖ,,,,
08:55-09:25,Commemorative activity. Display of logos from Spain.,,,,
09:15-10:30,FE-1,Physical Exercise (TVIS),,,
