0,1,2,3,4
GMT,CREW,ACTIVITY,,
06:00-06:20,CDR,Blood test using Portable Clinical Blood Analyzer (PCBA),,
06:00-06:10,,Morning Inspection,,
,"FE-1, FE-2",,,
06:10-06:40,,Post-sleep,,
06:20-06:30,,Morning Inspection,,
,CDR,,,
06:30-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-07:50,FE-1,,,
,,Prep for Work,,
07:30-07:45,FE-2,,,
07:30-07:50,CDR,Post-sleep,,
07:45-07:50,FE-2,JEMRMS. Backup Controller (BUC) power on,,
07:50-08:05,.,Daily Planning Conference (S-band),,
,CDR,Prep for Work,,
08:05-08:35,"FE-1, FE-2",,,
,assistance,,,
,,Periodic Health Status,,
,"CDR, FE-2",,,
08:35-09:05,,,,
,assistance,,,
08:35-08:45,,Start RSE2 Laptop Anti-virus update. Tagup with specialists (S-band),,
08:45-08:50,FE-1,PHASE. Photo 1 Session 4,,
08:50-09:25,,СОЖ Maintenance,,
09:05-10:35,FE-2,Physical Exercise (RED),,
09:05-09:45,CDR,Periodic Health Status (PHS) Data Entry and Stow Hardware,,
09:25-09:30,,Terminate RSE2 Laptop Anti-virus update. Tagup with specialists (S-band),,
,FE-1,,,
09:30-10:30,,"PILLE dosimeter readings, photography of dosimeters",,
09:45-10:15,,EVA Grease Gun Nozzle Modification,,
,CDR,,,
10:15-10:45,,EVA Grease Gun Preparation,,
10:30-11:30,FE-1,Install and connect СУБА ИУС WAP. Tagup with specialists (S-band),,
10:35-11:35,FE-2,Physical Exercise (TVIS),,
10:45-11:05,,Re-measure Node 1 Stbd Aft IMV after fan cleaning.,,
,CDR,,,
11:05-11:20,,Duxseal ISS audit,,
,FE-1,"Physical Exercise (TVIS), day 3",,
11:30-13:00,,,,
,CDR,Physical Exercise (RED),,
11:35-12:05,,DOUG SW review,,
,FE-2,,,
12:05-12:10,,JEMRMS. Backup Controller (BUC) power off,,
12:10-13:15,FE-2,JPM - terminate vestibule depress,,
13:00-14:00,"CDR, FE-1",,,
,,LUNCH,,
13:15-14:15,FE-2,,,
14:00-14:05,FE-1,PHASE. Photo 2 Session 4,,
14:00-14:15,CDR,Set up video equipment for ARED exercise video,,
GMT,CREW,ACTIVITY,,
06:00-06:10,.,Morning Inspection,,
06:10-06:40,.,Post-sleep,,
06:40-07:30,.,BREAKFAST,,
07:30-10:30,CDR,Weekly Housekeeping,,
07:30-07:50,FE-2,Nutrition and Repository - Urine Sample Collection,,
07:50-07:55,Nutrition and Repository - Urine Sample MELFI Insertion,,,
08:00-09:00,Weekly Housekeeping,,,
09:00-10:30,Physical Exercise (RED),,,
09:50-10:10,FE-1,Private Family Conference (Ku + S-band),,
10:30-11:30,FE-2,Physical Exercise (CEVIS),,
11:30-12:00,Weekly Housekeeping,,,
11:30-13:00,FE-1,"Physical Exercise (TVIS), day 3",,
11:30-13:00,CDR,Physical Exercise (RED),,
12:05-12:25,FE-2,Nutrition and Repository - Urine Sample Collection,,
12:25-12:30,Nutrition and Repository - Urine Sample MELFI Insertion,,,
12:30-12:50,Nutrition and Repository - Stow Urine Sampling Hardware,,,
13:00-14:00,.,LUNCH,,
14:00-14:05,FE-2,EXPRESS Rack 6 Potable Water Dispenser Iodinated Ambient Water Flush,,
15:30-16:30,CDR,Physical Exercise (TVIS),,
16:35-17:35,FE-1,"Physical Exercise (VELO), day 3",,
17:25-17:40,CDR,Private Psychological Conference (Ku + S-band),,
17:35-18:15,FE-1,"СОЖ Maintenance. СП flush counter , СВО (Water Supply System), Potok AirPurification Unit (in SM) data calldowns",,
17:45-18:00,FE-2,Private Psychological Conference (Ku + S-band),,
18:15-18:35,.,Evening Work Prep,,
18:35-18:50,.,Daily Planning Conference (S-band),,
18:50-19:00,FE-2,Evening Work Prep,,
18:50-19:30,"CDR,FE-1",,,
19:00-19:15,FE-2,Private Family Conference (Ku + S-band),,
19:15-19:30,Evening Work Prep,,,
19:30-20:40,CDR,"Presleep (dinner, daily food prep, evening toilet)",,
19:30-21:30,"FE-2,FE-1",,,
20:40-20:55,CDR,Private Family Conference (Ku+S-band),,
20:55-21:30,"Presleep (dinner, daily food prep, evening toilet)",,,
21:30-06:00,.,SLEEP,,
Task List,FE-1,URAGAN. Observations and Photography,,
ECON. Observations and Photography,,,,
PLANTS-1. Payload Status Check,,,,
GMT,CREW,ACTIVITY,,
06:00-06:10,,Morning Inspection,,
06:10-06:40,Post-sleep,,,
06:40-07:30,BREAKFAST,,,
07:30-07:40,Prep for Work,,,
07:40-07:55,Daily Planning Conference (S-band),,,
07:55-08:15,"FE-1, FE-2",Prep for Work,,
08:00-11:35,CDR,CGSE Valve Unit Removal And Replacement,,
08:15-09:10,FE-1,ПК-3 PLUS. Plasma Chamber Evacuation. Tagup with specialists (S-band),,
08:25-08:35,FE-2,"Camcorder installation in Node 1, A/L, and LAB",,
08:35-08:45,G1 Camcorder configuration for ARED ops in Node 1,,,
08:45-10:15,Physical Exercise (ARED),,,
09:10-09:55,FE-1,ППК-3 PLUS. Software Installation. Tagup with specialists (S-band),,
09:55-10:25,ПК-3 PLUS. Copy Data and Download Log Files From the Experiment Box.Tagup with specialists (S-band),,,
10:25-11:05,Pressurize Spare Elektron Liquid Unit #056,,,
10:45-10:55,FE-2,Terminate EMU Metox Regeneration,,
10:55-11:05,Start EMU Metox Regeneration,,,
11:05-12:35,FE-1,МО-3. Physical Fitness Evaluation (on treadmill). Tagup with specialists (S-band),,
11:05-11:25,FE-2,PaRIS Umbilical Mate,,
11:25-12:25,Adjust PaRIS rack to center,,,
11:35-11:50,CDR,SAMS Initial Ghost Load Start,,
11:50-12:00,CDR Mid-Increment Questionnaire,,,
12:00-13:30,Physical Exercise (ARED),,,
12:25-12:30,FE-2,EXPRESS Rack 6 Potable Water Dispenser Iodinated Ambient Water flush.,,
12:30-13:00,OGS Waste Water Filter R&R,,,
12:35-13:15,FE-1,СОЖ Maintenance,,
13:15-14:15,"FE-1, FE-2",LUNCH,,
13:30-14:30,CDR,,,
14:15-14:20,FE-1,ПК-3 PLUS. Pressure Check,,
14:15-16:45,FE-2,EVA Tool Config,,
14:20-14:35,FE-1,Private Medical Conference (S + Ku-band),,
14:30-15:20,CDR,"Replacement of filters in FGB dust collectors ПС1, ПС2ФГБ1ПГО_2_224_1, bag 361, b/c 00044553R or ФГБ1ПГО_2_224-312_1, bag 358-9, b/c 00043385R).Update the IMS",,
14:35-17:05,FE-1,"ПК3 Panel ЭК9, ЭК10 Solenoid Valve Tests and Leak Check.Tagup withspecialists (S-band)",,
15:35-17:05,CDR,,,
15:20-15:35,CDR,Private Medical Conference (S + Ku-band),,
16:45-17:00,FE-2,Re-stow A/L and LAB camcorders,,
17:00-18:00,Physical Exercise (СЕVIS),,,
GMT,CREW,ACTIVITY,,
06:00-06:10,"CDR, FE-2",Morning Inspection,,
06:00-06:05,FE-1,ПК-3 PLUS. ПК-3 PLUS Turbo-Pump activation,,
06:05-06:10,Morning Inspection,,,
06:10-06:40,.,Post-sleep,,
06:40-07:30,BREAKFAST,,,
07:30-07:45,Daily planning conference (S-band),,,
07:45-08:00,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band),,,
08:00-08:30,CDR,Prep for Work,,
08:00-08:20,"FE-1, FE-2",,,
08:20-08:25,FE-2,Removal of ARED flywheel cylinder,,
08:20-09:50,FE-1,"Physical Exercise (TVIS), day 3",,
08:25-09:55,FE-2,Physical Exercise (ARED),,
08:30-08:40,CDR,Glove Box (MSG) Activation,,
08:40-09:00,SHERE Hardware Activation,,,
09:00-09:15,Retrieve SHERE Fluid Module before the experiment,,,
09:15-09:50,Installation of SHERE Fluid Module,,,
09:50-10:30,FE-1,ПК-3 PLUS. Activate Hardware and start the Experiment. ISS-MCC-M TV.Tagup with specialists (S-band),,
09:50-09:55,CDR,ELT troubleshooting,,
09:55-10:55,FE-2,Physical Exercise (CEVIS),,
09:55-10:20,CDR,Removal of SHERE Fluid Module,,
10:20-10:35,SHERE Fluid Module Ops Between Runs,,,
