0,1,2,3,4,5,6
GMT,CREW,ACTIVITY,,,,
06:00-06:10,,Morning inspection,,,,
06:10-06:40,Post-sleep,,,,,
06:40-07:30,BREAKFAST,,,,,
07:30-08:00,Prep for work,,,,,
08:00-08:15,Daily planning conference (S-band),,,,,
08:15-11:15,Dismantling Soyuz ТМА-3 Kurs hardware,,,,,
11:15-11:25,CDR,MSG: activation,,,,
11:15-11:30,FE-1,On MCC go SFOG candle burning,,,,
11:25-12:55,CDR,Physical Exercise (RED),,,,
11:30-12:30,FE-1,Physical Exercise (VELO + Load setting device / cycle1) day 4,,,,
12:30-12:55,FE-1,Measuring resistance on Electron ГЖС СВО (gas/fluid separator ofwater supply system)  Tag up with specialists. (S-band),,,,
12:55-13:55,,LUNCH,,,,
13:55-14:25,FE-1,Test activities with Electron Tag up with specialists (S-band),,,,
13:55-14:20,CDR,PFMI/g-LIMIT: sample mounting,,,,
14:20-14:50,"PFMI/g-LIMIT ops, steps 1-6",,,,,
14:40-14:55,FE-1,On MCC go SFOG candle burning,,,,
14:50-15:05,CDR,PFMI/g-LIMIT ops (step 7),,,,
14:55-15:15,FE-1,Delta file prep,,,,
15:15-15:25,PAO hardware set up,,,,,
15:25-15:35,.,Prep for PAO,,,,
15:35-15:55,PAO (Ku+ S-band),,,,,
15:55-16:55,CDR,Physical Exercise (TVIS),,,,
15:55-16:05,FE-1,MOLNIYA-SM-LSO: Deactivation of hardware,,,,
16:05-16:35,СОЖ maintenance,,,,,
16:35-17:05,Daily plan review,,,,,
16:55-17:25,CDR,Inspection of smoke detectors in A/L,,,,
17:05-18:35,FE-1,Physical Exercise (TVIS) day 4,,,,
17:25-17:55,CDR,Filter changeout in NODE 1,,,,
17:55-18:25,Inspection of smoke detectors in Lab,,,,,
18:25-18:35,Daily plan review,,,,,
18:35-18:55,,Prep for work,,,,
18:55-19:10,Daily planning conference (S-band),,,,,
19:10-19:20,Prep for work,,,,,
19:20-19:30,CDR,PFMI: tape changeout,,,,
19:30-20:00,,DINNER (RENAL: pill ingestion),,,,
20:00-20:30,Daily food prep,,,,,
20:30-21:30,Pre-sleep,,,,,
21:30-06:00,SLEEP,,,,,
Task List,FE-1,Search for equipment,,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,,Morning inspection,,,,
06:10-06:40,Post-sleep,,,,,
06:40-07:30,BREAKFAST,,,,,
07:30-08:00,Prep for work,,,,,
08:00-08:15,DPC (S-band),,,,,
08:15-08:45,CDR,WinSCAT program: psychological evaluation,,,,
08:15-08:55,FE -1,Replacement of СРВК-2М water conditioning unit water purificationcolumns (БК БКВ),,,,
08:50-09:00,CDR,Headset checkout,,,,
08:55-09:35,FE -1,SM storage battery #8 (800А) functionality test. Tagup with specialists (S-band),,,,
09:00-09:45,CDR,NetMeeting new s/w and IBM 760XD laptop compatibility test,,,,
09:35-09:45,FE -1,On MCC Go: (after deactivation of ВД-СУ mode and БИТС) Dematingtelemetry connector from БИТС2-12,,,,
09:45-11:15,,Removal of container 11Ф615.Б1824-А59-0 from mating unit УС-21 onProgress,,,,
11:15-12:00,CDR,TVIS monthly maintenance,,,,
11:15-12:15,FE -1,"Physical Exercise (VELO + Force Loader/cycle1), day 2",,,,
12:00-13:00,CDR,Physical Exercise (TVIS),,,,
12:15-12:30,FE -1,Elektron-VM gas/fluid mix (ГЖС) air quantity check. Tagup with specialists(VHF),,,,
12:45-13:05,FE -1,IMF file prep,,,,
13:00-13:05,CDR,TVIS weekly maintenance,,,,
13:05-14:05,,LUNCH,,,,
14:05-15:35,,Installation of Progress 248 docking mechanism,,,,
15:35-16:05,FE -1,СОЖ maintenance,,,,
15:35-16:15,CDR,EarthKam preparation,,,,
16:15-16:55,,SM and Progress TORU test (vehicle to vehicle) without using Progressattitude and approach thrusters (ДПО),,,,
16:55-18:25,CDR,Physical Exercise (RED),,,,
16:55-18:25,FE -1,"Physical Exercise (TVIS), day 2",,,,
18:25-18:45,,Daily plan review,,,,
18:45-19:00,DPC (S-band),,,,,
19:00-19:30,Prep for work,,,,,
19:30-20:00,DINNER (Renal: pill ingestion),,,,,
20:00-20:30,Daily food prep,,,,,
20:30-21:30,Pre-sleep,,,,,
21:30-06:00,SLEEP,,,,,
Task List,FE -1,Equipment search,,,,
GMT,,Crew,Activity,,,
06:00-06:10,,,Morning inspection,,,
