0,1,2,3,4
GMT,,CREW,,ACTIVITY
06:00-06:10,,,Morning inspection,
06:10-06:40,,,Post-sleep,
,.,,,
06:40-07:30,,,BREAKFAST,
07:30-10:30,,,Weekly housekeeping,
10:45-12:15,CDR,,Physical Exercise (RED),
11:50-13:20,FE -1,,Physical Exercise (TVIS) day 3,
12:15-13:15,,,Physical Exercise (CEVIS),
,CDR,,,
13:15-13:20,,,TVIS/RED/HRM data transfer to MEC,
13:20-13:50,,,Weekly planning conference (S-band),
,.,,,
13:50-14:50,,,LUNCH,
15:00-15:30,CDR,,SNFM software load to EXPRESS Laptop (ELC),
17:15-18:15,,,Physical Exercise (VELO + Force Loader/cycle 1) day 3,
,FE -1,,,
18:15-18:45,,,СОЖ maintenance,
19:30-20:00,,,Daily food prep,
,.,,,
20:00-20:30,,,DINNER,
20:30-21:30,FE -1,,,
,,,Pre-sleep,
20:30-20:55,,,,
20:55-21:10,CDR,,Private family conference (S-band),
21:10-21:30,,,Pre-sleep,
21:30-06:00,.,,SLEEP,
,,,ETD,
Task List,FE-1,,,
,,,DIATOMEA,
GMT,CREW,ACTIVITY,,
06:00-06:10,,Morning inspection,,
06:10-06:40,Post-sleep,,,
06:40-07:30,BREAKFAST,,,
07:30-07:45,Prep for work,,,
07:45-08:00,Daily planning conference (S-band),,,
08:00-08:15,Prep for work,,,
08:15-08:25,FE-1,Elektron power down,,
08:25-08:55,CDR,Portable Breathing Apparatus (PBA) and  Portable Fire Extinguisher (PFE) inspection,,
08:25-09:25,FE-1,Installation of УС-21 container 11Ф615.Б1824-А59-0 on the Progress,,
08:55-10:25,CDR,Physical exercise (RED),,
09:25-09:40,FE-1,Motorola phone charging - setup,,
09:55-10:00,Motorola phone charging – status check,,,
10:00-10:10,On MCC Go Mate УС-21 connector to БИТС,,,
10:10-10:15,Motorola phone charging – status check,,,
10:15-10:25,Elektron activation,,,
10:25-11:25,CDR,Physical Exercise (TVIS),,
10:25-10:30,FE-1,Motorola phone charging – status check,,
10:40-10:50,Motorola phone charge - cleanup,,,
10:50-12:05,Progress 351 transfer and IMS ops,,,
11:25-11:30,CDR,TVIS weekly Maintenance,,
11:30-11:35,TVIS/RED/HRM data transfer to MEC.,,,
11:35-13:05,Progress 351 transfer and IMS ops,,,
12:05-13:35,FE-1,Physical exercise (TVIS-1),,
13:05-13:35,CDR,СОЖ maintenance,,
13:35-14:35,,LUNCH,,
14:35-15:20,FE-1,Progress 351 transfer and IMS ops,,
14:35-16:50,CDR,,,
15:20-16:50,FE-1,ODF update,,
16:50-17:05,CDR,Private medical conference (S +Ku-band),,
16:50-17:10,FE-1,IMS file prep,,
17:05-17:35,CDR,Node1 smoke detector inspection,,
17:10-18:10,FE-1,"Physical Exercise (VELO + Force Loader / cycle1), day 1",,
17:35-18:10,CDR,Lab smoke detector inspection,,
18:10-18:40,A/L smoke detector inspection,,,
18:10-18:25,FE-1,Private medical conference (S +Ku-band),,
18:25-18:40,UROLUX hardware setup,,,
18:40-19:00,,Daily plan review,,
19:00-19:15,Daily planning conference (S-band),,,
19:15-19:30,Report prep,,,
19:30-20:00,DINNER,,,
20:00-20:30,Daily food prep,,,
20:30-21:30,Pre-sleep,,,
21:30-06:00,SLEEP,,,
GMT,CREW,ACTIVITY,,
06:00-06:10,,Morning inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-08:00,,Prep for work,,
08:00-08:15,,Daily planning conference (S-band),,
08:15-08:35,CDR,Initiate EMU battery charge,,
08:15-08:30,FE-1,IMS conference (S-band),,
08:30-11:30,FE-1,Food rations inventory,,
08:35-10:05,CDR,PCS 6075 troubleshooting,,
10:05-11:05,CDR,Physical Exercise (TVIS),,
11:05-12:35,CDR,Physical Exercise (RED),,
11:30-13:00,FE-1,Physical Exercise (TVIS) day 4,,
12:35-12:40,CDR,"TVIS, RED, and HRM data transfer to MEC",,
13:00-14:00,,LUNCH,,
14:00-14:20,,ISS crew / Astronaut office (Kent Rominger) conference (S-band),,
14:20-15:10,FE-1,"Filter Changeout in dust collectors ПС1, ПС2 in FGB (FGB_309_1, bag No.29, FGB_227_1, bag No. III-4/247-2, No. III-3/259-3)",,
14:25-15:10,CDR,In-space soldering investigations (ISSI): Work area containment systeminstallation,,
