0,1,2,3,4,5,6
GMT,Crew,Activity / ODF or R/G,,,,
05:30–06:10,,Morning inspection,,,,
06:10–06:40,,Personal hygiene (post-sleep),,,,
06:40–07:30,,BREAKFAST,,,,
07:30–08:00,,Work prep,,,,
08:00–08:15,,Morning DPC,,,,
08:15–09:15,FE-1,Downlink of IWIS recording,,,,
08:15–08:45,FE-2,IWIS video setup,,,,
08:15–09:00,CDR,LIV troubleshooting / r/g1427,,,,
08:45–08:55,FE-2,HRF smoke detector check,,,,
08:55–09:25,FE-2,HRF W/S activation,,,,
09:00–09:40,CDR,Maintenance of ? ? ?,,,,
09:15–09:30,FE-1,IWIS installation,,,,
09:30–10:00,FE-1,LAB payload status monitoring,,,,
09:30–09:40,FE-2,HRF W/S pin check,,,,
09:40–10:00,CDR,"ISS ? 2 repress from Progress ? ?? ? (on MCC go) / RODF ? ? ??  ? ? , item3.7, pages 3-2 & 3-3",,,,
09:50–10:00,FE-2,TVIS skirt removal,,,,
10:00–11:00,FE-2,Physical exercise (TVIS),,,,
10:00–11:30,CDR,LUNCH,,,,
10:00–10:55,FE-1,Routine maintenance of CSA,,,,
10:55–11:15,FE-1,Delta file downlink prep,,,,
11:05–11:35,FE-2,IWIS data downlink,,,,
11:15–11:30,FE-1,IWIS video downlink,,,,
11:30–11:40,FE-1,TVIS skirt replacement,,,,
11:35–11:55,FE-2,HRF rack activation,,,,
11:35–12:10,CDR,URAGAN: Earth observations using LIV / r/g1418,,,,
11:45–13:15,FE-1,Physical exercise (RED),,,,
11:55–12:25,FE-2,HRF W/S HD troubleshooting,,,,
12:25–12:45,FE-2,HRF PC decabling,,,,
12:50–13:00,FE-2,HRF rack deactivation,,,,
12:55–13:25,CDR,DIATOMEA: study of the World Ocean / r/g 1423,,,,
13:00–13:15,FE-2,DOUG startup,,,,
13:15–14:15,"FE-1, FE-2",LUNCH,,,,
13:25–14:25,CDR,LUNCH,,,,
14:15–17:15,"FE-1, FE-2",Robotics checkout,,,,
14:45–15:45,CDR,"Changeout of dust filter cartridge ? ? 1-4 in SM / ? ? ?? ?? , item 4.5.1, pg. 4-8",,,,
15:45–18:15,CDR,Physical exercise (TVIS+cycle),,,,
17:15–18:45,FE-2,Physical exercise (RED),,,,
17:15–17:45,FE-1,DOSMAP: recharging MDUs (begin),,,,
17:45–18:45,FE-1,Physical exercise (TVIS),,,,
18:15–18:45,CDR,Report prep,,,,
18:45–19:00,,Evening DPC,,,,
19:00–19:30,,Review plan for the next day,,,,
19:30–20:00,,DINNER,,,,
20:00–20:30,,Daily food ration prep,,,,
GMT Crew,,Activity / ODF or R/G,,,,
06:00-06:10,Morning inspection,,,,,
06:10 - 06:40,Post-sleep,,,,,
06:40 - 07:30 .,Breakfast,,,,,
07:30 - 08:00,Work prep,,,,,
08:00 - 08:15,Daily planning conference,,,,,
"CDR, FE-",Installation of LIV video system / ??? ? ?  (20 Apr 01) Item 2.1-2.3 pp. 2-1 through,,,,,
08:15 - 10:15,,,,,,
2,2-7,,,,,
08:15 - 08:55,DOSMAP data transfer,,,,,
08:55 - 10:25,Physical exercise (RED),,,,,
10:25 - 10:55,TLD dosimeter data calldown,,,,,
10:55 - 11:05 FE-1,End of DOSMAP data transfer,,,,,
11:10 - 11:35,LAB PL HW checkout,,,,,
11:35 - 11:50,"Preparing TLD data for downlink, disconnecting cables after data transfer",,,,,
11:50 - 12:00,Visual inspection of ????-1 separator,,,,,
10:15 - 11:15,Physical exercise (TVIS-1),,,,,
11:15 - 11:45 CDR,Physical exercise (RED-1),,,,,
11:45 - 12:00,"?? ?  ? 2 cartridge regeneration (end) / ? ? ??  Item 7.3, pp.7-4, 7-5, step 2,4",,,,,
10:15 - 11:15,Physical exercise (CEVIS),,,,,
11:15 - 11:35 FE-2,"Deactivation of cylinders # 8,9,11,12",,,,,
11:35 - 11:50,PMC,,,,,
12:00 - 13:00,LUNCH,,,,,
13:00 - 13:10,HRF rack smoke sensor checkout,,,,,
13:10 - 13:25 FE-1,HRF station config and hard drive installation,,,,,
13:25 - 14:25,BONNER BALL data prep for downlink,,,,,
13:00 - 13:20 FE-2,Delta file prep for downlink,,,,,
13:00 - 13:30 CDR,DIATOMEA. World Ocean aquatic research / R/g 1344,,,,,
"CDR, FE-",Installation of LIV video system / ??? ? ?  (20 Apr 01) Item 2.1-2.3 pp. 2-1 through,,,,,
13:30 - 15:20,,,,,,
2,2-7,,,,,
14:25 - 15:20 FE-1,Physical exercise (TVIS),,,,,
