0,1,2,3,4,5
,GMT,,CREW,,ACTIVITY
,06:00-06:45,,FE-5,,Post-sleep
,06:00-07:30,,"CDR, FE-2,FE-3, FE-6",,
,06:00-06:05,,FE-1,,Elektron-VM System Monitoring
,06:05-07:30,,FE-1,,Post-sleep
,06:45-06:50,,FE-5,,ISS HAM Radio Power Off
,06:50-06:55,,FE-5,,HAM Radio Setup in SM
,06:55-07:10,,FE-5,,HAM Radio Session in SM
,07:10-07:40,,FE-5,,Post-sleep
,07:30-07:40,,"CDR, FE-1,FE-2, FE-3,FE-6",,Work Prep
,07:40-08:05,,,,Daily Planning Conference (S-band)
,08:05-08:15,,FE-5,,Post-sleep
,08:05-09:05,,"CDR, FE-1",,Progress Docking Specifics Conference. Tagup with specialists (S-band)
,08:05-08:15,,"FE-2, FE-3,FE-6",,Work Prep
,08:15-09:25,,FE-3,,Disconnect EPM Video Unit
,08:15-08:40,,FE-6,,Dosimeter Data Downlink and Stowage
,08:15-09:45,,FE-5,,Periodic Fitness Evaluation - Nom Ops (subject)
,08:50-09:20,,FE-6 assists,,
,09:05-09:35,,"CDR, FE-1,FE-2",,"ISS-MCC TV TV Greetings to the Participants of the 68th Track-and-FieldRelay in Ulyanovsk(То=09:03, Т1, Т2, Т3 from СПП)"
,09:20-09:50,,FE-6,,Hardware Prepack for Return on ULF6
,09:40-09:50,,"CDR, FE-1,FE-2",,Progress 410 Transfers Conference
,09:45-09:50,,FE-5,,AED Inspection
,09:50-10:35,,FE-6,,ATV Transfers
,09:50-11:20,,FE-5,,Physical Exercise (ARED)
,10:05-10:15,,FE-3,,CsPINs 4 Measurement Experiment Unit B Detachement 1G
,10:15-11:05,,FE-3,,CsPINs Saline Injection
,10:30-12:00,,FE-1,,Physical Exercise T2
,10:35-11:35,,FE-6,,Physical Exercise (CEVIS)
,11:05-11:15,,FE-3,,CsPINs Experiment: Unit B 2  Attachment 1G
,11:05-12:05,,FE-2,,"Replacement of СКПФ1, СКПФ2 dust filters and MRM1 ГЖТ Cleaning(ФГБ1ПГО_2_224_1 bag 408-13 or ФГБ1ПГО_2_226_1 bag 409-32(00053723R). Update IMS)"
,11:15-11:25,,FE-3,,CsPINs 2 Measurement Experiment Unit B Attach Micro-G
,11:20-11:50,,FE-5,,Nominal Tool Gathering for IFM
,11:25-11:35,,FE-3,,EPM – Connect Laptop to EPM RUDP
,11:35-12:35,,FE-3,,Physical Exercise (CEVIS)
,11:35-11:55,,CDR,,RS3 Laptop Troubleshooting. Tagup with specialists (S-band)
,11:35-13:05,,FE-6,,Physical Exercise (ARED)
GMT,,CREW,,ACTIVITY,
06:00-06:10,,CDR,,Morning Inspection,
06:00-06:10,,"FE-1, FE-6",,,
06:00-06:10,,FE-2,,SONOCARD Experiment Termination,
06:00-06:20,,FE-3,,HRF Urine Sample Collection Subject,
06:00-06:20,,FE-5,,HRF Urine Sample Collection Subject,
06:10-06:20,,CDR,,Hematocrit  Test,
06:10-06:20,,FE-1,,Post-sleep,
06:10-06:15,,FE-2,,Elektron-VM System Monitoring,
06:10-06:40,,FE-6,,Post-sleep,
06:15-06:30,,FE-2,,Post-sleep,
06:20-06:40,,CDR,,Post-sleep,
06:20-06:30,,FE-1,,Hematocrit  Test,
06:20-06:30,,FE-3,,HRF - Urine Sample Insertion Into MELFI,
06:20-06:25,,FE-5,,Urine Spot Test,
06:25-06:30,,FE-5,,PROK. Photo of Log-table,
06:30-06:40,,"FE-1, FE-3",,Post-sleep,
06:30-06:40,,FE-2,,Hematocrit  Test,
06:30-06:35,,FE-5,,HRF - Urine Sample Insertion Into MELFI,
06:35-06:45,,FE-5,,HRF Refrigerated Centrifuge Setup,
06:40-07:20,,CDR,,BREAKFAST,
06:40-06:45,,FE-3,,Post-sleep,
06:40-07:25,,"FE-1, FE-6",,BREAKFAST,
06:40-07:25,,FE-2,,,
06:45-07:00,,FE-3,,HRF-BLOOD,
06:45-07:05,,FE-5,,HRF Blood Sample Draw Subject,
07:00-07:25,,FE-3,,Post-sleep,
07:05-07:15,,FE-5,,Hematocrit  Test,
07:15-07:25,,FE-5,,HRF Refrigerated Centrifuge Configure,
07:20-07:25,,CDR,,Hematocrit  Equipment Stowage,
07:25-07:45,,,,Daily Planning Conference (S-band),
07:45-07:55,,FE-5,,Morning Inspection,
07:45-08:30,,FE-3,,BREAKFAST,
07:45-08:05,,"FE-2, FE-6",,Work Prep,
07:45-07:50,,"CDR, FE-1",,CPC File System Initialization Procedure. Tagup with specialists (S-band),
07:50-08:10,,"CDR, FE-1",,Work Prep,
07:55-08:00,,FE-5,,HRF Refrigerated Centrifuge Spin Terminate,
08:00-08:10,,FE-5,,Nutrition and Repository Blood Sample Insertion into MELFI,
08:05-08:15,,FE-6,,CWC Audit,
08:10-08:40,,FE-5,,Post-sleep,
08:10-08:15,,"CDR, FE-1",,CPC File System Initialization Procedure. Tagup with specialists (S-band),
08:15-08:30,,FE-2,,SONOCARD Data Copy to RSE-MED Laptop and Data Downlink Using OCA,
08:30-09:30,,"CDR, FE-1",,Hookup of DC1 KURS-P Antenna Feeder АФУ to SM К2-ВКА Antenna,
