0,1,2,3,4,5,6,7
TIME,CREW,ACTIVITY,,,,,
06:00-06:05,FE-3,REMINDER - Reading Reminder,,,,,
06:00-06:10,"CDR, FE-6",Morning Inspection,,,,,
06:00-06:05,FE-4,PLAZMENNIY KRISTALL. Pressure Check,,,,,
,,Morning Inspection.,,,,,
,,Reboot Laptop RS2(1),,,,,
06:00-06:10,FE-2,"RSS1, RSS2 Reboot",,,,,
,,Inspection of СМ-У connector on МНР-НС separator pump behind АСУ,,,,,
,,panel 139,,,,,
,,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,,
06:00-06:10,FE-1,Inspection of СМ-У connector on МНР-НС separator pump behind АСУ,,,,,
,,panel 139,,,,,
06:05-06:10,FE-4,Morning Inspection. Inspection of СМ-У connector on МНР-НС separator pump behind АСУ panel 139,,,,,
06:05-06:25,FE-3,HRF Urine Sample Collection,,,,,
,"CDR, FE-6,",,,,,,
06:10-06:40,"FE-1, FE-4,",Post-sleep,,,,,
,FE-2,,,,,,
06:25-06:30,FE-3,HRF Urine Sample Insertion Into MELFI,,,,,
06:30-06:45,FE-3,Morning Inspection,,,,,
06:40-07:30,"FE-1, FE-2, FE-4, FE-6",BREAKFAST,,,,,
06:40-06:55,CDR,BREAKFAST,,,,,
06:45-07:15,FE-3,HRF Blood Draw,,,,,
06:55-07:10,CDR,HRF Blood Sample Draw (assistance),,,,,
07:10-07:40,CDR,BREAKFAST,,,,,
07:15-07:25,FE-3,Post-sleep,,,,,
07:25-07:35,FE-3,HRF - Centrifuge Configuration,,,,,
07:30-07:40,"FE-6, FE-2, FE-1, FE-4",Work Prep,,,,,
07:40-08:05,,Daily Planning Conference (S-band),,,,,
08:05-08:10,FE-3,HRF Closeout Ops with centrifuge,,,,,
08:05-08:35,FE-6,USND2 - Setup and Hardware Activation,,,,,
08:05-08:15,CDR,EHS Air Quality Monitoring (AQM) Start,,,,,
08:05-08:15,"FE-2, FE-4",Work Prep,,,,,
08:05-08:50,FE-1,CASKAD. Removal from Thermostat and Setup in Glovebox. Tag-up with specialists (S-band),,,,,
08:10-08:20,FE-3,HRF - Sample Blood MELFI Insertion,,,,,
08:15-08:20,CDR,Power Tool Battery Reconditioning,,,,,
08:15-09:15,FE-4,Crew Departure Prep,,,,,
08:15-09:00,FE-2,ASEPTIC Photo of Medium before the experiment,,,,,
08:20-08:40,CDR,Work Prep,,,,,
,TIME,,"CREWFE-4FE-1,FE-2HandoverFE-2, FE-4,FE-1FE-2, FE-1,FE-4FE-1, FE-4FE-2FE-2CDR, FE-6,FE-3FE-6, FE-3,CDRFE-3, CDR,FE-6CDRFE-6FE-3FE-1, FE-4FE-2FE-1, FE-4FE-3FE-1, FE-4FE-2FE-3CDRFE-3FE-3, CDR,FE-6FE-1FE-4FE-4FE-4",,,ACTIVITYorning Inspection.,
,,,,,,,
,,,"eboot Laptop RS2(1)SS1, RSS2 Reboot / r/g 0334M ПСС (Caution & Warning Panel) Test Visual Inspection of Circuit",,,,
,05:00-05:10,,,,,,
,,,,,,,
,,,reakers [АЗС] on DC1 Power Switch Panel (БВП) and Fuses on,,,,
"DC1 Fuse Boxes БПП-30, БПП-36Morning Inspection.Visual Inspection of Circuit Breakers [АЗС] on DC1 Power SwitchPanel (БВП) and Fuses on DC1 Fuse Boxes СО1, БПП-30Post-sleepDaily Planning Conference (S-band)ТКГ 417 and SM Aft Interface Leak Check. Tagup with specialists (S-band)Post-sleepBREAKFASTMorning InspectionPost-sleepDaily Planning Conference (S-band)BREAKFASTBREAKFASTBREAKFASTOpening of ПрК-СУ Hatch. Tagup with specialists (VHF)Work PrepOn MCC Go Opening ТКГ-СУ Hatch. Tagup with specialists (VHF)Camera Test prior to EVAInstallation of Quick Release Screw Clamps on SM Aft sideТКГ 417 Air Sampling Using АК-1М AnalyzerConnecting DCP Power CableConfiguration of High Pressure Oxygen Bypass before Using Oxygenfrom Low Pressure TankPowerdown the CUCU for US EVAEVA - In-Suit Light Exercise (ISLE) PreparationPost-sleepPost-sleepComm configuration for EVA from AirlockBREAKFAST",,,,,,,
,,,,,,,
,05:00-05:10,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,05:10-05:15,,,,,,
,,,,,,,
,,,,,,,
,05:15-05:30,,,,,,
,,,,,,,
,,,,,,,
,05:30-06:45,,,,,,
,,,,,,,
,05:30-05:55,,,,,,
,05:55-06:45,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,,,,,,,
,06:10-06:25,,,,,,
,,,,,,,
,,,,,,,
,06:25-06:40,,,,,,
,,,,,,,
,06:40-07:10,,,,,,
,06:40-07:15,,,,,,
,06:40-07:00,,,,,,
,06:45-06:55,,,,,,
,06:45-07:05,,,,,,
,06:55-07:05,,,,,,
,07:00-07:05,,,,,,
,07:05-07:25,,,,,,
,07:05-07:20,,,,,,
,07:05-07:10,,,,,,
,,,,,,,
,07:10-07:15,,,,,,
,,,,,,,
,07:10-07:15,,,,,,
,,,,,,,
,07:15-09:20,,,,,,
,,,,,,,
,07:25-07:50,,,,,,
,07:25-07:40,,,,,,
,07:40-07:50,,,,,,
,07:50-08:50,,,,,,
