0,1,2,3,4
GMT,CREW,ACTIVITY,,
06:00-06:10,.,Morning Inspection,,
06:10-06:40,.,Post-sleep,,
06:40-07:30,"CDR,FE-5",BREAKFAST,,
06:40-07:30,FE-4,BREAKFASTSM ПСС [Caution & Warning Panel] Test (after breakfast),,
07:30-07:35,CDR,BCAT Camera Battery Changeout,,
10:00-11:15,CDR,Physical Exercise T 2,,
11:15-12:45,FE-4,"Physical Exercise (TVIS), Day  3",,
11:30-13:00,FE-5,Physical Exercise (ARED),,
13:00-14:00,.,LUNCH,,
14:00-14:10,CDR,BCAT5 Camera Check,,
14:00-14:40,FE-4,"СОЖ Maintenance. SM and FGB Flush Counter (СП), Water Supply System(SVO), POTOK Air Purification System Data Calldowns",,
14:10-14:15,CDR,MPC Power Up,,
15:30-16:30,FE-4,"Physical Exercise (VELO), Day  3",,
16:00-17:15,CDR,Physical Exercise (ARED),,
16:15-17:15,FE-5,Physical Exercise (CEVIS),,
17:30-17:45,FE-5,Private Family Conference,,
18:20-18:40,CDR,HRF Urine Collection Hardware Setup,,
18:40-19:05,CDR,Evening Work Prep,,
18:45-19:05,"FE-4,FE-5",Evening Work Prep,,
19:05-19:20,.,Daily Planning Conference (S-band),,
19:20-19:25,CDR,P/TV Playback End,,
19:20-19:30,"FE-4,FE-5",Evening Work Prep,,
19:25-19:30,CDR,BCAT Camera Battery Changeout,,
19:30-21:30,"FE-4,FE-5",Pre-sleep,,
19:30-20:00,CDR,Pre-sleep,,
20:00-20:15,CDR,Private Family Conference,,
20:15-21:30,CDR,Pre-sleep,,
21:30-06:00,.,SLEEP,,
Task List,FE-4,Preparation of reports for Roskosmos site,,
ECON. Observations and Photography,,,,
SEINER Ocean Observations,,,,
GMT,CREW,ACTIVITY,,
06:00-06:05,"CDR,FE-5",Bisphosphonate Pill Ingestion,,
06:00-06:10,FE-4,Morning Inspection.SM ПСС [Caution & Warning Panel] TestInspection of СМ-У connector on МНР-НС separator pump behindАСУ panel 139,,
06:05-06:10,"CDR,FE-5",Morning Inspection,,
06:10-06:40,.,Post-sleep,,
06:40-07:30,.,BREAKFAST,,
07:30-07:50,FE-4,Work Prep,,
07:30-08:00,"CDR,FE-5",Work Prep,,
07:50-07:55,FE-4,ECLIPSE-BEACON [ТЕНЬ-МАЯК] Experiment Run Termination,,
07:55-08:00,FE-4,Plasma Crystal-3 Plus. Pressure Check,,
08:00-08:15,.,Daily Planning Conference (S-band),,
08:15-08:25,FE-5,Glove Box (MSG) Activation,,
08:15-08:25,CDR,BCAT6. Setting up video equipment,,
08:15-08:30,FE-4,On MCC GO БМП Ф1 Absorption Cartridge Regeneration (start),,
08:25-08:35,CDR,PL Video Setup,,
08:30-08:35,FE-4,Comm config prior to Plasma Crystal-3 experiment,,
08:30-08:40,FE-5,CWQMK Sample Transfer,,
08:35-09:25,CDR,BCAT6 All Sample Photography,,
08:35-08:55,FE-4,PLASMA CRYSTAL-3 PLUS. Hardware Activation and Experiment Start,,
08:40-08:50,FE-5,EHS Air Quality Monitoring (AQM) Start,,
08:55-09:45,FE-4,PLASMA CRYSTAL-3 PLUS. Start and Monitor the Experiment. Tagupwith specialists (S-band + VHF),,
09:00-09:25,FE-5,IPU VRU Hard Disk Exchange,,
09:25-10:00,FE-5,Crew Quarters (CQ) Cleaning - Overhead,,
09:25-09:40,CDR,BCAT6 - Angle Photography,,
09:40-10:00,CDR,BCAT6 Turbid Sample Setup,,
09:45-10:35,FE-4,PLASMA CRYSTAL-3 PLUS. Manual experiment ops,,
10:00-11:30,CDR,BCAT6 Sample Homogenization,,
10:00-10:35,FE-5,Crew Quarters (CQ) Cleaning - Deck,,
10:35-11:50,FE-4,Physical Exercise (ТVIS) Day  1,,
10:35-10:45,FE-5,BCAT6 Historical Documentation (HISD) Photography,,
10:50-12:15,FE-5,GHF - Heating Units Insulation Resistance Measurement,,
11:30-12:45,CDR,Physical Exercise Т 2,,
11:50-12:10,FE-4,PLASMA CRYSTAL-3 PLUS. Experiment Termination,,
12:10-12:15,FE-4,Comm system reconfig after Plasma Crystal-3 experiment,,
12:15-12:40,FE-5,GHF - Material Processing Unit (MP) Front Panel Attachment,,
12:15-12:45,FE-4,Plasma Crystal-3 Plus. Copy data from the hard drive,,
12:40-12:50,FE-5,GHF - Cable Connection on Kobairo Rack,,
