0,1,2,3,4,5,6
GMT,CREW,ACTIVITY,,,,
08:30-08:40,FE-1,SONOCARD. Experiment (termination),,,,
08:30-08:40,"CDR, FE-2",Morning Inspection,,,,
08:40-08:50,Post-sleep,,,,,
08:40-08:50,FE-1,Morning Inspection,,,,
08:50-09:40,,BREAKFAST,,,,
09:40-09:55,Daily Planning Conference (S-band),,,,,
09:55-10:15,Post-sleep,,,,,
10:15-10:30,Prep for Work,,,,,
10:30-10:40,CDR,Terminate discharging the second Orlan 825М3 Battery Pack and startdischarging the third Battery Pack,,,,
10:30-12:00,FE-2,Physical Exercise (RED),,,,
10:40-11:55,"CDR, FE-1",Progress 364 to FGB interface leak check,,,,
11:55-12:15,On MCC Go Open FGB-СУ and ТКГ-СУ transfer hatches (VHF),,,,,
12:00-13:00,FE-2,Physical Exercise (TVIS),,,,
12:15-13:15,CDR,Scheduled maintenance of Elektron Liquid Unit #056 from spares. Tagup withspecialists (S-band),,,,
12:15-13:00,FE-1,"Progress deactivation, air duct installation",,,,
13:00-15:30,FE-2,RED canister R&R,,,,
13:00-14:00,FE-1,"On MCC Go (after ЛКТ power off over CRL)Installation of Local Temperature Sensor Switching Unit (ЛКТ) (ТА251М1Б)#1417726327 and Memory Unit ПЗУ #1417726938 in Progress(СМ1РО_3_314_1, bag 353-8, b/c 00037141R)",,,,
13:15-13:45,CDR,СОЖ Maintenance,,,,
13:45-14:25,Scheduled maintenance of Liquid Unit Elektron #056 from spares kit (closeoutops). Tagup with specialists (S-band),,,,,
14:00-15:30,FE-1,"Physical Exercise (TVIS), day 3",,,,
14:25-15:25,CDR,Physical Exercise (CEVIS),,,,
15:25-15:30,On MCC GO ISS repress using air from the first section of Progress 364 СрПК(start),,,,,
15:30-16:30,.,LUNCH,,,,
16:30-16:45,FE-1,SONOCARD. Copy Data to RSE-MED Laptop,,,,
16:30-16:35,CDR,ISS air repress from Progress 364 СрПК (terminate),,,,
16:30-18:50,FE-2,RED Canister R&R,,,,
16:35-17:35,CDR,"Installation of Local Temperature Sensor Switching Unit (ЛКТ) (ТА251МБ)#1417726325 and Memory Unit ПЗУ #1417726934 in Soyuz 222 OrbitalCompartment (СМ1РО_3_314_1, bag 353-8, b/c 00037141R)",,,,
16:45-17:15,FE-1,Harmful Contaminant Measurements using CMS in SM,,,,
17:15-18:25,"Replacement of Condensate Separation and Pumping Unit (БРПК-2) in СРВ-К2М. Install БРПК S/N 606001, b/c 00046610R (СМ1РО_4_434_1. Discardremoved БРПК S/N 802026). Tagup with specialists as necessary (S-band)",,,,,
17:35-18:35,CDR,Soyuz reconfig to initial state after EVA-20A. Tagup with specialists as necessary,,,,
GMT,CREW,ACTIVITY,,,,
09:30-09:40,,Morning Inspection,,,,
09:40-10:10,,Post-sleep,,,,
10:10-11:00,,BREAKFAST,,,,
11:00-11:05,"FE-1, CDR",Prep for Work,,,,
11:05-11:20,,Daily Planning Conference (S-band),,,,
11:20-11:30,"CDR, FE-1",Prep for Work,,,,
11:20-11:50,FE-2,Prep for Work,,,,
11:30-14:30,"CDR, FE-1","Review EVA-20 r/g and preliminary T/L, watch DVD. Tagup withspecialists (S-band)",,,,
12:00-12:15,FE-2,JCGSE (JEM Common Gas Support Equipment ) Gas Supply Start,,,,
12:15-12:30,FE-2,JEM HRMS Setting,,,,
12:30-12:45,FE-2,JCGSE Gas Supply Terminate,,,,
12:45-12:50,FE-2,JEM HRMS Setting,,,,
13:00-13:05,FE-2,JEM HRMS Setting,,,,
13:10-13:20,FE-2,JEM HRMS Setting,,,,
13:20-16:00,FE-2,Potable Water Collection for In-Flight Chemical and Microbial Analysis,,,,
14:30-15:00,FE-1,Counter Measure System (CMS) Harmful Contaminant Measurements inSM,,,,
14:30-15:30,CDR,"Physical Exercise (VELO+RED), day 2",,,,
15:00-16:00,FE-1,"Physical Exercise (VELO+RED), day 2",,,,
15:30-16:00,CDR,Medical Kit config for EVA,,,,
16:00-17:00,,LUNCH,,,,
17:00-17:30,"FE-1, CDR",Hardware and tool search for EVA-20. Tagup with specialists (S-band),,,,
17:00-18:00,FE-2,WMK - in-flight water processing,,,,
17:30-18:45,FE-1,"Preparation of EVA-20a hardware and tools, photography: Yakor FootRestraint assembly. Docking target staging",,,,
17:30-18:10,CDR,"EVA-20a equipment and tools staging, photography: staging the set toinspect holes (for Kurs antenna).DC1 comm config",,,,
18:00-19:00,FE-2,Microbiology Water Analysis Kit (MWAK) In-Flight Coliform Detection,,,,
18:10-18:30,CDR,IMS Update,,,,
18:30-20:00,CDR,"Physical Exercise (TVIS), day 2",,,,
18:45-19:15,FE-1,Loading Discarded Equipment into ATV,,,,
19:00-19:10,FE-2,Water Reclamation,,,,
19:10-20:40,FE-2,Physical Exercise (RED),,,,
19:45-21:15,FE-1,"Physical Exercise (TVIS), day 2",,,,
20:00-20:30,CDR,Pressure check in portable repress tank (БНП) (in ПхО)Comm reconfig for nominal ops,,,,
20:30-21:30,CDR,DC1 EVA procedure Airlock Operations cue cards update.. Tagup with,,,,
GMT,CREW,ACTIVITY,,,,
09:30-09:40,"CDR, FE-1",Morning Inspection,,,,
09:30-09:35,FE-2,SLEEP - data logging,,,,
09:35-09:55,Acoustic dosimeters: equipment setup (operation 1 of 5),,,,,
09:40-10:10,"CDR, FE-1",Post-sleep,,,,
09:55-10:05,FE-2,Morning Inspection,,,,
10:05-10:35,Post-sleep,,,,,
10:10-11:00,"CDR, FE-1",BREAKFAST,,,,
10:35-11:25,FE-2,,,,,
11:00-11:25,"CDR, FE-1",Prep for Work,,,,
11:25-11:40,,Daily Planning Conference (S-band),,,,
11:40-11:45,CDR,Terminate discharging the first Orlan Battery Pack 825М3 and remove thefirst Battery Pack from discharging,,,,
11:40-12:10,FE-2,Prep for Work,,,,
11:45-12:15,"CDR, FE-1",Post-EVA Orlan debrief with specialists (S-band),,,,
12:10-12:15,FE-2,Scheduled inspection of RED,,,,
12:15-13:45,Physical Exercise (RED),,,,,
12:15-12:25,FE-1,Set up 825М3 pack 1 for charging and start charging,,,,
12:15-13:05,CDR,Orlan feedwater bladder refill,,,,
12:25-13:05,FE-1,СОЖ Maintenance,,,,
13:05-13:15,"CDR, FE-1",Orlan drying,,,,
13:15-14:45,FE-1,"Physical Exercise (TVIS), day 3",,,,
13:15-13:35,CDR,Private Family Conference (Ku + S-band),,,,
13:45-14:45,FE-2,Physical Exercise (CEVIS),,,,
14:15-15:15,CDR,"Physical Exercise (VELO + RED), Day 3",,,,
14:45-15:00,FE-1,NOA 2. Close-out ops and fill out electronic log,,,,
15:00-15:20,Private Family Conference (Ku + S-band),,,,,
15:15-15:20,CDR,Orlan drying,,,,
15:20-16:20,"CDR, FE-1","Post-EVA debrief. Tagup with specialists (S-band, VHF)",,,,
16:20-17:20,,LUNCH,,,,
17:20-17:30,"CDR, FE-1",Orlan drying,,,,
17:30-19:30,"EVA-20a equipment and tool staging, photography of bags. Tagup withspecialists (S-band)",,,,,
17:40-18:40,FE-2,Inspection of Node-2 smoke detectors,,,,
18:40-19:15,Lab smoke detector inspection,,,,,
19:15-19:45,Inspection of Node-1 smoke detectors,,,,,
19:30-21:00,CDR,"Physical Exercise (TVIS), day 3",,,,
19:45-20:15,FE-2,A/L smoke detector inspection,,,,
21:00-21:20,CDR,IMS Update,,,,
21:00-22:00,FE-1,"Physical Exercise (VELO + RED), Day 3",,,,
GMT,CREW,,ACTIVITY,,,
06:00-06:10,"FE-1,FE-2",Morning inspection,,,,
06:00-06:10,,SONOCARD. Experiment (termination),,,,
,CDR,,,,,
06:10-06:20,,Morning inspection,,,,
06:10-06:40,"FE-2,FE-1",Post-sleep,,,,
06:20-06:40,CDR,Post-sleep,,,,
06:40-07:30,.,BREAKFAST,,,,
07:30-07:40,CDR,Post-sleep,,,,
07:30-07:50,"FE-1,FE-2",Prep for work,,,,
07:40-08:00,CDR,Prep for work,,,,
07:50-08:20,FE-1,Harmful contaminant measurements using CMS in SM,,,,
07:50-08:05,FE-2,SPHERE sample cooling,,,,
08:00-08:10,CDR,Elektron activation and temperature monitoring via БД,,,,
08:05-08:20,FE-2,Food questionnaire,,,,
08:20-08:35,.,Daily planning conference (S-band),,,,
08:35-08:45,FE-1,Prep for work,,,,
08:35-08:50,CDR,SONOCARD. Copy Data to RSE-MED Laptop,,,,
08:40-10:10,FE-2,Physical exercise (RED),,,,
08:50-09:20,FE-1,FGB protective enclosure transfer to ATV,,,,
08:50-10:50,CDR,"SM Ventilation System Preventive Maintenance (ВВ1РО, ВВ2РО)",,,,
09:20-11:20,FE-1,Installation of protective enclosures in zones 16+19 (panels 224+225),,,,
10:10-11:10,FE-2,Physical exercise (CEVIS),,,,
,,HAM radio station test using RSK2 computer.,,,,
10:50-11:10,CDR,,,,,
,,Tagup with specialists (as necessary) (S-band),,,,
11:10-12:40,CDR,Physical Fitness Evaluation (on treadmill),,,,
11:20-11:35,FE-1,[АОК] ГАНК-4М data readout,,,,
11:30-11:50,FE-2,JPM – laptop deactivation,,,,
11:35-11:50,FE-1,ИП-1 position verification,,,,
11:50-12:50,FE-1,Physical exercise (CEVIS+RED),,,,
11:50-12:10,,Intermodule ventilation jumper removal,,,,
,FE-2,,,,,
12:10-12:50,,Node2/JPM vestibule leak-check (start),,,,
12:40-12:45,CDR,TVIS weekly bearings maintenance,,,,
12:50-13:50,.,LUNCH,,,,
13:50-15:40,FE-1,Installation of protective enclosures in zones 16+19 (panels 224+225),,,,
13:50-14:20,"FE-2,CDR",DOUG software review,,,,
14:20-14:50,CDR,Crew Medical Officer proficiency training,,,,
14:20-14:25,,PAO equipment prep,,,,
14:25-14:35,FE-2,PAO crew prep,,,,
14:35-14:55,,PAO event (Ku+S-band),,,,
GMT,CREW,ACTIVITY,,,,
08:30-08:45,CDR,БМП Ф1 Absorption Cartridge Regeneration (termination),,,,
08:30-08:40,"FE-1, FE-2",Morning Inspection,,,,
08:40-09:10,Post-sleep,,,,,
08:45-09:00,CDR,БМП Ф2 Absorption Cartridge regeneration (start),,,,
09:00-09:10,Morning Inspection,,,,,
09:10-10:00,"FE-1, FE-2",BREAKFAST,,,,
09:10-09:40,CDR,Post-sleep,,,,
09:40-10:20,BREAKFAST,,,,,
10:20-10:30,"CDR, FE-1",Remove БК-3 and battery from Orlan Telemetry Unit (БРТА),,,,
10:30-11:00,Post-EVA Orlan debrief with specialists (S-band),,,,,
11:00-11:10,CDR,Set up the first Orlan battery pack 825М3 for discharge and startdischarging the first pack,,,,
11:30-11:45,,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band),,,,
