0,1,2,3,4,5
GMT,,CREW,ACTIVITY,,
06:00-06:10,,CDR,Morning Inspection,,
06:00-06:10,,FE-1,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,
06:00-06:05,,FE-3,Urine Collection for SOLO Experiment,,
06:00-06:10,,FE-4,Morning Inspection. Inspection of СМ-У connector on МНР-НС pumpbehind АСУ panel 139,,
06:00-06:05,,FE-5,Bisphosphonate Pill Ingestion,,
06:00-06:05,,FE-6,Bisphosphonate Pill Ingestion,,
06:05-06:35,,FE-3,SOLO Blood Sample Collection,,
06:05-06:10,,FE-5,Reaction Self-test,,
06:05-06:10,,FE-6,Reaction Self-test,,
06:10-06:40,,"CDR,FE-1,FE-4,FE-5,FE-6",Post-sleep,,
06:35-06:55,,FE-3,SOLO-RC Setup and Config,,
06:40-07:30,,"CDR,FE-1,FE-4,FE-5,FE-6",BREAKFAST,,
06:55-07:05,,FE-3,Post-sleep,,
07:05-07:25,,FE-3,SOLO MELFI Blood Sample Insertion,,
07:25-07:30,,FE-3,Reaction Self-test,,
07:30-07:55,,.,Daily Planning Conference (S-band),,
07:55-08:10,,CDR,Work Prep,,
07:55-08:05,,FE-5,Work Prep,,
07:55-08:35,,FE-3,Portable Clinical Blood Analyzer (PCBA) for SOLO Experiment,,
07:55-08:15,,"FE-1,FE-4",Work Prep,,
07:55-08:10,,FE-6,Work Prep,,
08:05-08:50,,FE-5,USOS CSA Ops,,
08:10-10:30,,CDR,TYPOLOGY Experiment Ops. Tagup with specialists,,
08:10-08:15,,FE-6,WHC Pump/Separator Inspection,,
08:15-08:25,,FE-6,FIR Alignment Guide Removal,,
08:15-08:45,,FE-4,Vacuum Pressure Gauge Accuracy Check,,
08:25-08:35,,FE-6,RFTA Access,,
08:35-08:50,,FE-3,Post-sleep,,
08:35-08:55,,FE-6,RFTA Reconfiguration For Urine Processing,,
08:50-08:55,,FE-5,JEMRMS RLT Activation,,
08:50-09:40,,FE-3,BREAKFAST,,
08:55-09:10,,FE-5,JEMRMS-SSC Installation,,
08:55-09:05,,FE-6,RFTA Cleanup Ops,,
09:05-09:30,,FE-6,Battery Stowage Assembly (BSA) Battery Recharge Terminate,,
09:10-09:25,,FE-4,Air duct removal from DC1 (skip B3 fan removal),,
09:10-09:25,,FE-1,Comm config for suited run,,
09:10-09:15,,FE-5,JEMRMS RLT Laptop Activation,,
09:15-09:25,,FE-5,JEMRMS RLT Laptop Deactivation,,
GMT,,CREW,,ACTIVITY,
