0,1,2,3,4
GMT,CREW,ACTIVITY,,
06:00-06:10,,Morning Inspection,,
06:10-06:40,Post-sleep,,,
06:40-07:00,BREAKFAST,,,
07:00-07:15,Daily Planning Conference (S-band),,,
07:15-07:45,FE-2,Post-sleep,,
,"CDR, FE-1",SM and Progress TORU test without commanding Progress Approach &Attitude Control Thrusters [ДПО] (vehicle-to-vehicle test) / Tagup withspecialists (VHF),,
07:45-08:15,FE-1,Post-sleep,,
07:45-07:55,CDR,,,
07:45-08:15,FE-2,Prep for Work,,
07:55-08:15,CDR,,,
08:15-08:45,FE-1,,,
08:15-08:45,CDR,PDA reload,,
08:45-09:05,FE-1,Installation of additional SM CC SW images on CPC1 Tagup with specialists(S-band),,
08:45-09:45,CDR,Physical Exercise (CEVIS),,
08:55-09:55,FE-2,ISS crew orientation,,
09:05-10:55,FE-1,Progress 363 unloading and IMS updates,,
09:45-11:15,CDR,Physical Exercise (RED),,
10:00-11:15,FE-2,Physical Exercise (TVIS),,
10:55-11:15,FE-1,Transfer and set up of ATV control panel to nominal location,,
11:15-12:45,"Physical Exercise (TVIS), day 1",,,
11:15-12:15,CDR,PDA reload,,
11:15-11:35,FE-2,FSL. Reconfig OPT TGT after test 2,,
11:35-11:55,FSL. Install the Optical Target for the Optical Checkout4,,,
12:15-12:20,CDR,SSPCM Checkout,,
12:35-12:55,IWIS data copy,,,
12:45-12:55,FE-1,PLANTS-2. Data downlink,,
12:55-13:55,,LUNCH,,
13:55-14:30,FE-2,PHS Hardware and Blood Lab Setup,,
13:55-14:15,CDR,IWIS removal,,
14:00-14:10,FE-1,PLANTS-2. Data downlink (terminate),,
14:10-14:30,IMS Update,,,
14:20-14:30,CDR,MSG: activation,,
14:30-15:00,,ISS-123/1JA Crew Conference (Ku + S-band),,
15:00-16:00,"CDR, FE-2",OBT to get FE-2 familiarized with location and status of ISS emergencyequipment,,
15:00-15:40,FE-1,СОЖ Maintenance,,
15:40-16:40,"Physical Exercise (VELO+RED), day 1",,,
16:00-17:00,FE-2,Installation of Interface Management Unit and cables in the Labe for Elite-S2Experiment,,
GMT,CREW,ACTIVITY,,
06:00-06:10,FE-1,Morning Inspection,,
06:00-06:20,CDR,Nutrition: urine collection,,
06:00-06:05,FE-2,Sleep-Wake Actigraphy and Light Exposure During Spaceflight FE-2Log Entry,,
06:05-06:10,Morning Inspection,,,
06:10-06:40,"FE-1,FE-2",Post-sleep,,
06:20-06:25,CDR,Nutrition: urine sample insertion in MELFI,,
06:25-06:45,Nutrition- Stowage of urine collection kit,,,
06:40-07:30,"FE-1,FE-2",BREAKFAST,,
06:45-06:55,CDR,Morning Inspection,,
06:55-07:25,Post-sleep,,,
07:25-08:15,BREAKFAST,,,
08:15-09:15,Physical Exercise (TVIS),,,
09:15-10:45,Physical Exercise (RED),,,
09:30-10:30,FE-2,Physical Exercise (CEVIS),,
10:30-12:00,Physical Exercise (RED),,,
10:30-12:00,FE-1,"Physical Exercise (TVIS), day 4",,
10:45-10:55,CDR,MSG: activation,,
11:25-12:05,InSPACE2 Experiment,,,
12:00-13:00,FE-1,"Physical Exercise (ВЕЛО+RED), day 4",,
12:50-13:00,CDR,InSPACE2 Tape Exchange,,
13:00-14:00,.,LUNCH,,
14:00-14:05,FE-2,Disconnect LTL jumper from LAB1D6 rack after CDRA Deactivation,,
14:00-14:40,CDR,InSPACE2 Experiment,,
14:20-14:40,FE-2,LOCAD - Setting up experimental equipment,,
14:40-14:50,LOCD - swab ops with video,,,
15:00-15:15,CDR,Private Family Conference (Ku + S-band),,
15:10-15:15,FE-2,LOCAD - Phase 2 Data Record Operations,,
15:15-15:25,LOCD - swab ops with video,,,
15:25-15:35,CDR,InSPACE2 Tape Exchange,,
15:35-16:15,InSPACE2 Experiment,,,
15:45-15:50,FE-2,LOCAD - Phase 2 Data Record Operations,,
15:50-16:00,LOCD - swab ops with video,,,
16:20-16:25,LOCAD - Phase 2 Data Record Operations,,,
16:25-16:40,Private Family Conference (Ku + S-band),,,
16:45-16:55,LOCD - swab ops with video,,,
17:00-17:10,CDR,InSPACE2 Tape Exchange,,
17:10-17:30,InSPACE2 Hardware Vial Exchange,,,
17:15-17:20,FE-2,LOCAD - Phase 2 Data Record Operations,,
17:20-17:30,LOCD - Equipment Stow 1,,,
