0,1,2,3,4,5,6,7
TIME,CREW,CREW,,,,,
,,Morning Inspection. Laptop RS1(2) Reboot,,,,,
,,Inspection of СМ-У connector on МНР-НС separator pump in АСУ behind,,,,,
06:00-06:10,CDR,,,,,,
,,panel 139 and line 5182-03 from Pretreat And Water Dispenser (ДКиВ) to,,,,,
,,МНР in its transparent section,,,,,
06:00-06:05,"FE-1, FE-5",Reading REMINDER on installation of acoustic dosimeters,,,,,
06:00-06:10,FE-2,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,,
06:00-06:05,"FE-3, FE-6",REMINDER on ARED exercise video,,,,,
06:05-06:10,FE-1,Morning Inspection. Laptop RSS2 Reboot,,,,,
06:05-06:10,FE-3,Morning Inspection,,,,,
06:05-06:10,FE-5,Reading REMINDER,,,,,
06:05-06:10,FE-6,Reading REMINDER,,,,,
,"CDR, FE-1,",,,,,,
06:10-06:40,"FE-2, FE-3,",Post-sleep,,,,,
,FE-5,,,,,,
06:10-06:15,FE-6,Reading REMINDER,,,,,
06:15-06:30,FE-6,HRF- sampling and stowage of samples,,,,,
06:30-06:35,FE-6,HRF –insertion of samples into MELFI,,,,,
06:35-06:50,FE-6,Post-sleep,,,,,
06:40-07:30,CDR,Breakfast,,,,,
06:40-07:20,FE-1,Breakfast,,,,,
06:40-07:30,FE-2,Breakfast,,,,,
06:40-07:35,FE-3,Breakfast,,,,,
06:40-07:00,FE-5,Breakfast,,,,,
06:50-07:20,FE-6,HRF- centrifuge activation and configuration,,,,,
07:00-07:15,FE-5,HRF – blood sampling (assist),,,,,
07:15-07:50,FE-5,Breakfast,,,,,
07:20-07:30,FE-1,MORZE. Logging Liquid and Food (Medicine) Intake,,,,,
07:20-07:40,FE-6,Post-sleep,,,,,
,"CDR, FE-1,",,,,,,
07:30-07:50,,Work Prep,,,,,
,FE-2,,,,,,
07:35-07:50,FE-3,Work Prep,,,,,
07:40-07:50,FE-6,HRF - centrifuge configuration,,,,,
07:50-08:15,.,Daily Planning Conference (S-band),,,,,
08:15-09:10,FE-1,ТКГ 424 (DC1) Transfers and IMS Ops,,,,,
08:15-08:45,FE-3,HMS – sight inspection,,,,,
08:15-08:30,FE-5,Work Prep,,,,,
08:15-08:20,FE-6,Post-sleep,,,,,
08:20-08:25,FE-6,HRF – retrieval of samples and centrifuge deactivation,,,,,
,TIME,,"CREWCDRFE-1FE-2CDRFE-1, FE-2CDRCDRFE-1FE-2CDRFE-1, FE-2CDRCDRFE-1, FE-2CDRFE-1FE-2CDRCDRFE-2CDRFE-1CDRFE-2FE-1CDRCDRFE-2FE-1FE-1CDRCDRFE-2FE-1FE-2FE-2",,,CREWREMINDER - Reading ReminderMorning Inspection. Laptop RS1(2) Reboot,
,06:00-06:05,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,Laptop RSS2 RebootMorning Inspection. SM ПСС (Caution & Warning Panel) TestHRF - Sample collection and preparation for insertionPost-sleepHRF - Sample Blood MELFI InsertionMorning InspectionBiochemical blood test. Blood SamplingBiochemical blood test. Blood Sampling – assistancePost-sleepBREAKFASTBREAKFASTDaily Planning Conference (S-band)BREAKFASTReviewing BRI Replacement and RS Network Nominal Reconfig Procedure.,,,,
,,,,,,,
,06:00-06:10,,,,,,
,06:05-06:20,,,,,,
,06:10-06:30,,,,,,
,06:20-06:25,,,,,,
,06:25-06:35,,,,,,
,06:30-06:50,,,,,,
,06:30-06:50,,,,,,
,06:35-07:05,,,,,,
,06:50-07:40,,,,,,
,07:05-07:40,,,,,,
,07:40-07:55,,,,,,
,07:55-08:10,,,,,,
,,,,,,,
,07:55-08:10,,,,,,
,,,"Tagup with specialistsWork PrepBlood Biochemistry AnalysisWork PrepSaibo UDC Payload  and Cable ReconfigurationXF305 - Camcorder SetupFGB Dust Collector ПС1, ПС2 Filter Replacement (ТГК424ГрО zone 1",,,,
,,,,,,,
,08:10-08:20,,,,,,
,08:10-08:50,,,,,,
,08:10-08:30,,,,,,
,08:20-08:30,,,,,,
,08:30-08:35,,,,,,
,,,,,,,
,08:30-09:20,,,,,,
,,,"enclosure No. 3) Reflect changes in IMSCMS2 - MICROSCOPE- Closeout Ops Part 1Work PrepCMS2 – MICROSCOPE - Closeout Ops Part 2Cleaning FGB ГЖТ Detachable Screens 1, 2, 3BRI R&R. Tagup with specialistsCMS2 – MICROSCOPE - Closeout Ops Part 3ANISO - Hardware Installation Part 1В3 Fan Screen Cleaning in DC1On MCC Go Mating BRI Telemetry Connector.  Tagup with specialistsBRI Standalone C/O.  Tagup with specialistsANISO - Hardware Installation Part 2Waste and Hygiene Compartment (WHS) Pre-Treat Tank and Pre-Treat Tank",,,,
,,,,,,,
,08:35-09:20,,,,,,
,08:50-09:10,,,,,,
,09:20-09:40,,,,,,
,09:20-10:20,,,,,,
,09:25-10:35,,,,,,
,09:40-09:55,,,,,,
,09:55-10:55,,,,,,
,10:20-11:20,,,,,,
,10:35-10:45,,,,,,
,10:45-11:35,,,,,,
,10:55-11:10,,,,,,
,,,,,,,
,11:10-13:00,,,,,,
,"Hose Remove & ReplaceOTKLIK. Hardware CheckARED ExerciseИП-1 Flow Sensor Position VerificationБД-2 Exercise, Day 4",,,,,,
,,,,,,,
,11:20-11:35,,,,,,
,11:35-13:00,,,,,,
,11:35-11:50,,,,,,
,11:50-12:50,,,,,,
TIME,CREW,,CREW,,,,
12:30-12:35,CDR,REMINDER - Reading Reminder,,,,,
12:30-12:40,FE-1,Morning Inspection. Laptop RS1(2) Reboot,,,,,
12:30-12:40,FE-2,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,,
,,Morning Inspection. RSS2 Reboot,,,,,
12:30-12:40,FE-4,,,,,,
,,Morning Inspection,,,,,
12:30-12:40,FE-5,,,,,,
,,REMINDER - Reading Reminder,,,,,
12:30-12:35,FE-6,,,,,,
,,REMINDER - Reading Reminder,,,,,
12:35-12:40,CDR,,,,,,
,,REMINDER - Reading Reminder,,,,,
12:35-12:40,FE-6,,,,,,
,,HRF - Sample collection in preparation for insertion,,,,,
12:40-12:55,CDR,,,,,,
,"FE-1, FE-2,",Post-sleep,,,,,
12:40-13:10,,,,,,,
,"FE-4, FE-5",,,,,,
,,HRF - Generic Sample Operations,,,,,
12:40-12:55,FE-6,,,,,,
,,HRF - Sample MELFI Insertion,,,,,
12:55-13:00,CDR,,,,,,
,,HRF - Sample Blood MELFI Insertion,,,,,
12:55-13:00,FE-6,,,,,,
,,Post-sleep,,,,,
13:00-13:10,"CDR, FE-6",,,,,,
,,BREAKFAST,,,,,
13:10-13:55,"FE-1, FE-2",,,,,,
13:10-13:55,FE-4,BREAKFAST,,,,,
13:10-13:25,FE-5,BREAKFAST,,,,,
,,HRF Blood Sample Draw (assistance),,,,,
13:10-13:25,"FE-6, CDR",,,,,,
,,Post-sleep,,,,,
13:25-13:40,CDR,,,,,,
,,HRF Blood Sample Draw (assistance),,,,,
13:25-13:40,FE-5,,,,,,
,,HRF Blood Collection Operations,,,,,
13:25-13:55,FE-6,,,,,,
,,ZEBRA - Experiment 3 Ops,,,,,
13:40-13:55,CDR,,,,,,
,TIME,,"CREWCDRFE-1FE-2FE-3FE-5FE-6FE-3FE-5FE-6CDR, FE-3,",,,CREWMorning Inspection. Laptop RS1(2) RebootMorning Inspection. Laptop RSS2 Reboot,
,06:00-06:10,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,SM ПСС (Caution & Warning Panel) TestMORZE. Bioimpedance analysis using SPRUT-2Tagup with specialistsPFE ReminderReading REMINDERREMINDER - Reading ReminderMorning InspectionReading REMINDERUrine Collection Reminder,,,,,
,,,,,,,
,06:00-06:45,,,,,,
,06:00-06:05,,,,,,
,06:00-06:05,,,,,,
,06:00-06:05,,,,,,
,06:05-06:10,,,,,,
,06:05-06:10,,,,,,
,06:05-06:10,,,,,,
,,,,,,,
,06:10-06:40,,Post-sleep,,,,
,"FE-5FE-1FE-6FE-6FE-6FE-1FE-6CDRFE-1FE-3, FE-5FE-6FE-2FE-2FE-1FE-2, FE-6CDRFE-5CDRFE-1FE-2FE-3FE-5, FE-6CDRFE-5FE-6FE-1",,,,,,
,,Post-sleepREMINDER - Reading ReminderReading Acoustic Dosimeter ReminderHRF - Generic Sample OperationsMORZE. Photography of the Experiment OpsHRF - Sample MELFI InsertionBreakfastPost-sleepBREAKFASTPost-sleepReading Acoustic Dosimeter ReminderPost-sleepBREAKFASTBREAKFASTWork PrepAudio Dosimeter PreparationDaily Planning Conference (S-band)Work PrepWork PrepBREAKFASTPeriodic Fitness Evaluation - Nom Ops (subject)Work PrepТК 713 Return Cargo Stowage Ops / r/g 6997T2 ExerciseZebrafish - Preparation for Water ExchangeOn MCC GO EDV Refill from ATV5 WDS tank,,,,,
,06:10-06:30,,,,,,
,06:10-06:15,,,,,,
,06:15-06:20,,,,,,
,06:20-06:35,,,,,,
,06:30-06:40,,,,,,
,06:35-06:40,,,,,,
,06:40-07:30,,,,,,
,06:40-07:05,,,,,,
,06:40-07:35,,,,,,
,06:40-07:10,,,,,,
,06:45-06:50,,,,,,
,06:50-07:10,,,,,,
,07:05-07:55,,,,,,
,07:10-07:55,,,,,,
,07:30-07:55,,,,,,
,07:35-07:55,,,,,,
,07:55-08:15,,,,,,
,08:15-08:25,,,,,,
,08:15-08:35,,,,,,
,08:15-08:40,,,,,,
,08:15-09:45,,,,,,
,08:15-08:30,,,,,,
,08:25-11:20,,,,,,
,08:30-09:45,,,,,,
,08:30-08:50,,,,,,
,08:35-10:05,,,,,,
