0,1,2,3,4,5,6
GMT,CREW,ACTIVITY,,,,
06:00-06:10,"CDR, FE-4,FE-3, FE-5,FE-6",Morning Inspection.,,,,
06:00-06:10,FE-2,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,,
06:10-06:40,,Post-Sleep,,,,
06:40-07:20,"FE-2, FE-3,FE-4, FE-5,FE-6",BREAKFAST.,,,,
06:40-07:10,CDR,BREAKFAST.,,,,
07:10-07:20,CDR,Activation and Setup of Photo Spectral System (ФСС),,,,
07:20-07:45,,Daily Planning Conference (S-band),,,,
07:45-08:10,CDR,"Photography, Data Copy, Close-out Ops",,,,
07:45-07:55,"FE-2, FE-3,FE-4, FE-5,FE-6",BREAKFAST.,,,,
07:55-08:10,"FE-4, FE-3,FE-6",Prep for Work,,,,
07:55-08:00,FE-2,On MCC GO ISS N2 Repress from Progress 415 СрПК Section 2 (start),,,,
08:10-11:00,CDR,TIPOLOGIYA. Experiment Ops. Tagup with specialists,,,,
08:00-08:15,FE-5,Glove Box (MSG) Activation,,,,
08:00-08:20,FE-2,Prep for Work,,,,
08:10-08:20,FE-3,Formaldehyde Monitoring Kit (FMK) Teardown Operations,,,,
08:10-09:10,FE-4,Crew Time for ISS Adaptation and Orientation,,,,
08:15-09:20,FE-5,BASS. Single Burn Ops Start,,,,
08:20-08:35,FE-2,TIPOLOGIYA. Experiment Assistance,,,,
08:25-10:15,FE-6,Waste and Hygiene Compartment (WHS) Pre-Treat Tank and  HoseRemove & Replace,,,,
08:25-10:15,FE-3,,,,,
08:35-08:45,FE-2,TIPOLOGIYA. Photography of the Experiment,,,,
08:55-09:00,FE-2,ISS N2 Repress from Progress 415 СрПК Section 2 (terminate),,,,
09:00-09:30,FE-2,"Preparation for RS ISS Window Inspection and Photography (Procedureand r/g Review, Equipment Gather)",,,,
09:10-10:10,FE-4,Soyuz 706 Transfers and IMS Ops,,,,
09:30-11:20,FE-2,"Inspection and Photography of ВЛ2(DC1), ВЛ1(MRM2) Windows",,,,
10:10-10:40,FE-4,Removing two КЛ-152М TV cameras and light units from СА ТК 706.Transfer TV cameras КЛ-152М (2 ea) to БО ТК 705 to temp stow beforereturn to the ground.  Report TV camera S/N to MCC.Prepack light units (2 ea) for disposal. Report to MCC the S/N’s andstowage location,,,,
10:15-10:30,FE-5,CEVIS Overview,,,,
10:15-11:15,FE-3,Physical Exercise (CEVIS),,,,
10:40-11:00,FE-4,Removing two Handles from Progress 415 Front Hatch Cover,,,,
10:50-12:20,FE-5,BASS. Burn Closeout Ops,,,,
GMT,CREW,,ACTIVITY,,,
06:00-06:10,"CDR, FE-2",Morning Inspection,,,,
06:00-06:05,FE-3,Reaction Self Test,,,,
06:05-06:10,FE-3,EartKAM: Battery Replacement,,,,
06:10-06:15,FE-3,Morning Inspection,,,,
06:10-06:40,"CDR, FE-2",Post-sleep,,,,
06:15-06:45,FE-3,Post-sleep,,,,
06:40-07:30,FE-2,BREAKFAST,,,,
06:40-07:30,CDR,BREAKFAST. SM ПСС [Caution & Warning Panel] Test (after breakfast),,,,
06:45-07:35,FE-3,BREAKFAST,,,,
07:30-10:00,FE-2,Weekly housekeeping,,,,
,,Weekly Housekeeping,,,,
07:30-10:30,CDR,"SM Ventilation Subsystem Preventive Maintenance, Group E FGB ЦВ2 Fan Cleaning",,,,
,,Inspection of Air Conditioner [СКВ],,,,
07:35-10:35,FE-3,Weekly Housekeeping,,,,
10:30-11:45,FE-2,Physical Exercise (ARED),,,,
10:35-10:40,FE-3,CGBA Status Check,,,,
11:00-12:30,CDR,"Physical Exercise (TVIS), Day 3",,,,
12:00-12:30,FE-2,Weekly Housekeeping. Cleaning Potok Air Purification System Pre-filters in SM and FGB,,,,
12:45-13:15,,Weekly Planning Conference (S-band),,,,
13:50-14:50,,LUNCH,,,,
14:50-15:30,FE-2,СОЖ Maintenance,,,,
14:50-15:30,CDR,IDENTIFIFATSIYA. Copy ИМУ-Ц micro-accelerometer data to laptop,,,,
16:10-16:55,FE-3,Earthkam hardware deactivation and stowage,,,,
16:45-18:00,FE-2,"Physical Exercise (TVIS), Day 2",,,,
16:55-17:00,FE-3,SSC 11: Cable Connection,,,,
17:00-18:00,FE-3,Physical Exercise (CEVIS),,,,
18:00-19:00,CDR,"Physical Exercise (VELO), Day 3",,,,
18:00-19:30,FE-3,Physical Exercise (ARED),,,,
19:30-21:25,FE-3,Pre-sleep,,,,
19:30-21:30,"CDR, FE-2",Pre-sleep,,,,
21:25-21:30,FE-3,Reaction Self Test,,,,
21:30-06:00,,SLEEP,,,,
,,ECON. Observations and Photography,,,,
,CDR,,,,,
Task List,,Photography of Flooding in Kuban,,,,
,"CDR, FE-2",Preparation of reports for Roskosmos site,,,,
GMT,CREW,,ACTIVITY,,,
06:00-06:10,"CDR, FE-2",Morning Inspection,,,,
06:10-06:40,"CDR, FE-2",Post-sleep,,,,
06:40-07:30,CDR,BREAKFAST. SM ПСС [Caution & Warning Panel] Test (after breakfast),,,,
06:40-07:30,"FE-2, FE-3",BREAKFAST,,,,
10:40-11:40,FE-2,Physical Exercise (VELO-3),,,,
11:45-13:00,CDR,"Physical Exercise (TVIS), Day 4",,,,
11:50-12:05,FE-2,Private Family Conference (Ku+S-band),,,,
13:00-14:00,,LUNCH,,,,
14:00-14:40,FE-2,"СОЖ Maintenance. Downlink data on СВО, СГО, СПКУ АСУ, УОВ “Potok” in SM and FGB",,,,
15:50-17:05,CDR,Physical Exercise (ARED),,,,
16:05-17:05,FE-3,"Physical Exercise (T2),",,,,
16:30-18:00,FE-2,"Physical Exercise (TVIS), Day 3",,,,
17:05-18:35,FE-3,Physical Exercise (ARED),,,,
18:35-19:15,,Evening Work Prep,,,,
19:15-19:30,,Daily Planning Conference (S-band),,,,
19:30-21:30,"CDR, FE-2",Pre-sleep,,,,
19:30-20:00,FE-3,Pre-sleep,,,,
20:00-20:15,FE-3,Private Family Conference,,,,
20:15-21:30,FE-3,Pre-sleep,,,,
21:30-06:00,,SLEEP,,,,
,CDR,ECON. Observations and Photography,,,,
Task List,FE-2,SEYENER. World Ocean Observations,,,,
,"CDR, FE-2",Preparation of reports for Roskosmos site,,,,
GMT,,CREW,,ACTIVITY,,
06:00-06:10,,CDR,,Morning Inspection. SM ПСС [Caution & Warning Panel] TestInspection of СМ-У connector on МНР-НС pump behind АСУ panel139.,,
06:00-06:10,,FE-2,,"Morning InspectionVisual Inspection of MRM1 БПП-4, БПП-7 FusesVisual Inspection of MRM2 Circuit Breakers [АЗС] and Fuses",,
06:00-06:10,,FE-3,,Morning Inspection.,,
06:10-06:40,,,,Post-sleep,,
06:40-07:30,,,,BREAKFAST,,
07:30-07:45,,,,DPC (S-band),,
07:45-07:55,,,,Work Prep,,
07:55-08:15,,,,Kazbek Fit Check,,
08:15-08:25,,FE-2,,Video equipment setup for recording PE on TVIS,,
08:15-09:15,,CDR,,SM Ventilation System Preventive Maintenance. Group В2,,
08:15-08:45,,FE-3,,Psychological Evaluation Program (WinSCAT),,
08:25-09:25,,FE-2,,MATRYOSHKA-R. BUBBLE-Dosimeter Initialization and Deployment,,
08:45-08:50,,FE-3,,Video Equipment setup for ROBoT,,
08:50-10:25,,FE-3,,Equipment set up for robotics training [КТР],,
09:15-09:20,,CDR,,Checkout of Video Equipment TVIS Exercise Video,,
09:20-10:30,,CDR,,"Physical Exercise (TVIS), Day 1",,
09:25-10:40,,FE-2,,Physical Exercise (ARED),,
10:25-10:35,,FE-3,,ROBoT OBT Debrief Conference,,
10:30-10:35,,CDR,,Playback of TVIS exercise video,,
10:35-11:35,,CDR,,LUNCH,,
10:35-10:40,,FE-3,,Stow Video Equipment Used during ROBoT,,
10:40-12:05,,FE-3,,Physical Exercise Т2,,
10:40-10:45,,FE-2,,On MCC Go On MCC GO ISS repress using air from the first section ofProgress 415 СрПК (start),,
10:45-11:35,,FE-2,,LUNCH,,
11:35-13:25,,CDR,,SM Ventilation System Preventive Maintenance. Group В2,,
11:35-11:40,,FE-2,,ISS air repress using air from the first section of Progress 415 СрПК(terminate),,
11:40-12:20,,FE-2,,СОЖ Maintenance,,
12:05-12:10,,FE-3,,Shutting down Т2 software for data transfer,,
12:15-12:30,,FE-3,,Express Rack 5 – draw removal,,
12:20-12:50,,FE-2,,Auxiliary Laptop Anti-Virus Update,,
12:40-13:00,,FE-3,,HMS Vision Test,,
12:55-13:00,,FE-2,,Checkout of Video Equipment TVIS Exercise Video,,
13:00-14:10,,FE-2,,"Physical Exercise (TVIS), Day 4",,
GMT,,CREW,ACTIVITY,,,
06:00-06:10,,"CDR,FE-3",Morning Inspection,,,
06:00-06:10,,FE-2,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,
06:10-06:40,,.,Post-sleep,,,
06:40-07:30,,.,Breakfast,,,
07:30-07:45,,.,DPC (S-band),,,
07:45-08:05,,"CDR,FE-2",Work Prep,,,
07:45-08:15,,FE-3,Work Prep,,,
08:05-11:05,,"CDR,FE-2","Comm Subsystem [СТТС] Routine Maintenance (LF path, Comm Panels,and VHF Receiver Test). Headset and Cable Audit. Tagup with specialists(S-band)",,,
08:15-08:25,,FE-3,WRS Water Sample Analysis,,,
08:25-08:35,,FE-3,CIR Alignment Guide Removal,,,
08:45-09:00,,FE-3,BCAT6 – Reference material review in preparation for the experiment,,,
09:00-09:15,,FE-3,BCAT6 –SSC Setup,,,
09:15-10:55,,FE-3,BCAT6 - Sample Homogenization,,,
10:55-11:25,,FE-3,BCAT6 - Hardware Stowage,,,
11:05-11:55,,"CDR,FE-2",Life On The Station Photo and Video,,,
11:25-11:35,,FE-3,TOCA 2 Data Recording,,,
11:50-13:10,,FE-3,"Node 1, Node 2 and Node 3 Bacteria Filter Cleaning",,,
11:55-13:10,,CDR,"Physical Exercise (TVIS), Day 2",,,
12:10-13:10,,FE-2,"Physical Exercise (VELO), Day 1",,,
13:10-14:10,,.,LUNCH,,,
14:10-14:15,,FE-3,SSC switch to wireless config,,,
14:10-15:40,,FE-2,Progress 415 Stowage and IMS Ops,,,
14:10-14:50,,CDR,СОЖ Maintenance,,,
14:15-15:40,,FE-3,EarthKAM Setup and Activation,,,
14:50-15:20,,CDR,Photography of Removable Cassette Container [СКК] #9,,,
15:25-16:40,,CDR,Physical Exercise (ARED),,,
15:40-16:35,,FE-3,Physical Exercise (T2),,,
