0,1,2,3,4,5,6
GMT,,Crew,,Activity,,
06:00-,,,,,,
,.,,Morning inspection,,,
06:10,,,,,,
06:10-,,,,,,
,CDR,,HEMATOCRIT: obtain Hematocrit result,,,
06:20,,,,,,
06:10-,,,,,,
,,,Post-sleep,,,
06:20,,,,,,
,БИ-1,,,,,
06:20-,,,,,,
,,,HEMATOCRIT: obtain Hematocrit result,,,
06:30,,,,,,
06:20-,,,,,,
,CDR,,Post-sleep,,,
06:30,,,,,,
,"CDR,",,,,,
06:30-,,,,,,
,FE –1,,,,,
06:50,,,,,,
,assist,,Blood test using PCBA,,,
06:50-,"FE –1,",,,,,
07:10,CDR assist,,,,,
07:10-,,,,,,
,.,,Post-sleep,,,
07:30,,,,,,
07:30-,,,,,,
,.,,BREAKFAST,,,
08:20,,,,,,
08:20-,,,,,,
,.,,Work prep,,,
08:35,,,,,,
08:35-,,,,,,
,.,,Daily planning conference (S-band),,,
08:50,,,,,,
08:50-,,,,,,
,CDR,,,,,
09:05,,,,,,
,,,Work prep,,,
08:50-,,,,,,
09:00,,,,,,
,FE –1,,,,,
09:00-,,,,,,
,,,"On MCC go SM pressurization from Progress 248, start",,,
09:05,,,,,,
,"CDR,",,,,,
09:05-,,,,,,
,FE –1,,,,,
09:35,,,,,,
,assist,,,,,
,,,Periodic health status,,,
,CDR,,,,,
09:35-,,,,,,
,"assist,",,,,,
10:05,,,,,,
,FE –1,,,,,
10:05-,,,,,,
,CDR,,Periodic health status: record results,,,
10:35,,,,,,
10:05-,,,,,,
,,,"On MCC go SM pressurization from Progress 248, end",,,
10:10,FE –1,,,,,
10:15-,,,,,,
,,,СОЖ maintenance,,,
10:45,,,,,,
10:35-,,,,,,
,CDR,,PHS hardware stow,,,
10:45,,,,,,
10:45-,CDR,,МО-1. Study of cardiac bioelectric activity at rest То=10.58. Tag up with the,,,
,GMT,,CREW,,ACTIVITY,
,06:00-06:10,,,,Morning inspection,
,06:10-06:40,,,Post-sleep,,
,06:40-07:30,,,BREAKFAST,,
,10:15-12:30,,CDR,,Physical exercise (TVIS + RED),
,11:50-11:55,,FE-1,,On MCC Go: ISS O2 repress using the 1st СрПК section in Progress No.248 (init),
,11:55-12:55,,,Physical exercise (VELO + Load Setting Device/cycle 1) day 1,,
,12:55-13:00,,,On MCC Go: ISS O2 repress using the 1st СрПК section in Progress No.248 (term),,
,13:00-14:00,,,,LUNCH,
,14:55-15:15,,,New Year eve crew/РРГУ conference (Ku+S-band),,
,15:20-15:50,,FE-1,,"СОЖ maintenance (Report to MCC data on СВО water supply system,СП counter, results on gas-liquid mixture check for air presence inElektron –VM)",
,15:50-17:20,,,Physical exercise (TVIS) day1,,
,17:20-17:35,,,Private psychological conference (VHF),,
,17:55-18:10,,,,Daily plan review,
,18:10-18:25,,,Daily planning conference (S-band),,
,18:25-18:40,,,Daily plan review,,
,19:00-19:30,,,Report prep,,
,19:30-20:00,,,DINNER (RENAL: pill ingestion),,
,20:00-20:30,,,Daily food prep,,
,20:30-21:30,,,Pre-sleep,,
,21:30-06:00,,,SLEEP,,
,Task List,,FE-1,,Search for equipment,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,,Morning inspection,,,,
06:10-06:15,БИ-1,ККТ3 (large volume control valve 3) valve shut off,,,,
06:10-06:40,КЭ,Post-sleep,,,,
06:15-06:40,БИ-1,,,,,
06:40-07:30,,BREAKFAST,,,,
07:30-07:35,БИ-1,Pressure gauge readings on ККТ3 valve,,,,
07:30-08:00,КЭ,Prep for work,,,,
07:35-08:00,,,,,,
08:00-08:15,,DPC (S-band) Report to MCC pressure gauge readings on ККТ3 valve,,,,
08:15-09:45,КЭ,FOOT: video ops,,,,
08:15-09:15,БИ-1,"Inspection of SM aft cone condition behind panels 137, 138, and 139",,,,
09:15-09:30,FOOT: photo ops,,,,,
09:30-10:30,EDV-ЗВ (water stores) swap,,,,,
09:45-11:15,КЭ,FOOT: calibration with video ops,,,,
10:30-10:40,БИ-1,FOOT:  photo ops,,,,
10:40-11:40,Physical Exercise (VELO + Load Training- cycle 1) day 4,,,,,
11:15-12:40,КЭ,Potable water sample collection for chemical/microbial analysis on orbit,,,,
11:40-12:35,БИ-1,PLASMA CRYSTAL-3. Evacuation of lines and electronic unit work chamberof. Tag up with specialists (S-band),,,,
12:35-12:55,PLASMA CRYSTAL. SW up-load. Tag up with specialists (S-band),,,,,
12:40-12:50,КЭ,Deployment of FMK monitors,,,,
