0,1,2,3,4,5,6
10:45-12:45,CDR,Replace [СМОК] set between SKV1 БТА Heat Exchanger-Evaporator and[НОК]1,,,,
10:55-11:25,FE-2,Playback and downlink G1 camcorder data,,,,
11:25-11:30,Closing JEM Window Shutters,,,,,
11:30-11:35,Closing LAB Window Shutters,,,,,
11:55-12:55,FE-1,"Physical Exercise (TVIS), day 4",,,,
12:05-14:00,FE-2,Surface Sample Kit (SSK) Collection/Incubation,,,,
12:55-13:55,CDR,"Physical Exercise (TVIS), day 4",,,,
13:55-14:10,"CDR, FE-1",IMS tagup (S-band),,,,
14:00-14:25,FE-2,Set up G1 camcorder,,,,
14:10-15:10,"CDR, FE-1",LUNCH,,,,
14:25-15:25,FE-2,,,,,
15:10-15:25,FE-1,Verify ИП-1 Flow Meter Positions,,,,
15:25-15:55,Counter Measure System (CMS) Harmful Contaminant Measurements in SM,,,,,
15:25-16:40,FE-2,Microbial Air Sampler (MAS) Kit Sample Collection,,,,
15:55-16:45,FE-1,"Cleaning ПФ1, ПФ2 Dust Collectors and В1, В2 Fan Grilles in DC1(ФГБ1ПГО_2_226_1, bag 352-2, b/c 00037761R or ФГБ1ПГО_2_226-313,0.5 CTB #1330, b/c 010511J)",,,,
16:35-17:15,CDR,СОЖ Maintenance,,,,
16:40-18:10,FE-2,Physical Exercise (RED),,,,
17:15-17:20,CDR,VOA power down,,,,
18:10-19:10,FE-2,Physical Exercise (CEVIS),,,,
18:15-18:20,FE-1,RSE Med Data Scan - data downlink,,,,
18:20-18:40,IMS Update,,,,,
19:05-19:10,CDR,"Transfer of TVIS, RED, and HRM data to MEC.",,,,
,GMT,,CREW,,ACTIVITY,
,06:00-06:10,,,,Morning Inspection,
,06:10-06:40,,,,Post-sleep,
,06:40-07:30,,,,BREAKFAST,
,07:30-07:45,,CDR,,Nutrition and Repository - blood sampling operator,
,07:30-07:45,,FE-1,,Blood sample photography for the Nutrition Experiment,
,07:30-07:50,,FE-2,,Nutrition and Repository - blood samples,
