0,1,2,3,4
GMT,CREW,ACTIVITY,,
10:00-10:05,CDR,SLEEP: Questionnaire,,
10:00-10:10,"FE-1,FE-2",Morning Inspection,,
10:05-10:10,CDR,,,
10:10-10:40,.,Post-sleep,,
10:40-11:20,FE-1,BREAKFAST,,
10:40-11:30,"CDR,FE-2",,,
11:20-11:35,FE-1,БМП Ф1 Absorption Cartridge Regeneration (start),,
11:30-11:50,FE-2,Nutrition and Repository Urine Sample Collection,,
11:30-12:00,CDR,Prep for Work,,
11:35-12:00,FE-1,,,
11:50-11:55,FE-2,Nutrition and Repository - Urine Sample MELFI Insertion,,
12:00-12:15,.,Daily Planning Conference (S-band),,
12:15-12:30,FE-1,Comm config for suited run,,
12:15-12:30,CDR,Air duct removal from DC1 (skip B3 fan removal),,
12:30-12:50,FE-1,Orlan Systems Checkout During Exercise,,
12:30-16:15,CDR,Assisting FE1 During Suited Exercise,,
12:30-14:00,FE-2,Physical Exercise (ARED),,
12:50-13:05,FE-1,Orlan Interface Unit (БСС) Checkout,,
13:05-13:35,FE-1,EVA Gear Donning,,
13:35-14:05,FE-1,Comm check and biomed telemetry test,,
14:00-15:00,FE-2,Physical Exercise (TVIS),,
14:05-14:20,FE-1,"Orlan ingress, sealing off backpacks",,
14:20-14:25,FE-1,Orlan and БСС Controls Checkout,,
14:25-14:30,FE-1,Orlan and БСС preliminary leak check,,
14:30-14:45,FE-1,Orlan Fit Check at Suit Pressure = 0.4,,
14:45-15:45,FE-1,Suited Translation Exercise,,
15:00-15:25,FE-2,"СОЖ Maintenance. СВО, СП, and POTOK Air Purification System DataCalldownsInspection of СМ-У Connector on МНР-НС Separator Pump in АСУ (behindpanel 139 for moisture)",,
15:25-16:15,FE-2,"Portable Emergency Provisions (PEPs): Inspection of Portable FireExtinguishers (PFEs), Portable Breathing Apparatus (PBAs) and ExtensionHose Tee Kits (EHTKs)",,
15:45-16:15,FE-1,Orlan Egress,,
16:15-17:15,.,LUNCH,,
17:15-20:05,CDR,Assisting FE1 During Suited Exercise,,
17:15-17:25,FE-1,Post-exercise comm. reconfig for nominal ops,,
17:15-17:35,FE-2,Cell Biology Experiment Facility Retrieval (CBEF),,
17:25-19:25,FE-1,"Post-exercise closeout ops, air duct installation",,
17:35-17:50,FE-2,CBEF R&R Part 1,,
18:00-18:25,FE-2,ЕРО. Demonstration of ISS Renovation,,
18:25-18:35,FE-2,ЕРО Hardware Stow,,
18:35-18:45,FE-2,CBEF R&R Part 2,,
19:00-19:20,FE-2,Nutrition and Repository - Urine Sample Collection,,
19:20-19:25,FE-2,Nutrition and Repository - Urine Sample MELFI Insertion,,
19:25-20:05,FE-1,Installation Of Spacesuit Replaceable Elements For EVAComm reconfig for nominal ops,,
19:25-19:45,FE-2,Nutrition and Repository - Stow Urine Sampling Hardware,,
19:45-19:55,FE-2,CBEF R&R Part 3,,
20:05-22:35,FE-1,"Physical Exercise (TVIS), day 3",,
20:10-20:25,CDR,Private Family Conference (S+Ku-band),,
20:25-21:25,CDR,Physical Exercise (CEVIS),,
20:25-20:35,FE-2,CBEF R&R Part 4,,
20:50-21:00,FE-2,CBEF R&R Part 5,,
21:15-21:25,FE-2,"CBEF R&R, Fan Reconfig",,
21:25-22:55,CDR,Physical Exercise (ARED),,
22:15-22:55,FE-2,Evening Work Prep,,
22:35-22:55,FE-1,,,
22:55-23:10,.,Daily Planning Conference (S-band),,
23:10-23:30,.,Evening Work Prep,,
23:30-01:30,"CDR,FE-2","Presleep (dinner, daily food prep, evening toilet)",,
23:30-01:15,FE-1,,,
01:15-01:30,FE-1,БМП Ф1 Absorption Cartridge Regeneration (terminate),,
01:30-10:00,.,SLEEP,,
GMT,CREW,,,
,"FE-1,FE-2,",,,
11:15-11:25,,Morning Inspection,,
,FE-2-18,,,
11:15-11:20,,Integrate Immune - Liquid Saliva Sample Collection,,
,CDR,,,
11:20-11:25,,Morning Inspection,,
11:25-11:55,,Post-sleep,,
11:55-12:45,.,BREAKFAST,,
12:45-13:00,,Daily Planning Conference (S-band),,
13:00-13:10,FE-2,Setting up CO2 (CDM) sensors,,
13:00-13:15,FE-1,Prep for Work,,
13:00-13:05,CDR,D2XS Battery charge,,
13:00-13:30,FE-2-18,,,
13:05-13:30,CDR,Prep for Work,,
13:10-13:30,FE-2,,,
,,Installation of Istochnik-M TL system on the ISS RS to receive Soyuz,,
13:15-17:15,FE-1,,,
,,telemetry. Tagup with specialists (VHF +S-band),,
13:30-14:10,CDR,EDV Installation into Water Recovery System (WRS),,
13:30-15:30,FE-2-18,,,
,,Crew Handover,,
13:30-16:25,FE-2,,,
14:10-14:55,CDR,RFTA Fill,,
,,Water Recovery System (WRS) Waste Storage Tank Assembly (WSTA),,
14:55-15:00,CDR,,,
,,Fill,,
15:30-15:45,,Private Family Conference (S+Ku-band),,
,FE-2-18,,,
15:45-16:25,,Crew Handover,,
15:55-16:00,,Waste and Hygiene Compartment (WHC) Flush,,
16:00-16:05,CDR,D2XS Battery Charge,,
16:25-16:40,,WRS Rack Access,,
16:25-17:25,FE-2,Physical Exercise (ARED),,
16:40-16:50,,High Resolution Camera Prep,,
,CDR,,,
16:55-17:25,,Monitor Urine Pretreat Assembly (UPA) Distillation,,
17:15-18:15,FE-1,"Physical Exercise (TVIS), day 3",,
17:25-18:05,"CDR,FE-2",Terminating N2 transfer from the Shuttle to the ISS,,
17:25-17:30,,Internal Wireless Integrated System (IWIS) Cable Disconnect,,
,CDR,,,
17:30-18:00,,WRS Rack Close,,
17:40-18:00,,SODF Warning Book Deployment,,
,FE-2-18,,,
18:00-18:15,,SSRMS Maneuver to Mobile Transporter (MT) Translate Configuration,,
18:00-18:15,CDR,Gathering CO2 sensor data,,
18:05-18:15,FE-2,PAO Hardware Setup,,
18:15-19:15,.,LUNCH,,
19:15-20:15,FE-2-18,Reposition SPDM Arms 1 and 2 for EVA 3 tasks,,
19:15-19:45,CDR,Post-EVA D2XS camera reconfig,,
,,"СОЖ Maintenance. СВО, СП, and POTOK Air Purification System",,
19:15-19:55,FE-1,,,
,,Data Calldowns,,
,,Inspection of СМ-У connector on МНР-НС separator pump in АСУ(behind panel 139 for moisture),,
19:45-20:30,CDR,"Water Recovery System, filling a CWC-I from PWD Aux Port",,
19:55-20:10,FE-1,Verify ИП-1 Flow Meter Configuration,,
20:10-20:30,IMS Update,,,
20:15-21:15,"FE-2-18,FE-2",Crew Handover,,
20:30-21:30,CDR,Physical Exercise (CEVIS),,
20:30-21:30,FE-1,Crew Departure Prep,,
21:15-22:15,FE-2-18,Physical Exercise (CEVIS),,
21:30-23:00,FE-1,"Physical Exercise (TVIS), day 3",,
21:30-21:45,CDR,ARED: Flywheel Cylinder Removal,,
21:45-23:15,Physical Exercise (ARED),,,
22:15-22:35,"FE-2-18,FE-2,CDR",PAO Event (S+Ku-band),,
22:40-23:10,FE-2,Flushing water lines with disinfectant solution from PWD,,
23:00-23:15,FE-1,"Absorption cartridge П-16 activation, absorbent replacement. Install П-16(CМ1РО_1_134_1, b/c 009320R). Discard the removed unit. Updatethe IMS",,
23:00-23:15,FE-2-18,Gathering CO2 sensor data,,
23:10-23:15,FE-2,Setting up CO2 (CDM) sensors,,
23:15-00:15,Physical Exercise (TVIS),,,
23:15-00:15,FE-1,Prep for Work,,
23:15-00:15,"FE-2-18,CDR,CDR,MS2",EVA Procedure Review,,
00:15-00:30,.,Daily Planning Conference (S-band),,
00:30-02:15,"CDR,FE-2,FE-1","Presleep (dinner, daily food prep, evening toilet)",,
00:30-01:25,FE-2-18,,,
01:25-01:40,FE-2-18,Private Medical Conference (S+Ku-band),,
01:40-02:15,Pre-sleep ops (evening toilet),,,
02:15-10:45,.,SLEEP,,
GMT,,CREW,,ACTIVITY
