0,1,2,3,4,5
GMT,CREW,,ACTIVITY,,
08:25-08:35,"FE-1,FE-4",,Morning Inspection,,
08:30-08:35,FE-2,,Morning Inspection,,
08:35-09:00,,,Post-sleep,,
09:00-09:50,.,,BREAKFAST,,
09:50-10:05,.,,Daily Planning Conference (S-band),,
10:05-10:35,,,Work Prep,,
10:35-10:45,FE-1,,BAR. Terminate Pyren Charge,,
10:35-10:55,FE-2,,IZGIB-DAKON Experiment Ops,,
10:35-10:55,FE-4,,Evaluation of cardiovascular system based on 24-hour Holter monitoring data(terminate),,
10:45-11:00,FE-1,,Verify ИП-1 Flow Meter Configuration,,
11:50-13:20,FE-1,,"Physical Exercise (TVIS), Day 3",,
13:50-15:20,FE-2,,"Physical Exercise (TVIS), Day 3",,
15:35-16:35,,,LUNCH,,
16:35-17:15,FE-1,,СОЖ Maintenance,,
18:25-19:55,FE-4,,"Physical Exercise (TVIS), Day 4",,
18:55-19:55,FE-2,,Physical Exercise (ARED),,
19:55-20:55,FE-4,,Physical Exercise (ARED),,
19:55-20:55,FE-1,,"Physical Exercise (TVIS), Day 3",,
21:10-21:40,,,Evening Work Prep,,
21:40-21:55,.,,Daily Planning Conference (S-band),,
21:55-23:55,.,,Pre-sleep,,
23:55-08:25,.,,SLEEP,,
GMT,CREW,,,,
06:00-06:05,CDR Elektron-VM System Monitoring,,,,
06:00-06:10,FE-5 Morning Inspection,,,,
06:00-06:10,FE-6 Power on Refrigerated Centrifuge in Preparation for Blood Spin,,,,
06:05-06:10,CDR Morning Inspection,,,,
06:10-06:30,FE-6 VASC Blood Sample Collection (subject),,,,
06:10-06:25,FE-5 Blood Draw by Operator,,,,
06:10-06:25,CDR Biochemical Urine Test,,,,
06:25-06:40,FE-5 Biochemical Urine Test,,,,
06:25-06:40,CDR Post-sleep,,,,
06:30-06:40,FE-6 Morning Inspection,,,,
06:40-07:05,FE-5 Post-sleep,,,,
06:40-06:50,CDR URYSIS Hardware Stow,,,,
06:40-06:50,FE-6 Vascular Refrigerated Centrifuge Configuration,,,,
06:50-07:05,CDR Post-sleep,,,,
06:50-07:20,FE-6 Post-sleep,,,,
07:05-07:35,"CDR,FE-5 BREAKFAST",,,,
07:20-07:25,FE-6 HRF Refrigerated Centrifuge Spin Terminate,,,,
07:25-07:35,FE-6 Blood Sample Insertion into MELFI,,,,
07:35-07:50,Daily Planning Conference (S-band),,,,
07:50-08:10,BREAKFAST,,,,
08:10-08:25,ISS Crew and ГОГУ (RSA Flight Control Team Management) Weekly Conference (S-band),,,,
08:25-08:30,FE-5 BREAKFAST,,,,
08:25-08:50,FE-6 BREAKFAST,,,,
08:25-08:35,CDR PAO Hardware Setup,,,,
08:30-09:00,FE-5 Work Prep,,,,
08:35-08:50,CDR Crew Prep for PAO,,,,
08:50-09:05,CDR TV PAO with the Army Shop Show (Channel One) (Ku + S-band),,,,
08:50-09:05,FE-6 Vascular Blood Operations Hardware Stow,,,,
09:05-09:10,CDR Connect RSK1-A31p Laptop,,,,
09:05-09:10,FE-6 Glove Box (MSG) Powerdown,,,,
09:10-12:10,. ISS Emergency Descent Drill. Tagup with specialists (S-band),,,,
12:10-12:15,CDR Disconnect laptop RSK1-A31p after OBT,,,,
12:10-13:10,FE-6 Physical Exercise (CEVIS),,,,
12:10-13:10,FE-5 Physical Exercise T 2,,,,
12:30-13:10,CDR IDENTIFICATION. Copy ИМУ-Ц micro-accelerometer data to laptop,,,,
13:10-14:10,LUNCH,,,,
14:10-14:50,CDR Filling EDV [KOB] for Elektron from CWC 1083,,,,
14:10-15:35,FE-5 Cargo Transfers from HTV,,,,
14:10-14:25,FE-6 IMS and Stowage Conference,,,,
14:50-15:05,FE-6 Private Medical Conference,,,,
14:50-15:20,CDR СОЖ Maintenance,,,,
15:15-15:20,FE-6,MMA Reconfig for HICARI,,,
15:20-15:35,CDR,IMS Tagup (S-band),,,
15:20-15:30,FE-6,CWC Audit,,,
15:35-15:45,FE-5,HTV2 Cargo Transfer Conference,,,
15:35-15:50,FE-6,CGBA5 Flash Card Installation,,,
15:45-17:15,FE-5,Physical Exercise (ARED),,,
15:50-16:20,FE-6,Water Recovery System (WRS) Recycle Filter Tank Assembly (RFTA) Fill,,,
16:00-17:30,CDR,"Physical Exercise (TVIS), Day 3",,,
16:20-16:30,FE-6,RFTA Access,,,
16:30-17:05,FE-6,RFTA Reconfiguration For Urine Processing,,,
17:05-17:15,FE-6,RFTA Cleanup Ops,,,
17:15-17:45,FE-5,Crew Medical Officer (CMO) Proficiency Training 3 of 5 (Intravenous),,,
17:15-18:45,FE-6,Physical Exercise (ARED),,,
17:30-18:30,CDR,"Physical Exercise (VELO), Day 3",,,
17:45-17:50,FE-5,Connecting DCP Power Cable,,,
17:50-17:55,FE-5,RWS Cable Checkout,,,
17:55-18:05,FE-5,RWS Cable Checkout in Cupola,,,
18:05-18:15,FE-5,RWS - Cable Checkout in Lab,,,
18:15-18:45,FE-5,Evening Work Prep,,,
18:30-18:40,CDR,Evening Work Prep,,,
18:40-18:45,CDR,Elektron-VM System Monitoring,,,
18:45-19:00,,Daily Planning Conference (S-band),,,
19:00-19:15,,Flight Director/ISS Crew Tagup,,,
19:15-19:25,,Evening Work Prep,,,
19:25-19:30,FE-6,MPC Power Up,,,
