0,1,2,3,4
GMT,,CREW,,ACTIVITY
06:00-06:10,,.,,Morning Inspection
06:10-06:40,,.,,Post-Sleep
06:40-07:30,,.,,Breakfast
07:30-08:00,,.,,Work Prep
08:00-08:15,,.,,Daily Planning Conference (S-band)
08:20-08:55,,CDR,,SFOG Candle Replacement and Activation
08:40-08:55,,FE-1,,FMVM – Workstation Install
08:55-09:55,,,Physical Exercise – CEVIS,
08:55-10:55,,CDR,,КСК (A-42) Install and Cable Mate. Tagup w/specialists. (S-band + VHF)
09:55-11:25,,FE-1,,Physical Exercise – RED
10:55-11:05,,CDR,,On MCC Go КСК TLM Connector (Х03) Mate to БИТС2-12
11:05-11:25,,,КСК (А-42) Hardware Install Closeout Ops. Tagup w/specialists. (S-band),
11:25-12:15,,"CDR,FE-1(Assist)",,Cardiovascular Status Assessment Under Controlled Physical Exercise UsingVELO (То=11:45). Tagup w/specialists. (VHF)
12:15-12:45,,FE-1,,СОЖ Maintenance
12:20-12:30,,CDR,,CTTC Comm Asset Transition to Primary String
12:30-13:30,,CDR,,Physical Exercise (VELO + FL1) – Day 2
13:00-13:20,,FE-1,,EMU Battery Install in Charger
13:20-13:30,,,PAO Hardware Setup,
13:30-13:40,,.,,PAO Crew Prep
13:40-14:00,,.,,PAO Event w/ABC News (Ku+S-band)
14:00-15:00,,.,,Lunch
15:00-15:35,,CDR,,SFOG Cande Replacement and Activation
15:00-16:00,,FE-1,,FMVM – Hardware Install
15:35-16:05,,CDR,,Sound Level Meter Setup and Measurements. Tagup w/specialists. (S-band)
16:00-17:15,,FE-1,,FMVM – Experiment Ops
16:05-16:20,,CDR,,Sound Level Meter Closeout Ops
16:20-17:50,,,Physical Exercise – TVIS – Day 2,
17:15-17:30,,FE-1,,FMVM - Stow
17:30-18:00,,,Water Transfer from Mid-Temperature Loop (MTL),
17:50-18:10,,CDR,,IMS File Prep
18:00-18:05,,FE-1,,"TVIS, RED, and HRM Data Transfer to MEC"
18:05-18:20,,,Questionnaire – Journal Entry,
18:10-18:40,,CDR,,Review of Next Day's Plan
18:20-18:40,,FE-1,,
18:40-18:55,,.,,Daily Planning Conference (S-band)
18:55-19:25,,CDR,,Report Prep
18:55-19:10,,FE-1,,Report Prep
19:10-19:25,,,UHF Ops Using US Ground Sites,
19:30-20:00,,.,,Dinner
20:00-20:30,,.,,Food Prep
20:30-21:30,,.,,Pre-Sleep
21:30-06:00,,.,,Sleep
Task List,,CDR,,URAGAN. Observation and Photo Imagery
GMT,CREW,ACTIVITY,,
06:00-06:10,,Morning inspection,,
06:10-06:40,FE-1,Post-sleep,,
06:10-06:50,CDR,,,
06:40-06:50,FE-1,Calf measurement,,
06:50-07:40,FE-1,BREAKFAST,,
06:50-07:00,CDR,Calf measurement,,
07:00-07:40,CDR,BREAKFAST,,
07:45-08:15,,Work prep,,
08:15-08:30,,Daily planning conference (S-band),,
08:30-08:50,FE-1,Inspection of internal portion of PCMCIA top opening on HRF computer Tagupwith specialists (S-band),,
08:30-11:00,CDR,Shuttle hardware prepack,,
08:50-11:05,FE-1,,,
11:00-12:30,CDR,Physical Exercise (TVIS) Day 4,,
11:05-11:35,FE-1,Troubleshooting of SSC laptop display,,
11:35-12:25,"Dust collectors ПФ1, ПФ2 - filter replacement, fans В1, В2 - grille cleaning in DC1/(ФГБ_307_1, ФГБ_303_1, Report to MCC or update IMS)",,,
12:30-13:30,,LUNCH,,
13:30-14:30,CDR,SM ventilation system preventive maintenance. Group А,,
13:30-13:35,FE-1,Installation of SLIB interface unit,,
13:35-14:05,Video recorder bypass cable config set-up,,,
14:05-15:05,CPS hard disk ghost image,,,
15:00-15:30,CDR,СОЖ maintenance,,
15:05-16:05,FE-1,Physical Exercise (TVIS),,
15:30-16:30,CDR,ISS RS plug in audit,,
16:05-16:10,FE-1,TVIS Weekly Maintenance,,
16:10-16:40,Physical Exercise (RED),,,
17:00-17:20,CDR,IMS file prep,,
17:20-18:20,"Physical exercise (VELO + Load Trainer/Cycle 1), day 4",,,
18:00-18:05,FE-1,"Transfer TVIS, RED, and HRM data to MEC.",,
18:05-18:20,Questionnaire - FE-1 log entry,,,
18:20-18:35,CDR,Private medical conference (S-band),,
18:20-18:40,FE-1,Daily plan review,,
18:35-18:55,CDR,,,
18:40-18:55,FE-1,Private medical conference (S-band),,
