0,1,2,3,4
GMT,,CREW,ACTIVITY,
06:00-06:05,,CDR,SLEEP Data Log Entry,
06:00-06:05,,FE-1,Elektron-VM Aerosol Filter Inspection,
06:00-06:10,,"FE-4, FE-5",Morning Inspection,
06:00-06:05,,FE-6,Urine pH Test,
06:05-06:10,,"CDR, FE-1",Morning Inspection,
06:05-06:10,,FE-6,SLEEP Data Log Entry,
06:10-06:40,,,Post-sleep,
06:40-07:30,,,BREAKFAST,
07:30-10:30,,"FE-1, FE-4","Weekly Housekeeping. SM Ventilation System Preventive Maintenance Group E,Cleaning FGB ЦВ2",
07:30-10:30,,"CDR, FE-5,FE-6",Weekly Housekeeping,
10:30-10:45,,FE-1,Cleaning БМП (Harmful Contaminants Removal System) fan grille,
10:30-12:00,,FE-5,Physical Exercise (ARED),
11:00-12:00,,FE-6,Physical Exercise T2,
11:40-11:55,,FE-1,Private Family Conference (Ku+S-band),
12:00-13:30,,FE-1,Physical Exercise (TVIS),
12:00-13:00,,FE-5,Physical Exercise T 2,
12:00-13:30,,FE-6,Physical Exercise (ARED),
13:30-14:00,,,Weekly planning conference,
14:00-15:00,,,LUNCH,
15:00-16:00,,CDR,APEX Crew Conference,
15:00-15:25,,FE-5,Paper Craft,
15:00-15:40,,FE-4,СОЖ Maintenance,
15:00-15:05,,FE-6,Questionnaire Data Entry,
15:05-15:20,,FE-6,FIR rack – video setup,
15:20-15:25,,FE-6,FIR – opening of the rack doors,
15:25-15:40,,FE-6,FIR – relocation of the stand,
15:40-17-50,,FE-6,Installation of an additional liquid container (AFC) on LMM microscope,
16:00-17:00,,FE-1,Physical Exercise (ARED ) Day 4,
16:20-16:25,,FE-6,MPC Power Up,
16:25-16:35,,CDR,SDTO TVIS Harness Setup,
16:35-17:35,,CDR,Physical Exercise T 2,
17:00-17:05,,FE-1,Elektron-VM Aerosol Filter Inspection,
17:00-18:00,,FE-4,"Physical Exercise (VELO), Day 1",
17:35-17:45,,CDR,SDTO TVIS Survey,
17:45-17:55,,CDR,SDTO TVIS Harness Data Downlink,
