0,1,2,3,4,5,6
,GMT,,CREW,,ACTIVITY,
,06:00-06:10,,,,Morning inspection,
,06:10-06:40,,,Post-sleep,,
,06:40-07:30,,,BREAKFAST,,
,07:30-10:30,,,Weekly housekeeping,,
,10:30-12:00,,CDR,,Physical Exercise (RED),
,10:30-12:00,,БИ-1,,Physical Exercise (TVIS) day 2,
,12:00-13:00,,,,LUNCH,
,13:35-14:05,,,Weekly planning conference (S-band),,
,15:40-15:45,,CDR,,Carbon dioxide level monitoring,
,15:45-16:00,,,All PCS reboot (once a week),,
,16:00-16:05,,,SSC OCA router reboot,,
,16:25-16:50,,БИ-1,,"TV Conference. 60th birthday wishes to A. A. Akayev, Presidents ofKyrgyzstan.  55th anniversary greetings to Science and Research RadioInstitute/the Federal Government Unitary Enterprise (ФГУП НИИ) (To=16:24,T1, T2, T3 activation from СПП)",
,17:15-18:15,,CDR,,Physical Exercise (CEVIS),
,17:15-18:15,,БИ-1,,Physical Exercise (VELO + Force Loader/cycle 1) day 2,
,18:15-18:45,,,СОЖ maintenance,,
,18:15-18:20,,CDR,,TVIS and RED exercise data transfer to MEC,
,19:30-20:00,,,,DINNER,
,20:00-20:30,,,Daily food prep,,
,20:30-21:30,,,Pre-sleep,,
,21:30-06:00,,,SLEEP,,
,Task List,,БИ-1,,ETD. Experiment ops,
,GMT,,CREW,,ACTIVITY,
,06:00-06:10,,.,,Morning Inspection,
,06:10-06:40,,,Post-Sleep,,
,06:40-07:30,,CDR,,Breakfast,
,06:40-06:50,,FE-1,,HEMATOCRIT. Hematocrit Number Determination,
,06:50-06:55,,,HEMATOCRIT. Stowage,,
,06:55-07:55,,,SPRUT. Study of Human Bodily Fluids,,
,07:30-08:00,,CDR,,Work Prep,
,07:55-08:15,,FE-1,,Breakfast,
,08:15-08:30,,.,,Daily Planning Conference (S-band),
,08:30-09:55,,CDR,,Advanced Ultrasound – Hardware Setup for C Scanning,
,08:30-08:55,,FE-1,,Breakfast,
,08:55-09:05,,,Work Prep,,
,09:05-10:35,,,"SM Storage Battery 800A No. 1 Replacement (install s/n 2392751402, bar code009604R, located at FGB_113; dispose of one removed, report to MCC its bar code orserial number; plan available in IMS) / SM IFM IVA, para. 5.6, steps 2 through 11 (step8 may be performed without Ground Go), pp. 5-14 - 5-15.",,
,10:25-11:55,,CDR,,Physical Exercise – RED,
,10:35-11:35,,FE-1,,SM Panel Photo Imagery. Stage 1,
,11:35-11:55,,,Tagup w/CBO specialist (S-band),,
,11:55-12:30,,CDR (operator),,Advanced Ultrasound – C Scan,
,11:55-12:35,,FE-1 (subj.),,,
,12:35-13:25,,FE-1        CDR(Assist),,Cardiovascular System Assessment Under Controlled Physical Stress on VELO (To =12:54) Tagup w/specialists (VHF),
,13:25-14:25,,.,,Lunch,
,14:25-14:40,,CDR,,SNFM – Training,
,14:30-14:45,,FE-1,,Norton Ghost (5.1D) Floppy File Updates. Tagup w/specialists (VHF),
,14:40-14:55,,CDR,,SHFM – Crew Conference w/PL Developer (S-band),
,14:45-15:15,,FE-1,,СОЖ Maintenance,
,14:55-15:15,,CDR,,IMS File Prep,
,15:15-17:10,,,Atmosphere Scrubbing System Electronics Box Cleaning,,
,15:15-15:20,,FE-1,,,
,15:20-15:35,,,Advanced Ultrasound – Equipment Deactivation and Stowage,,
,15:45-17:15,,,Physical Exercise – TVIS – Day 3,,
,17:10-18:10,,CDR,,Physical Exercise - TVIS,
,17:15-18:15,,FE-1,,Physical Exercise (VELO + FL1) – Day 3,
,18:10-18:15,,CDR,,Weekly TVIS Maintenance,
,18:15-18:20,,,TVIS and RED Data Transfer to MEC,,
,18:15-18:45,,FE-1,,Review of Next Day's Plan,
,18:20-18:30,,CDR,,,
,18:30-18:45,,,Advanced Ultrasound – Closeout Ops,,
,18:45-19:00,,.,,Daily Planning Conference (S-band),
,19:00-19:30,,,Report Prep,,
,19:30-20:00,,,Dinner,,
,20:00-20:30,,,Food Prep,,
,20:30-21:30,,,Pre-Sleep,,
,21:30-06:00,,,Sleep,,
GMT,,CREW,,ACTIVITY,,
06:00-06:10,,,,Morning Inspection,,
06:10-06:40,,,Post-Sleep,,,
06:40-07:30,,,Breakfast,,,
09:30-10:30,,CDR,,Physical Exercise – TVIS,,
10:30-12:00,,,Physical Exercise – RED,,,
