0,1,2,3
GMT,CREW,,
06:00-06:10,,Morning inspection,
06:10-06:40,,Post-sleep,
06:40-07:30,,BREAKFAST,
07:30-10:30,"CDR, FE-2",Weekly Housekeeping,
07:30-10:30,FE-1,Weekly housekeeping (FGB ventilation system preventive maintenance),
10:30-11:30,FE-2,Physical Exercise (RED),
10:30-12:00,CDR,Physical Exercise (CEVIS),
10:30-12:00,FE-1,Physical Exercise (TVIS) day 2,
12:20-12:50,CDR,СОЖ maintenance,
12:50-13:50,,LUNCH,
13:50-14:20,,Weekly Planning Conference (S-band),
14:30-14:40,FE-2,Terminate BSA battery charge,
14:40-15:00,FE-2,Start BSA battery charge,
15:00-15:05,FE-2,Crew Discretionary Conference (Ku +S-band),
15:05-15:25,FE-2,Start EMU Metox Regeneration,
15:35-15:40,CDR,CHECS equipment reactivation,
15:35-17:05,FE-2,Physical Exercise (CEVIS),
15:40-16:40,CDR,Physical Exercise (RED),
16:10-17:10,FE-1,Physical Exercise (VELO+RED) day 2,
17:05-17:10,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,
17:30-18:00,,DINNER,
18:00-18:30,,Daily food prep,
18:30-19:30,,Pre-sleep,
19:30-04:00,,SLEEP,
,,URAGAN. Observation and photography,
Task List,FE-1,RASTENIYA-2. Recharging water tank,
,,ТБУ (Universal Bioengineering Thermostat). Temperature check,
GMT,CREW,ACTIVITY,
04:30-04:40,"CDR, FE-2",Morning inspection,
04:40-05:10,"CDR, FE-2",Post-sleep,
04:30-04:50,FE-1,Post-sleep,
04:50-05:20,FE-1,De-installing Progress docking mechanism,
05:10-06:00,"CDR, FE-2",BREAKFAST,
05:20-05:45,FE-1,Monitoring Docking Mechanism [СтМ] connectors,
05:45-06:15,FE-1,Installing Progress docking mechanism,
06:15-07:00,FE-1,BREAKFAST,
06:30-08:10,FE-2,Inspection of Portable Breathing Apparatus (PBA) and Portable FireExtinguisher (PFE),
06:35-07:05,CDR,Drink bag (DIDB) fill and install in Orlan,
07:00-07:20,FE-1,Removal of quick-release screw clamps,
07:05-07:35,CDR,СОЖ Maintenance,
07:20-07:35,FE-1,ТКГ-СУ and СО-СУ Transfer Hatch Closure,
07:35-09:05,CDR,Physical Exercise (TVIS + CEVIS),
07:50-08:50,FE-1,Hatch leak check,
08:10-08:15,FE-2,Payload status check /,
08:15-08:20,FE-2,Mate TCS low temperature loop (LTL) quick disconnect (QD) connector,
08:20-09:20,FE-2,Physical Exercise (RED),
08:55-09:25,FE-1,Preparation of Incomplete Fuel Combustion Product [ПНСТ] Protection Kit[ПНСТ],
09:20-09:25,CDR,DCS battery charging,
09:25-10:25,,LUNCH,
10:30-12:00,,EVA timeline study. Tagup with specialists (S-band),
12:00-12:20,CDR,IMS update,
12:00-12:25,FE-2,Scheduled maintenance of Compound Specific Analyzer- Combustion Products(CSA-CP),
12:00-13:00,FE-1,Physical Exercise (VELO + RED) day 1,
12:25-13:45,FE-2,Physical Exercise (CEVIS),
12:30-12:45,CDR,Private Medical Conference (Ku + S-band),
12:45-13:05,CDR,Configure EVA Camera,
13:00-13:15,FE-1,Soyuz АСУ activation,
13:05-13:15,CDR,DCS 760 EVA Camera Restraint,
13:15-14:15,CDR,Physical Exercise (RED),
13:15-13:30,FE-1,Setting up UROLUX hardware,
13:30-13:45,FE-1,Setting up PILLE dosimeters for EVA,
13:45-13:50,FE-2,Compound Specific Analyzer- Combustion Products (CSA-CP) spot check,
13:45-14:05,FE-1,Elektron purge and power down,
13:50-13:55,FE-2,HAM radio powerdown in FGB,
14:05-14:20,FE-1,Private Medical Conference (Ku + S-band),
14:15-14:20,CDR,"Transfer TVIS, RED, HRM, and CEVIS data to MEC",
14:20-14:50,"CDR, FE-1",Evening work prep,
14:20-14:50,FE-2,Evening work prep.,
14:50-15:05,,Daily Planning Conference (S-band),
15:05-15:35,,Evening work prep,
15:35-16:05,,DINNER,
16:05-16:35,,Daily Food Prep,
16:35-17:35,,Pre-sleep,
17:35-02:05,,SLEEP,
Task List,FE-1,ТБУ (Universal Bioengineering Thermostat). Temperature check,
RASTENIYA-2. Payload status check,,,
GMT,CREW,ACTIVITY,
04:00-04:10,.,Morning inspection,
04:10-04:40,.,Post-sleep,
04:40-05:30,.,BREAKFAST,
07:50-09:20,CDR,Physical Exercise (CEVIS),
07:50-09:20,FE-1,Physical Exercise (TVIS) day 3,
08:20-09:20,FE-2,Physical Exercise (RED),
09:20-10:20,,LUNCH,
10:25-10:40,FE-1,Private Psychological Conference (VHF),
10:50-11:20,Filling EDV [KOB] (separation) for Elektron,,
11:20-11:50,"СОЖ Maintenance (СВО, СП counter calldowns)",,
11:50-12:50,Physical Exercise (VELO+RED) day 3,,
12:20-13:50,FE-2,Physical Exercise (TVIS),
12:50-13:50,CDR,Physical Exercise (RED),
13:50-14:00,FE-2,Terminate EMU METOX Regeneration,
14:00-14:10,Start EMU Metox Regeneration,,
14:05-14:25,CDR,Private Family Conference (Ku + S-band),
14:10-14:20,FE-2,Terminate BSA battery charge,
14:15-15:15,FE-1,Evening work prep,
14:25-14:40,FE-2,Private Family Conference (Ku + S-band),
14:25-15:15,CDR,Evening work prep,
14:40-15:15,FE-2,Evening work prep,
15:15-15:30,,Daily Planning Conference (S-band),
15:30-16:00,,Daily food prep,
16:00-16:30,,DINNER,
16:30-17:30,"CDR,FE-1",Pre-sleep,
16:30-16:45,FE-2,,
16:45-17:00,Private Family Conference (Ku + S-band),,
17:00-17:30,Pre-sleep,,
17:30-02:00,,SLEEP,
Task List,FE-1,ТБУ (Universal Bioengineering Thermostat). Temperature check,
Plants-2. Payload status check,,,
Plants-2. Recharging water tank,,,
MATRYOSHKA-R. Checking sensor data on the reader,,,
