0,1,2,3,5
11:30-11:50,FE-5,IV-ТЕРС Transfer,,
11:55-13:35,FE-4,ТКГ 418 Tank 2 analysis,,
11:55-12:05,FE-5,PAO Hardware Setup,,
11:55-12:35,CDR,СОЖ Maintenance,,
12:05-12:15,FE-5,Crew Prep for PAO,,
12:15-12:35,FE-5,PAO Event,,
12:35-13:35,CDR,"VELO Exercise, Day 3",,
12:35-13:35,FE-5,LUNCH,,
12:50-13:50,FE-6,LUNCH,,
13:10-13:55,FE-3,HMS Visual Testing Activity,,
13:35-14:35,"CDR, FE-2, FE-4",LUNCH,,
13:35-15:35,FE-5,WPA Particulate Filter R&R,,
13:55-14:00,FE-3,Fill Out Vision Test Form,,
13:50-14:00,FE-6,EKAM Battery Swap,,
14:00-15:05,FE-6,Coolant sampling from Node2 TCS low temperature loop,,
14:00-15:00,FE-3,LUNCH,,
14:35-15:55,CDR,TVIS Hardware Search for Handover to USOS,,
14:35-16:35,FE-4,Replacement of EVA connector and static electricity sets,,
14:35-17:15,FE-2,Changeout of 240ГК.52Ю 5100-0 Replaceable Unit Panel (ПАС) in MRM2 СОТР,,
15:05-15:15,FE-3,ARED Flywheel Cylinder Evacuation,,
15:10-15:30,FE-6,FIR Rack Doors Open,,
15:15-15:30,FE-3,IMS and Stowage Conference,,
15:30-15:40,FE-6,LMM - Setup and Video,,
15:35-15:45,FE-3,Treadmill Т2 Monthly Inspection,,
15:35-15:45,FE-5,Food Frequency Questionnaire,,
15:40-16:45,FE-6,ACE - Sample Prep,,
15:55-16:55,FE-3,T2 Exercise,,
15:45-17:15,FE-5,ARED Exercise,,
15:55-17:25,CDR,БД-2 Exercise - Day 3,,
16:35-16:55,FE-4,MATRYOSHKA-R. Monitoring Lulin-5 readings,,
16:45-18:20,FE-3,Coolant Sampling from Node3 TCS moderate temperature loop,,
16:45-16:55,FE-6,LMM - Setup and Video,,
16:55-17:15,FE-4,MATRYOSHKA-R. Monitoring Tritel Readings,,
17:10-18:10,FE-6,FIR - Rack Door Close and Video,,
17:15-18:15,FE-6,Lab ITCS Sampling,,
17:15-17:25,"FE-2, FE-4",Evening Work Prep,,
17:15-18:15,FE-5,CEVIS Exercise,,
17:25-18:25,CDR,TVIS Hardware Search for Handover to USOS,,
TIME,CREW,,,
,,Morning Inspection.,,
06:00-06:10,CDR,Laptop RS2(1) Reboot Visual Inspection of АЗС Circuit Breaker position on DC1Power Switch Panel (БВП) and Fuses on MRM2,,
,,"Fuse Boxes БПП-30, БПП-36",,
,,Morning Inspection.,,
06:00-06:10,FE-2,"Reboot Laptop RSS1, RSS2",,
