0,1,2,3,4,5
GMT,,CREW,,ACTIVITY,
06:00-06:05,,CDR,,SLEEP Data Log Entry,
06:00-06:10,,"FE-1, FE-5,FE-6",,Morning Inspection,
06:00-06:05,,FE-2,,Elektron-VM Aerosol Filter Inspection,
06:00-06:10,,FE-4,,SONOCARD Experiment Termination,
06:05-06:10,,"CDR, FE-2",,Morning Inspection,
06:10-06:40,,,,Post-sleep,
06:40-07:30,,,,BREAKFAST,
07:30-07:55,,"FE-1, FE-2,FE-4",,Daily Planning Conference (S-band),
07:30-07:35,,FE-5,,Connecting DCP Power Cable,
07:30-07:50,,"CDR, FE-6",,"HTV Demate, Part 2",
07:35-07:40,,FE-5,,RWS Cable Checkout,
07:50-08:10,,"CDR, FE-6",,N2N-CDC- Installation,
07:55-08:55,,FE-5,,Physical Exercise T 2,
08:00-08:15,,FE-4,,SONOCARD Copy Data to RSE-MED Laptop,
08:00-08:15,,FE-1,,On MCC GO БМП Ф2 Absorption Cartridge Regeneration (start),
08:10-08:20,,"CDR, FE-6",,"HTV Demate, Part 3",
08:15-08:30,,"FE-1, FE-2,FE-4",,ISS Crew and ГОГУ (RSA Flight Control Team Management) WeeklyConference (S-band),
08:20-08:30,,FE-6,,Closing USOS Window Shutters,
08:20-10:45,,CDR,,HTV/Node2 Vestibule Depress,
08:30-10:00,,FE-2,,"Physical Exercise (TVIS), Day 4",
08:30-09:30,,FE-1,,Progress 409 Docking Mechanism Removal,
08:55-09:55,,FE-6,,Physical Exercise T2,
08:55-10:25,,FE-5,,Physical Exercise (ARED),
09:30-09:50,,FE-1,,Installing two handles on the external side of Progress 409 hatch door,
10:00-11:30,,FE-1,,SM Ventilation System Preventive Maintenance. Group А,
10:00-10:15,,FE-6,,CBCS Activation,
10:10-12:00,,FE-2,,"EVA tools stow, update IMS",
10:10-12:10,,FE-4,,"EVA tools stow, update IMS",
10:25-10:30,,FE-5,,SOLO Monitoring,
10:45-11:30,,"CDR, FE-6",,Removing CBM bolts and deploying latches,
