0,1,2,3,4,5
GMT,CREW,ACTIVITY,,,
06:00-06:10,.,Morning Inspection,,,
06:10-06:40,Post-Sleep,,,,
06:40-07:30,BREAKFAST,,,,
07:30-08:00,FE-1,Work Prep,,,
07:30-07:55,CDR,,,,
07:55-08:00,PLANTS-2. Equipment Monitoring,,,,
08:00-08:15,.,Daily Planning Conference (S-band),,,
08:15-08:30,CDR,БМП Ф1 Cartridge regeneration (terminate),,,
08:15-09:35,FE-1,Potable water sampling for on-board chemical and microbial analysis. СРВ-К andСВО water sampling,,,
08:30-08:45,CDR,БМП Ф2 Cartridge regeneration (start),,,
08:45-09:15,Interaction: Data Collection,,,,
09:25-11:55,PROFILAKTIKA. Experiment Ops Using Force Loader 1. Tagup w/specialists (S-band),,,,
09:35-10:35,FE-1,PHYSICAL EXERCISE: CEVIS,,,
10:35-10:40,CEVIS Monthly Maintenance.,,,,
10:40-11:45,Water Microbiology Kit (WMK): Water In-Flight Processing,,,,
11:45-12:10,WMK – water analysis for e. coli,,,,
11:55-12:25,CDR,СОЖ MAINTENANCE,,,
12:10-12:15,FE-1,ISS- 9 PL Status Check,,,
12:15-12:25,Formaldehyde Monitoring Kit (FMK) Deployment Ops,,,,
12:25-13:25,.,LUNCH,,,
13:25-18:25,CDR,Repair of Elektron-VM Fluid Unit No. 104005 Tagup w/specialists (S-band),,,
13:25-14:05,FE-1,Interaction: Data Collection and Back-Up,,,
14:05-15:05,EVA Tool Stowage,,,,
15:05-15:20,SSC Reconfig for EMU Battery Ops,,,,
15:20-15:40,EMU BSA Battery Recharge Start,,,,
15:40-15:55,SSC Reconfig to Nominal,,,,
15:55-16:10,Private Family Conference (S-band),,,,
16:10-16:30,IMS File Prep,,,,
16:30-16:45,UROLUX Hardware Setup,,,,
16:45-18:15,PHYSICAL EXERCISE: RED,,,,
18:15-18:30,Questionnaire – Log Entry,,,,
18:25-18:55,CDR,Review of Next Day’s Plan,,,
18:30-19:00,FE-1,,,,
18:55-19:20,CDR,Report Prep,,,
19:00-19:20,FE-1,,,,
19:20-19:35,.,Daily Planning Conference (S-band),,,
19:35-19:45,FE-1,Report Prep,,,
19:35-20:05,CDR,DINNER,,,
19:45-20:15,FE-1,,,,
20:05-20:35,CDR,Daily Food Prep,,,
20:15-20:45,FE-1,,,,
20:35-21:30,CDR,Pre-Sleep,,,
20:45-21:05,FE-1,PDA Ops Tagup (S-band),,,
21:05-21:30,Pre-Sleep,,,,
21:30-06:00,.,Sleep,,,
Task List,CDR,Uragan,,,
Setup of worksites and enclosure installation behind FGB Panel.417 (zone 25Б),,,,,
GMT,CREW,ACTIVITY,,,
13:00-13:10,,Morning inspection,,,
13:10-13:40,Post-sleep,,,,
13:40-14:20,BREAKFAST,,,,
14:20-14:45,CDR,Work prep,,,
14:20-14:50,FE-1,,,,
14:45-14:50,CDR,PLANTS-2. Payload status check,,,
14:50-15:05,,Daily planning conference (S-band),,,
15:05-15:15,Removing БК-3 and battery from БРТА,,,,
15:15-15:45,CDR,Orlan feedwater bladder refill,,,
15:35-15:50,FE-1,Private psychological conference (S-band),,,
15:45-15:55,CDR,Stowing Urolux hardware,,,
15:50-16:20,FE-1,Orlan feedwater bladder refill,,,
16:05-16:20,CDR,Private medical conference (Ku+S-band),,,
16:20-16:30,,Orlan drying,,,
16:30-16:40,CDR,Sputnik-CM [Спутник-СМ] hardware activation,,,
16:40-16:55,Post-EVA Pille dosimeter reading,,,,
,FE-1,Private medical conference (Ku+S-band),,,
17:10-18:10,,LUNCH,,,
18:10-18:40,FE-1,СОЖ maintenance (Inspection of БРПК),,,
18:30-18:35,CDR,Orlan drying,,,
18:35-18:55,Cryogem-03M Transfer from SM to DC1,,,,
18:40-18:55,FE-1,Transfer ODF books and Crew Toxic Contamination Protection Kit,,,
18:55-19:10,Rebooting all PCS (weekly),,,,
19:10-19:15,Rebooting OCA SSC router,,,,
19:15-19:20,Disconnect DCP power cable,,,,
19:30-20:00,Saturday science program.  HEAT review,,,,
19:45-20:05,CDR,Daily food prep,,,
20:00-20:15,FE-1,Saturday science program. Tagup with developers (S-band),,,
20:05-20:35,CDR,DINNER,,,
20:15-20:35,FE-1,,,,
20:35-20:45,,Orlan drying,,,
20.45-21:30,CDR,Pre-sleep,,,
20:45-21:05,FE-1,Daily food prep,,,
