0,1,2,3,4,5
GMT,CREW,ACTIVITY,,,
06:00-06:10,"CDR, FE-1",Morning Inspection,,,
06:00-06:20,FE-2,Acoustic dosimeters: equipment setup,,,
06:10-06:40,"CDR, FE-1",Post-sleep,,,
06:20-06:30,FE-2,Morning Inspection,,,
06:30-07:00,FE-2,Post-sleep,,,
06:40-07:30,"CDR, FE-1",BREAKFAST,,,
07:00-07:50,FE-2,BREAKFAST,,,
07:30-07:50,"CDR, FE-1",Prep for Work,,,
07:50-08:05,,Daily Planning Conference (S-band),,,
08:05-09:05,"CDR, FE-1",СД1-7 Internal lights Power Supply R&R,,,
08:05-08:20,FE-2,Set up video equipment to record TVIS exercise,,,
08:20-09:50,FE-2,Physical Exercise (TVIS),,,
09:05-09:25,FE-1,Connect cable 17КС.42Ю 8242А-8840 (Onboard Measurement System) Tagup(S-band),,,
09:25-09:35,FE-1,On MCC Go Demate/mate telemetry connector of cbl 17КС.42Ю 8242А toБИТС2-12. Tagup (S-band),,,
09:35-09:45,FE-1,Connect cable 17КС.42Ю 8242А-8840 (Onboard Measurement System) Closeoutops. Tagup (S-band),,,
09:45-11:15,CDR,"Physical Exercise (TVIS), Day 2",,,
09:45-09:55,FE-1,Elektron activation and БД [Secondary Combustion Unit] temperature monitoring,,,
09:50-11:20,FE-2,Gathering US trash for disposal in Progress 360,,,
10:15-11:15,FE-1,Physical Exercise (RED),,,
11:15-13:15,"CDR, FE-1",Stowing disposal hardware in Progress 360 and IMS update,,,
11:20-12:20,FE-2,Physical Exercise (RED),,,
12:20-12:25,FE-2,Terminate BSA battery charge,,,
12:25-13:15,FE-2,Start BSA battery charge,,,
13:15-14:15,,LUNCH,,,
14:15-15:15,CDR,[АСН] raw data transfer to flash-card and downlink via OCA. Tagup (S-band),,,
14:15-14:20,FE-2,TVIS exercise video playback,,,
14:15-15:45,FE-1,ППС-31 panel and cabling post-installation tests. Tagup (S-band),,,
14:20-14:35,FE-2,Private Medical Conference (S + Ku-band),,,
14:35-15:35,FE-2,Changeout of PCS HDDs and batteries in Airlock/Cupola,,,
15:35-15:50,FE-2,Stow video equipment used to record TVIS exercise,,,
15:40-16:40,CDR,Complete АСН-М test. Teardown config for АСН-М raw data gathering. Tagup (S-band),,,
15:45-16:25,FE-1,СОЖ Maintenance,,,
16:15-17:15,FE-2,Changeout of PCS HDDs and batteries in LAB/SM,,,
16:30-16:45,FE-1,Private Medical Conference (S + Ku-band),,,
16:40-17:40,CDR,"Physical Exercise (VELO+RED), Day 2",,,
16:55-17:15,FE-1,IMS update,,,
17:15-17:20,FE-2,Deactivation of PCS in Airlock/Cupola,,,
17:15-18:45,FE-1,"Physical Exercise (TVIS), Day 2",,,
17:20-17:25,FE-2,EMCS - switch configuration to ВЫКЛ [OFF] position,,,
17:25-18:05,FE-2,MULT - water reservoir replacement,,,
17:40-17:55,CDR,Private Medical Conference (S + Ku-band),,,
18:05-18:10,FE-2,EMCS-switch configuration to ВКЛ [ON] position,,,
18:10-18:25,FE-2,Caution and Warning book revision,,,
18:15-18:50,CDR,Evening work prep,,,
18:25-18:50,FE-2,Evening work prep,,,
18:45-18:50,FE-1,"Transfer TVIS, RED, HRM, and CEVIS data to MEC.",,,
18:50-19:05,,Daily Planning Conference (S-band),,,
19:05-19:20,FE-2,Evening work prep,,,
19:05-19:30,"CDR, FE-1",Evening work prep,,,
19:20-19:50,FE-2,DINNER,,,
19:30-20:00,"CDR, FE-1",DINNER,,,
19:50-20:20,FE-2,Daily Food Prep,,,
20:00-20:30,"CDR, FE-1",Daily Food Prep,,,
20:20-21:20,FE-2,Pre-sleep,,,
20:30-21:30,"CDR, FE-1",Pre-sleep,,,
21:20-21:30,FE-2,Acoustic dosimeters: pre-sleep equipment setup,,,
21:30-06:00,.,SLEEP,,,
Task List,FE-1,GSF-JAXA. ТБУ temperature monitoring (in the morning),,,
PLANTS-1. Payload status check (in the morning),,,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,.,Morning Inspection,,,
06:10-06:40,.,Post-sleep,,,
06:40-07:30,.,BREAKFAST,,,
09:00-10:30,FE-2,Physical Exercise (TVIS),,,
10:25-10:45,CDR,Private Family Conference (Ku + S-band),,,
10:30-12:00,FE-1,"Physical Exercise (TVIS), day 1",,,
10:30-11:30,FE-2,Physical Exercise (RED),,,
12:00-13:00,CDR,"Physical Exercise (VELO + RED), day 1",,,
12:20-13:00,FE-1,СОЖ Maintenance.,,,
13:00-14:00,.,LUNCH,,,
14:00-14:15,FE-2,Private Psychological Conference (Ku+S-band),,,
15:45-16:45,FE-1,"Physical Exercise (VELO + RED), day 1",,,
16:30-16:45,FE-2,Private Family Conference (Ku + S-band),,,
16:45-18:15,CDR,"Physical Exercise (TVIS), day 1",,,
18:00-18:15,FE-2,EPO - Plant Photos,,,
18:30-18:35,LAB LTL QD connection to support CDRA activation,,,,
19:30-20:00,.,DINNER,,,
20:00-20:30,.,Daily Food Prep,,,
20:30-21:30,.,Pre-sleep,,,
21:30-06:00,.,SLEEP,,,
Task List,CDR,URAGAN. Observation and photography,,,
FE-1,GCF-JAXA. ТБУ temperature monitoring (in the morning),,,,
DIATOMEA. World Ocean Observations,,,,,
,,,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,,Morning Inspection,,,
06:10-06:40,Post-sleep,,,,
06:40-07:15,BREAKFAST,,,,
