0,1,2,3,4
GMT,CREW,ACTIVITY,,
10:00-10:10,,Morning inspection,,
10:10-10:40,FE-2,Post-sleep,,
10:10-10:20,FE-1,Body mass measurement. Hardware installation.,,
,CDR,Calf volume measurement,,
10:20-10:35,Body mass measurement,,,
10:25-10:35,FE-1,Calf volume measurement,,
10:35-10:50,Body mass measurement,,,
10:35-11:05,CDR,Post-sleep,,
10:40-10:50,FE-2,Calf volume measurement,,
10:50-11:05,Body mass measurement,,,
,FE-1,Post-sleep,,
11:05-11:15,Body mass measurement. Hardware removal,,,
11:05-11:55,"CDR, FE-2",BREAKFAST,,
11:15-11:55,FE-1,,,
11:55-12:25,,Prep for work,,
12:25-12:40,Daily planning conference (S-band),,,
12:40-13:15,CDR,Crew familiarization with the ISS,,
12:40-13:00,FE-2,,,
12:50-13:15,FE-1,"TV downlink ""Best wishes on the130th Anniversary of PolytechnicMuseum""  (То=12.50, Т1, Т2, Т3 – Automated daily timeline (СПП)",,
13:00-14:00,FE-2,Physical exercise (CEVIS),,
13:15-14:15,CDR,Physical exercise (RED),,
13:15-13:45,FE-1,СОЖ maintenance,,
13:45-15:15,Physical exercise (TVIS – day 4),,,
14:00-14:15,FE-2,HRF PC – HD installation,,
14:15-15:15,Physical exercise (RED),,,
,CDR,Physical exercise (CEVIS),,
15:15-16:15,,LUNCH,,
16:15-19:45,FE-1,АСУ set replacement,,
16:15-16:25,CDR,LAB payload status check and monitoring,,
16:25-20:25,SSC software upgrade,,,
16:30-17:00,FE-2,HRF PC prep for automatic start-up,,
17:00-17:30,Defibrillator checkout,,,
17:30-17:45,HRF serial card installation,,,
17:45-18:15,Renal stone – CBT,,,
18:15-18:30,RIC reset to zero,,,
18:30-18:50,Renal stone – hardware installation,,,
19:00-19:15,HRF high speed card installation,,,
19:25-19:40,Renal stone – food log,,,
19:40-20:25,HRF – memory upgrade,,,
19:45-20:15,FE-1,Soyuz ТМА-1 АСУ VIIД (toilet) activities,,
20:15-21:15,,Physical exercise (Cycle + training load-day 4),,
20:25-20:55,FE-2,EVARM – data transfer and stow,,
,CDR,IMS file prep,,
20:55-21:15,"CDR, FE-2",Crew familiarization with the ISS,,
21:15-21:45,,Daily plan review,,
21:45-22:00,Daily planning conference (S-band),,,
22:00-22:30,Prep for work,,,
22:30-23:00,Daily food prep,,,
23:00-23:30,DINNER,,,
23:30-00:30,Pre-sleep,,,
00:30-09:00,SLEEP,,,
GMT,CREW,,,
06:00–06:10,,Morning inspection,,
06:10–06:40,,Post-sleep,,
06:40–07:30,,BREAKFAST,,
08:30–11:30,,Weekly housecleaning,,
11:30–13:00,FE-2,Physical exercise (RED),,
11:30–12:30,CDR,Physical exercise (CEVIS),,
11:30–12:30,FE-1,Physical exercise (VELO + Load Trainer-1 / day 2),,
12:30–12:40,CDR,METOX regeneration (term),,
12:30–12:35,FE-1,Inspection of БРПК separator,,
13:00–14:00,,LUNCH,,
14:00–14:30,,Weekly planning conference (S-band),,
14:50–15:30,FE-2,Maintenance of СОЖ,,
16:00–17:00,FE-2,Physical exercise (TVIS),,
17:07–17:22,CDR,Private family conference (S-band),,
17:00–18:30,FE-1,Physical exercise (TVIS-2),,
18:00–19:30,CDR,Physical exercise (RED),,
19:30–20:00,,DINNER,,
20:00–20:30,,Daily food prep,,
20:30–21:30,,Pre-sleep,,
21:30–06:00,,SLEEP,,
GMT,CREW,ACTIVITY,,
06:00–06:10,,Morning inspection,,
06:10–06:40,Post-sleep,,,
06:40–07:30,BREAKFAST,,,
09:25–10:55,FE-2,Physical exercise (RED),,
09:30–10:30,FE-1,Physical exercise (VELO + Load Trainer-1 / day 3),,
09:55–10:55,CDR,Physical exercise (TVIS),,
10:35–10:40,FE-1,Calldown of СВО water supply status (S-band),,
10:40–10:45,ELEKTON-VM: monitoring air bubble in gas-liquid mixture (ГЖС),,,
10:45–10:50,Calldown of СП counter status (S-band),,,
11:30–12:30,,LUNCH,,
13:30–14:10,FE-2,Maintenance of СОЖ,,
14:00–14:10,FE-1,Tagup with ground specialist: connecting cables to БИТС2-12 (VHF),,
14:30–14:45,FE-2,Private family conference (S-band),,
14:50–15:05,FE-1,Private family conference (Ku+S-band TV MCC-ISS-MCC),,
15:45–17:15,Physical exercise (TVIS-3),,,
16:05–17:35,CDR,Physical exercise (RED),,
17:15–18:15,FE-2,Physical exercise (TVIS),,
18:15–18:45,,Daily plan review,,
18:45–19:15,Prep for work,,,
19:15–19:30,Daily planning conference (S-band),,,
19:30–20:00,DINNER,,,
