0,1,2,3,4,5
GMT,Crew,,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,,Post-sleep,,,
,,,,,
06:40-07:30,,Breakfast,,,
07:30-10:30,,Weekly housekeeping,,,
10:30-11:45,FE-1,Physical exercise: TVIS,,,
11:35-12:35,CDR,Physical exercise: TVIS - 3,,,
12:30-12:35,FE-1,Automatic file import/export to IMS,,,
12:35-13:35,,LUNCH,,,
,,,,,
13:35-14:05,,Weekly planning conference (S-band),,,
14:15-14:30,FE-1,PPC (S-band),,,
14:15-14:20,,Inspection of БРПК-1 separator,,,
14:20-14:55,,СОЖ maintenance,,,
,CDR,,,,
17:45-18:00,,PPC (УКВ),,,
18:00-19:30,,Physical exercise: TVIS -3,,,
18:15-19:30,FE-1,Physical exercise: RED,,,
19:30-20:00,,DINNER,,,
20:00-20:30,,Daily food ration prep,,,
,,,,,
20:30-21:30,,Pre-sleep,,,
21:30-06:00,,SLEEP,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,.,Morning inspection,,,
06:10-06:40,.,Post-sleep,,,
06:40-06:55,CDR,BREAKFAST,,,
06:40-07:10,FE-1,,,,
06:55-07:10,CDR,URAGAN. Observation and imaging,,,
07:10-07:30,BREAKFAST,,,,
07:10-07:30,FE-1,Acoustic dosimeter ops: data registration and installation in stationary location,,,
07:30-07:45,Work prep,,,,
07:30-07:40,CDR,,,,
07:40-07:45,PLANTS-2. Payload status check,,,,
07:45-08:00,.,Daily planning conference (S-band),,,
08:00-08:15,Work prep,,,,
08:15-08:20,CDR,БРПК-1 separator inspection,,,
08:15-08:45,FE-1,Weekly PCS reboot,,,
08:20-09:00,CDR,MOLNIYA-SM. Setup using Agat monitor. Specialist discussion,,,
08:45-09:30,FE-1,RED calibration,,,
09:05-09:25,CDR,,,,
09:25-09:40,MOLNIYA-SM. Test with Agat monitor Specialist discussion,,,,
09:35-10:15,FE-1,DC1 air duct BД1 and ВД2 cleaning,,,
09:40-09:50,CDR,MOLNIYA-SM. Agat monitor removal Specialist discussion,,,
09:50-10:50,Install ПКФ-Т in БМП,,,,
10:15-11:15,FE-1,Fan В3 in DC1: screen cleaning,,,
10:50-11:05,CDR,Mate TM cnctrs to БИТС2-12,,,
11:05-12:05,Install ПКФ-Т in БМП,,,,
11:15-12:30,FE-1,Physical exercise (TVIS),,,
12:05-12:25,CDR,Downlink of photos/info on installation of ПКФ-Т in БМП,,,
12:25-12:30,Circuit breaker checkout on DC1 БВП and fuses checkout on DC1 БПП,,,,
12:30-13:30,.,LUNCH,,,
13:30-14:10,FE-1,СОЖ maintenance,,,
13:30-14:10,CDR,INTERACTION: data collection and backup,,,
14:10-14:15,FE-1,Glove Box (MSG) - activation.,,,
14:10-14:25,CDR,IMS tag-up (S-band),,,
14:15-14:45,FE-1,InSPACE ops,,,
14:30-17:00,CDR,PROFILAKTIKA. Experiment performance with Load Trainer НС-1 / Tag-upwith specialists (S-band),,,
14:45-15:05,FE-1,Photoimagery of acoustic dosimeters installed on ISS,,,
15:05-15:15,InSPACE: monitoring,,,,
15:15-15:45,PBA and PFE inspection,,,,
15:45-15:55,InSPACE observation,,,,
15:55-16:05,Inc. 7 daily payload status check,,,,
16:10-16:20,,INSPACE: monitoring,,,
16:20-16:30,CWC audit,,,,
16:45-16:55,InSPACE power off,,,,
16:55-17:00,Glove Box (MSG): power off,,,,
17:00-18:15,Physical exercise (RED),,,,
17:30-18:10,CDR,IMS file prep,,,
18:10-18:20,MOLNIYA-SM. Equipment removal,,,,
18:15-18:45,FE-1,Daily plan review,,,
18:20-18:45,CDR,,,,
18:45-18:55,.,Work prep,,,
18:55-19:10,Daily planning conference (S-band),,,,
19:10-19:30,Work prep,,,,
19:30-20:00,CDR,Daily food prep,,,
19:30-19:50,FE-1,Acoustic dosimeters data registration ops,,,
19:50-20:00,Daily food prep,,,,
20:00-20:30,.,DINNER,,,
20:30-21:30,Pre-sleep,,,,
21:30-06:00,SLEEP,,,,
GMT,Crew,Activity,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,Post-sleep,,,,
06:40-07:30,BREAKFAST,,,,
07:30-07:50,FE-1,Prep for work,,,
07:30-07:45,CDR,,,,
07:45-07:50,PLANTS-2: payload status check,,,,
07:50-08:05,,Daily planning conference (S-band),,,
08:05-08:15,Prep for work,,,,
08:15-08:30,FE-1,Food questionnaire,,,
08:15-08:45,CDR,Common Power Switching Unit БСКУ5-12: prep for fuse link/plug R&R,,,
08:30-08:40,FE-1,CSA-CP data collection,,,
08:40-09:10,Weekly PCS reboot,,,,
08:45-10:15,CDR,Common Power Switching Unit БСКУ5-12: fuse link/plug R&R. Tagup w/ground specialist,,,
09:10-10:10,FE-1,PAO - Life on ISS video,,,
10:10-11:25,Physical exercise (TVIS),,,,
10:15-10:30,CDR,IMS tagup (S-band),,,
10:30-10:50,Air sampling in SM & FGB (АК-1М sampler),,,,
10:50-11:00,Air sampling in SM (ИПД samplers),,,,
11:00-11:35,CDR,IMS file prep,,,
11:25-11:55,FE-1,NGL (SSC) new generation laptop: file registry/data collection,,,
11:35-12:35,CDR,"Physical exercise (TVIS, day 1)",,,
11:55-12:15,FE-1,Check proper MCG cable connection,,,
12:35-13:35,,LUNCH,,,
13:35-15:05,FE-1,Audit and inspection of fire ports in NODE1,,,
13:35-14:35,CDR,Connecting of REGUL-OS Antenna Feeder Unit (АФУ) to СБ II antennapath,,,
14:35-14:50,MOLNIYA-SM. LSO disassembly,,,,
14:50-15:25,"PAO-TV. Conference with schoolchildren (Т0=14:55, Т1, Т2, Т3 perautomated daily plan СПП)",,,,
15:05-15:25,FE-1,PAO-TV. Conference with schoolchildren,,,
