0,1,2,3,5
TIME,CREW,,,
06:00-06:10,CDR,Hematocrit. Test,,
06:00-06:05,"FE-5, FE-6",Reading REMINDER,,
06:00-06:15,FE-2,KHROMATOMASS. Experiment Setup,,
06:00-06:10,FE-4,"Morning Inspection.  RSS1, RSS2 Reboot",,
06:00-06:10,FE-3,Morning Inspection,,
06:05-06:10,FE-6,Morning Inspection,,
06:05-06:20,FE-5,Morning Inspection,,
06:10-06:20,FE-4,Hematocrit. Test,,
06:10-06:40,"FE-3, FE-6",Post-sleep,,
,,Morning Inspection.,,
06:10-06:20,CDR,Laptop RS2(1) Reboot,,
,,SM ПСС (Caution & Warning Panel) Test,,
06:15-06:45,FE-2,KHROMATOMASS. Saliva and Blood Collection,,
06:20-06:50,"CDR, FE-4",Post-sleep,,
06:20-06:30,FE-5,Hematocrit. Test,,
06:30-07:00,FE-5,Post-sleep,,
06:40-07:30,"FE-3, FE-6",BREAKFAST,,
06:45-06:55,FE-2,Hematocrit. Test,,
06:50-07:30,"CDR, FE-4",BREAKFAST,,
06:55-07:00,FE-2,Hematocrit. Hardware Stow,,
07:00-07:20,FE-2,Post-sleep,,
07:00-07:40,FE-5,BREAKFAST,,
07:30-07:40,"CDR, FE-3, FE-4, FE-6",Work Prep,,
07:40-08:05,,Daily Planning Conference (S-band),,
08:05-08:15,"FE-3, FE-6",Work Prep,,
08:05-08:10,FE-5,BIOME - Questionnaire Data Entry,,
08:05-08:20,CDR,ИП-1 Flow Sensor Position Check,,
08:05-08:25,FE-2,BREAKFAST,,
08:10-08:20,FE-5,Work Prep,,
08:15-08:20,FE-6,BIOME - Questionnaire Data Entry,,
08:15-08:25,FE-4,PAO hardware setup,,
08:15-08:45,FE-3,ROBONAUT - Procedure Review,,
08:20-08:30,FE-5,ON MCC GO ATV - ISS Pressurization with Oxygen (start),,
08:25-08:35,"CDR, FE-2, FE-4",Crew Prep for PAO,,
08:25-08:35,FE-6,CIR - Hardware Teardown,,
08:30-09:50,FE-5,ARED Exercise,,
08:35-08:45,FE-6,Med Laptop Setup,,
08:35-08:55,"CDR, FE-2, FE-4",Interactive TV PAO with the Guests of MAKS-2013 International Aviation and Space Salon (Ku + S-band),,
08:45-08:55,FE-3,ROBONAUT - Camcorder Setup,,
08:45-09:15,FE-2,BREAKFAST,,
08:50-09:50,FE-6,T2 Exercise,,
08:55-09:05,FE-3,R2 - Hardware Setup and Video,,
08:55-09:25,FE-2,Post-sleep,,
09:00-09:40,CDR,СОЖ Maintenance,,
09:05-09:10,FE-3,ROBONAUT- MPC Setup,,
09:10-11:40,FE-3,ROBONAUT Tele-ops Hardware Setup,,
09:25-09:45,FE-2,Work Prep,,
09:40-10:20,FE-4,24-hour ECG (termination),,
09:45-10:00,FE-2,KHROMATOMASS. Closeout Ops,,
09:50-10:00,FE-5,Configure Hot Backup (LAB) and Main (Cupola) RWS for EP insertion,,
09:50-11:20,FE-6,ARED Exercise,,
10:10-10:20,FE-5,ROBO - Assistance with the Experiment,,
10:20-11:35,CDR,Study of veins in lower extremities,,
10:20-11:50,"FE-2, FE-4","EVA tool stow, update IMS",,
10:25-11:15,FE-5,T2 Exercise,,
11:15-11:25,FE-5,Private conference with exercise specialist,,
11:20-12:20,FE-6,Tool Gathering for EMU 3011 valve R&R,,
11:25-11:35,FE-5,ON MCC GO  ATV - ISS Pressurization with Oxygen (terminate),,
11:40-11:45,FE-3,ROBONAUT - Camcorder Configuration,,
11:45-12:25,FE-3,ROBONAUT - Hardware Disassembly,,
11:45-13:00,CDR,ARED Exercise,,
12:00-13:00,FE-4,"VELO Exercise, Day 1",,
12:00-13:00,FE-2,"БД-2 Exercise, Day 1",,
12:25-12:35,FE-3,R2 Hardware Stowage,,
12:30-12:50,FE-5,ESA Weekly Crew Conference,,
12:35-13:35,FE-3,CEVIS Exercise,,
,"CDR, FE-2,",,,
13:00-14:00,"FE-4, FE-5,",LUNCH,,
,FE-6,,,
13:35-14:35,FE-3,LUNCH,,
14:00-17:00,"FE-4, FE-5, FE-6",ISS Emergency descent drill (ТК 709). Tagup with specialists (S-band),,
14:00-15:00,FE-2,Crew Departure Prep,,
,,Changeout of СРВК-2М Water Conditioning Unit Purification Columns,,
14:00-15:30,CDR,"(БК БКВ) Install No. 1105019 (00057349R, ФГБ1ПГО_4_419_1). Pre-",,
,,pack the old unit for disposal.  Reflect changes in IMS.,,
14:35-15:35,FE-3,Crew Departure Prep,,
,Preparation of reports for Roskosmos site,,,
"CDR, FE-2,",,,,
FE-4,ECON-M. Observations and Photography,,,
,URAGAN Observations and Photography,,,
07:50-08:00,FE-6,Test and Handover of US camera D2Xs prior to EVA 35,,
07:55-08:35,"FE-2, FE-4","Orlan, БСС, comm, and biomed telemetry check",,
07:55-08:05,FE-5,ISS- HAM-radio Deactivation,,
07:55-09:10,CDR,Pre-EVA ISS Onboard Systems Configuration,,
08:00-08:10,FE-6,EVA Inhibit Pad,,
08:05-08:15,FE-5,CIR - Hardware Setup,,
08:10-08:30,FE-6,MSPR. Microscope Activation and Preparation,,
08:25-09:25,FE-3,CEVIS Exercise,,
08:35-08:55,"FE-2, FE-4",Orlan and БСС (Orlan interface unit) Final Inspection prior to entering Orlan,,
08:45-09:15,FE-5,SKNB. Nominal Ops,,
08:55-09:25,"FE-2, FE-4",EVA Gear Donning,,
09:00-09:10,FE-6,MSG - Visual inspection and activation,,
09:10-09:25,CDR,Air duct removal from DC1 (skip B3 fan removal),,
09:25-09:35,CDR,On MCC GO MRM2-СУ (SM) Hatch Closure /,,
09:25-11:40,"FE-2, FE-4",Pre-EVA A/L Depress,,
09:35-12:45,CDR,ТК 708 crew isolation in MRM2 during EVA-35,,
09:35-12:00,FE-3,ТК 708 crew isolation in MRM2 during EVA-35,,
09:35-10:30,FE-6,INSP3 - Start experiment ops,,
10:25-10:55,FE-5- assists,Pre-EVA A/L Depress,,
11:30-12:30,FE-6,Physical Exercise T 2,,
11:40-17:20,"FE-2, FE-4",EVA-35 Tasks,,
12:00-13:30,FE-3,Replace the PVCU Lower MDM/Bracket Bolt,,
12:30-12:55,FE-6,INSP3 - Closeout Ops,,
12:40-12:45,FE-5,AMINE - Prep for video,,
12:45-13:15,FE-5,AMINE - Exhaust Adjustment,,
12:45-13:00,CDR,Replace the PVCU Lower MDM/Bracket Bolt - assistance (as necessary),,
12:55-13:50,FE-6,INSP3 - Start experiment ops,,
13:00-18:10,CDR,ТК 708 crew isolation in MRM2 during EVA-35,,
13:15-13:30,FE-5,AMINE - Screen Cleaning,,
13:30-18:10,FE-3,ТК 708 crew isolation in MRM2 during EVA-35,,
