0,1,2,3,4,5,6
,GMT,,Crew,,Activity and links to ODF or R/G,
,06:00–06:10,,,,Morning inspection,
,06:10–06:40,,,,Post-sleep,
,06:40–07:30,,,,BREAKFAST,
,09:45–09:50,,FE-1,,Downlink ÑÂ Î data,
,09:50–09:55,,FE-1,,Downlink Ñ Ï  counter data,
,12:00–13:00,,,,LUNCH,
,15:35–15:50,,CDR,,Private family conference,
,18:50–19:20,,,,Review plan for the next day,
,19:20–19:50,,,,DINNER,
,19:50–20:20,,,,Daily food ration prep,
,20:20–20:30,,,,Daily planning conference,
,20:30–21:30,,,,Pre-sleep,
,21:30–06:00,,,,SLEEP,
,GMT,,Crew,,Activity and links to ODF or R/G,
,06:00–06:10,,,,orning inspection,
,06:10–06:40,,,,ost-sleep,
,06:40–07:30,,,,REAKFAST,
,07:40–07:50,,,,aily planning conference,
,07:50–08:20,,,,ork prep,
,08:30–09:00,,E-1,,"ecord audiogram using ÌÅÑ / ÎÑÀ_1068, item 14",
,08:30–09:00,,DR,,"MG-SCPMTR BATT-R&R / OCA_1060, OCA_1077",
,09:00–09:30,,LT,,"ecord audiogram using ÌÅÑ / ÎÑÀ_1068, item 14",
,09:00–10:30,,E-1,,"ake Sound Level Meter measurements / ÌÎ , Vol. 1, it. 11, pg. 11-1 - 11-11r/g 494",
,09:30–10:30,,LT,,hysical exercise (IRED-3),
,09:30–10:30,,DR,,hysical exercise (TVIS),
,10:30–12:00,,E-1,,hysical exercise (TVIS-3),
,10:30–12:00,,DR,,eplace cables in the Resistive Exercise Device (RED) / OCA_1068 item 14,
,12:00–13:00,,,,UNCH,
,13:00–13:50,,,,"AO TV event via ÎÑÀ13:05–13:24, 13:26–13:45)",
,13:50–15:20,,DR,,alibrate Resistive Exercise Device (RED) / OCA_1068 item 5,
,13:50–14:50,,LT,,,
,15:05–15:25,,LT,,rep delta file for downlink,
,15:20–15:35,,DR,,eriodic inspection of RED / ÎÑÀ_1068 item 2,
,15:25–16:55,,"LT, FE-1",,"witch Êóðñ- Ï  from SM (-Õ) to (-Y) / ÏÒ Î ÂíóÊÄ Ñ Ì, it. 6.4, pg. 6-3, 6-4 + r/g 496",
,15:35–15:45,,DR,,MS-RED BOLT-Ò Î / OCA_1068 item 3,
,15:45–17:15,,DR,,hysical exercise (IRED),
,16:55–17:05,,"E-1, PLT",,ate Ò ÌÈ-connectors to ÁÈÒÑ2-12 on GO from MCC / r/g 496,
,17:10–18:40,,LT,,hysical exercise (TVIS-3),
,17:15–18:40,,DR,,heck thermal parameters of CMG / ÎÑÀ_0651,
,17:25–18:25,,E-1,,hysical exercise (IRED-3),
,18:25–18:40,,E-1,,rivate medical conference,
