0,1,2,3,4
GMT,CREW,ACTIVITY,,
06:00-06:05,FE-6,Integrated Immune Liquid Saliva Sample Collection,,
06:00-06:10,"CDR, FE-1,FE-2",Morning Inspection,,
06:00-06:05,FE-5,REACTION Self Test,,
06:05-06:10,FE-6,,,
06:05-06:10,FE-5,Morning Inspection,,
06:10-06:15,FE-6,EVA Camera Test,,
06:10-06:40,"CDR, FE-1,FE-2, FE-5",Post-sleep,,
06:15-06:20,FE-6,External Wireless Instrumentation System (EWIS) NetworkCommunication Unit Power-off,,
06:20-07:00,FE-6,Post-sleep,,
06:40-07:35,FE-5,BREAKFAST,,
06:40-07:30,"CDR, FE-1,FE-2",,,
07:00-07:50,FE-6,,,
07:30-07:50,CDR,Work Prep,,
07:30-08:00,"FE-1, FE-2",,,
07:35-08:05,FE-5,,,
07:50-08:20,FE-6,,,
07:50-08:00,CDR,"Battery charge for RS photo/video equipment (Nikon EN-EL4а battery-any 2. P/N SM-FOTO-D3X-U06, СМ1РО_4_416) (Nikon NP-F970battery- any 2. P/N SM-HDV-U03, СМ1РО_4_416)",,
08:00-09:00,"CDR, FE-2",Handover,,
08:00-08:20,FE-1,MEMBRANE Removal of capsules from thermostatic container andstowage,,
08:20-08:40,MEMBRANE Hardware Removal and Stowage,,,
08:40-09:25,MATRYOSHKA-R. Removal of ИД-3 from starboard CQ ProtectiveScreen,,,
09:00-10:00,FE-6,CSA-CP Battery Changeout,,
09:00-11:30,CDR,Return Equipment Stowage in Soyuz 230 DM,,
09:00-10:30,FE-2,Physical Exercise (T2) Day 3,,
09:20-10:50,FE-5,Physical Exercise (ARED),,
09:25-10:30,FE-1,PNEUMOCARD  Experiment,,
10:00-10:50,FE-6,EHS MCD Onboard Water Processing,,
10:30-12:00,FE-1,Physical Exercise (T2) Day 3,,
10:50-12:20,FE-6,Physical Exercise (ARED),,
10:50-11:05,FE-5,ISS medical kit transfer,,
11:05-12:00,FE-2,MATRYOSHKA-R BUBBLE-dosimeter initialization and deployment forexposure.  Photography,,
11:05-12:25,FE-5,Russian EDV-U Sampling,,
11:30-12:00,CDR,Crew Departure Prep,,
12:00-13:00,"FE-1, FE-2,FE-3",Emergency Roles and Responsibilities Review,,
12:00-13:00,CDR,Physical Exercise (T2) Day 1,,
12:20-12:25,FE-6,Photography for EMU glove inspection,,
12:25-13:25,"FE-5, FE-6",LUNCH,,
13:00-14:00,"CDR, FE-1,FE-2",,,
13:25-13:30,FE-5,FCF-FIR AG - Troublehooting,,
13:35-13:40,DCS 760 camera config for EVA,,,
13:40-13:45,"FE-3, FE-5,MS3",Crew Lock Depress,,
13:45-14:00,,,,
13:45-14:00,FE-6,Private Medical Conference,,
14:00-15:20,"FE-3, FE-5",JPM1F2. LTL H2O Drainage,,
14:00-15:30,"FE-1, FE-2",Video for Roskosmos TV Channel,,
14:00-14:40,CDR,Microbial Sample Collection (Sampling for Kit 1),,
14:00-14:15,FE-6,EVA – Glove Photos,,
14:15-14:25,EVA Photo Downlink,,,
14:25-14:45,Start EMU Battery Charge,,,
14:40-15:20,CDR,Remove Soyuz 230 БО Container #1 and Verify ЛДИ,,
14:45-15:45,FE-6,Physical Exercise T 2,,
15:20-16:00,CDR,Photo/video setup for ISS photography and tagup with specialists (S-band),,
15:20-16:40,FE-5,,,
15:30-16:30,FE-1,"Physical Exercise (VELO), Day 3",,
