0,1,2,3,4,5
GMT,CREW,ACTIVITY,,,
06:00-06:10,"CDR, FE-1,FE-2, FE-4,FE-5",Morning Inspection,,,
06:00-06:05,FE-3,Elektron-VM Aerosol Filter Inspection,,,
06:05-06:10,FE-3,Morning Inspection,,,
06:10-06:40,,Post-sleep,,,
06:40-07:30,,BREAKFAST,,,
07:30-07:55,,Daily Planning Conference (S-band),,,
07:55-08:15,"CDR, FE-3,FE-4, FE-5",Work Prep,,,
07:55-08:10,FE-2,Work Prep,,,
07:55-08:10,FE-1,Work Prep,,,
08:10-09:40,FE-2,Physical Exercise (CEVIS),,,
08:10-11:10,FE-1,Progress 403 transfers and IMS update,,,
08:15-08:20,CDR,Re-enable SSC6 wireless network connection,,,
08:15-11:00,FE-3,"Audit of available stowage space in FGB, SM, and DC1",,,
08:15-08:30,FE-4,PMA3 Leak Check Closeout Ops,,,
08:15-08:45,FE-5,HRF Computer Troubleshooting,,,
08:20-09:00,CDR,IMV Fan Cleaning,,,
08:40-08:55,FE-4,BCAT5 Sample Check / Photography,,,
08:55-10:25,"FE-4, FE-5",Node 1 Bulkhead Access,,,
09:00-10:00,CDR,Physical Exercise (TVIS),,,
09:40-09:50,FE-2,SDTO TVIS Harness Setup,,,
09:50-10:50,FE-2,Physical Exercise (TVIS),,,
10:00-11:30,CDR,Physical Exercise (CEVIS),,,
10:25-13:00,"FE-4, FE-5",Node 1 Bulkhead Feed-through Install,,,
10:50-11:00,FE-2,SDTO  Data Downlink,,,
11:00-12:00,FE-3,"Physical Exercise (TVIS), day  1",,,
11:00-12:45,FE-2,EVA Tool Config,,,
11:10-11:30,FE-1,PLANTS-2. Data Downlink,,,
11:30-11:40,CDR,WRS Water Sample Analysis,,,
11:40-12:00,CDR,IMV Flow Measurement,,,
12:00-13:00,FE-1,"Physical Exercise (TVIS), day  4",,,
12:00-13:00,CDR,Hardware Prepack for Return on ULF3,,,
12:00-12:30,FE-3,Hygiene Procedures,,,
12:30-12:40,FE-3,СТТС comm system switchover to the primary string,,,
12:40-13:00,FE-3,Inspection of СРВ-К2М Sediment Trap Insert,,,
12:45-13:00,FE-2,Private Psychological Conference (Ku+S-band),,,
13:00-14:00,,LUNCH,,,
14:00-16:40,FE-2,EVA Tool Config,,,
14:00-15:00,FE-3,Radiation Monitoring System. P-16 Dosimeter Removal,,,
14:00-14:15,CDR,Ops LAN Multicast Closeout Ops (prep for S/W load),,,
14:00-14:30,FE-1,"Replacement of АСУ Urine Receptacle (МП) and Filter-Insert (Ф-В)(Urine Receptacle МП #0190198 СМ1РО_1_138_1, 00048872R;Filter Insert #810106 СМ1РО_1_138_1, 00044647R –Progress 402 Delivery. Discard removed urine receptacle and filterinsert)",,,
14:00-15:55,"FE-4,FE-5",Node 1 Bulkhead Feed-through Install,,,
14:15-14:25,CDR,TOCA Data Transfer,,,
14:25-14:40,CDR,Private Medical Conference (Ku+S-band),,,
14:30-15:10,FE-1,Filling (separation) EDV (KOV) for Elektron from CWC #1075 (42 L),,,
14:40-15:10,CDR,TVIS Monthly Maintenance,,,
15:10-15:50,FE-1,СОЖ Maintenance,,,
15:10-16:55,CDR,Hardware Prepack for Return on ULF3,,,
15:25-16:25,FE-3,"Physical Exercise (VELO), day  1",,,
15:50-16:35,FE-1,ОКР-1 Fire Extinguisher Replacement in SM and DC1 (three),,,
15:55-17:25,FE-4,Physical Exercise (CEVIS),,,
15:55-16:00,FE-5,IFM Hatch Close,,,
16:00-16:15,FE-5,Private Psychological Conference (Ku + S-band),,,
