0,1,2,3,4,5
GMT,,Crew,,Activity / ODF or R/G,
09:00–09:10,,,,Morning inspection,
09:10–09:40,,,,Personal hygiene (post-sleep),
09:40–10:30,,"CDR(S)1, FE-2VC2",,BREAKFAST,
09:40–10:15,,FE-1VC,,BREAKFAST,
10:15–10:30,,,,,
10:30–11:00,,"CDR(S), FE-2VC",,Work prep,
10:30–10:45,,FE-1VC,,"SPICA-S: PCMCIA card changeout / SM ANDROMEDE, item 5.4+r/g2228u",
10:55–11:25,,,,,
11:00–11:15,,"CDR(S), FE-2VC",,Daily planning conference,
11:15–14:00,,FE-2VC,,"Stowage of return items / Reference Materials, item 20.4, pages 146-147, item 21, pages 149-160 +r/g2203u,2211u,2223u",
11:15–12:45,,CDR(S),,Removal of ??? (??251? ?) and ? ?? from Soyuz Orbital Module /r/g2241u,
11:25–11:45,,FE-1VC,,"AQUARIUS: embryo fixation / SM ANDROMEDE, item 1.3 +r/g2228u",
11:45–12:15,,,,,
12:15–12:55,,,,,
12:45–14:00,,CDR(S),,"Stowage of return items / Reference Materials, item 20.4, pages 146-147, item 21, pages 149-160 +r/g2203u,2211u,2223u",
12:55–14:35,,FE-1VC,,,
14:00–15:00,,"CDR(S), FE-2VC",,PLASMA CRYSTAL-3: payload teardown / r/g2216u,
15:10–16:10,,,,LUNCH,
20:50–21:20,,,,,
21:30–22:30,,,,"Activation of Soyuz TM-32/ ASCENT & DESCENT, item 4, page 59-60",
22:00–22:05,,CDR(S),,"Switching of Soyuz ? ? ?  to independent power / ORBITAL FLIGHT,page 85, item 18.4",
22:30–22:50,,,,Closing of Soyuz/DC-1 hatches / live TV transmission via Ku-bandusing TV camera ??  103-?  / r/g2116,
22:50–23:40,,"CDR(S), FE-2VC",,"Pressurized interface leak check / ASCENT & DESCENT, page 63,item 6",
23:40–05:10,,,,Soyuz FDF ops,
GMT,,Crew,,Activity / ODF or R/G,
09:00–09:10,,,,Morning inspection,
09:10–09:40,,,,Personal hygiene (post-sleep),
09:40–10:30,,,,BREAKFAST,
10:15–10:30,,CR-2,,Conference with Cite de l’Espace (France) on VHF1,
10:30–11:00,,"ISS3, CR-1,CR-3",,Work prep,
