0,1,2,3,4,5
GMT,,CREW,ACTIVITY,,
06:00-06:10,,"CDR, FE-1,FE-4, FE-5,FE-6",Morning Inspection,,
06:00-06:10,,FE-2,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,
06:10-06:40,,,Post-sleep,,
06:40-07:30,,,BREAKFAST,,
07:30-07:40,,FE-2,Work Prep,,
07:30-07:50,,"CDR, FE-1,FE-4, FE-5",Work Prep,,
07:35-07:50,,FE-6,SPHERES Session Review,,
07:40-07:50,,FE-2,Verification of anti-virus scan results on Auxiliary Computer System (ВКС)laptops,,
07:50-08:15,,,Daily Planning Conference (S-band) Report antivirus scanning results onAuxiliary Computer System (ВКС) laptops,,
08:15-08:35,,FE-6,"SPHERES Synchronized Position Hold, Engage, Reorient, ExperimentalSatellite",,
08:15-10:15,,FE-1,TYPOLOGIA. Experiment Ops. Tagup with specialists (S-band + VHF),,
08:15-08:25,,FE-5,Work Prep,,
08:15-08:25,,FE-2,"BAR. Terminate Pyren charging, start charging ТТМ-2",,
08:15-08:30,,CDR,JPM ATCS Gas Trap Reconfig (steps 1-4),,
08:25-08:45,,FE-4,Pressurization of Elektron-[ВМ] Liquid Unit prior to activation,,
08:30-10:00,,CDR,Physical Exercise (CEVIS),,
08:30-08:35,,FE-5,Video Camera Assembly (VCA1) Adjustment,,
08:35-09:10,,FE-5,EPO Experiment 1,,
08:35-08:50,,FE-2,TYPOLOGIA. Experiment Assistance.,,
08:35-08:55,,FE-6,SPHERES Crew Conference,,
08:45-09:55,,FE-4,Life On The Station Photo and Video,,
08:55-09:50,,FE-6,Physical Exercise T2,,
09:10-09:40,,FE-5,Integrated Cardiovascular Reference Material Review,,
09:40-10:05,,FE-5,EPO Experiment 2,,
09:50-10:05,,FE-6,SPHERES Relocate,,
09:55-11:25,,FE-4,Cleaning ГЖТ4 (Gas-Liquid Heat Exchanger) ВТ-7 Fan Screen,,
10:00-11:30,,FE-2,"Physical Exercise (VELO), Day  4",,
10:00-11:00,,CDR,Physical Exercise Т 2,,
10:05-11:35,,FE-6,SPHERES Camera Setup,,
10:05-10:20,,FE-5,Private Medical Conference,,
10:15-11:45,,FE-1,"Physical Exercise (TVIS), Day  4",,
10:20-10:25,,FE-5,MPC Power Up,,
10:25-11:25,,FE-5,Soyuz 29S US Equipment Transfers,,
11:00-11:15,,CDR,3DA1 Camcorder Setup,,
11:15-12:15,,CDR,3DA1 Camera SPHERES Video,,
11:30-13:00,,FE-5,Physical Exercise (CEVIS),,
11:25-12:55,,FE-4,Physical Fitness Evaluation (on treadmill),,
11:35-12:35,,FE-6,SPHERES Zero Robotics Setup,,
12:00-12:20,,FE-1,IMS Update,,
12:15-12:25,,CDR,3DA1 Camcorder Deactivation,,
12:20-13:00,,FE-1,СОЖ Maintenance,,
12:25-13:00,,CDR,JPM ATCS Gas Trap Reconfig (step 5),,
12:35-12:55,,FE-6,SPHERES Closeout Ops,,
12:55-13:00,,FE-6,Shutting down T2 software to transfer data,,
13:00-14:00,,,LUNCH,,
14:00-14:05,,FE-6,Powering down T2 display,,
14:00-15:30,,CDR,Inspection of PEPs for Portable Breathing Apparatus and Portable FireExtinguishers (PFE),,
14:00-16:30,,"FE-1, FE-2",BAR Experiment. Tagup with specialists (S-band),,
14:05-14:10,,FE-5,MPC Power Down,,
14:05-15:05,,FE-4,Progress 413 Stowage and IMS Operations,,
14:10-14:55,,FE-5,ICV Monitoring Start,,
14:15-14:25,,FE-6,SPHERES Crew Conference,,
14:25-14:35,,FE-6,ICV Start Operator Assistance,,
14:40-14:45,,FE-6,MPC Power Up,,
14:55-15:10,,FE-6,Journal Entry,,
15:05-15:20,,FE-4,Private Medical Conference (Ku + S-band),,
15:05-15:15,,FE-5,ICV - 10-Minute Resting Event,,
15:15-15:25,,FE-5,Camcorder Setup,,
15:25-15:50,,FE-5,Crew records announcement for upcoming EPO,,
15:25-15:55,,FE-4,SEINER Ocean Observations,,
15:30-16:10,,FE-6,MSG Test Part 1,,
15:30-18:10,,CDR,Removing MUX from ICS Rack and protecting for return,,
15:50-16:50,,FE-5,Physical Exercise T2,,
