0,1,2,3,4
GMT,,Crew,,Activity
06:00–06:10,,,,Morning inspection
06:10–06:40,,,Post-sleep,
06:40–07:30,,,BREAKFAST,
07:30–08:00,,,Prep for work,
07:45–08:00,,,Daily planning conference (S-band),
08:15–09:35,,"CDR, FE-2",,Stowage and IMS tracking of deorbit items in Progress M1-8
08:35–10:35,,FE-1,,BSTC: experiment initiation
09:35–09:40,,CDR,,Inspection of ????-2 separator
09:40–10:15,,"CDR, FE-2",,"HDTV: recording of crew video for medical evaluation (Session 2, ISS-MCCTV link) (T0=09:28:15; T1= 09:43:15, T2=09:51:15, T3=10:06:06 – will beactivated by the Automated Daily Timeline (? ? ? ))"
10:15–11:45,,CDR,,Physical exercise (VELO+RED day 3)
10:30–11:30,,FE-2,,Physical exercise (TVIS-3)
10:35–10:40,,FE-1,,BSTC: gas purge
10:40–11:00,,,SSAS ops,
11:00–12:30,,,Physical exercise (RED),
11:30–12:30,,FE-2,,ISS crew orientation
12:30–13:30,,,,LUNCH
13:30–13:55,,FE-1,,Grab Sample Container (GSC) ops
13:30–15:30,,CDR,,Stowage and IMS tracking of deorbit items in Progress M1-8
13:30–14:50,,FE-2,,
13:55–14:40,,FE-1,,
14:40–15:00,,,Prep for PAO event,
14:50–15:20,,FE-2,,Photo/video ops: stowage of deorbit items in Progress
15:00–15:15,,FE-1,,PAO event
15:30–16:30,,CDR,,ISS crew orientation
15:30–15:55,,FE-2,,Video/photo downlink: stowage of deorbit items in Progress (Ku-band)
15:40–16:40,,FE-1,,Physical exercise (TVIS)
15:55–16:30,,FE-2,,Maintenance of ? ? ?
16:30–16:45,,CDR,,FMK deployment
16:30–16:45,,FE-2,,Daily payload status check
16:40–17:40,,FE-1,,BSTC: culture sample preservation
16:45–18:15,,FE-2,,Physical exercise (VELO+RED day 3)
16:45–17:15,,CDR,,IMS file prep
17:15–18:15,,,Physical exercise (TVIS-3),
17:40–17:45,,FE-1,,BSTC: purge
17:45–17:50,,,BSTC: scheduled maintenance,
18:10–18:15,,,VOA deactivation,
18:15–18:45,,Daily plan review,,
18:45–19:00,Daily planning conference (S-band),,,
19:00–19:30,Prep for work,,,
19:30–20:00,DINNER,,,
20:00–20:30,Daily food prep,,,
20:30–21:05,FE-1,Pre-sleep,,
20:30–21:30,"CDR, FE-2",,,
21:05–21:20,FE-1,Private family conference (S-band),,
21:20–21:30,Pre-sleep,,,
21:30–06:00,,SLEEP,,
GMT,Crew,Activity,,
03:00-03:10,,Morning inspection,,
03:10-03:40,Post-sleep,,,
03:40-04:25,BREAKFAST,,,
04:25-04:55,Prep for Progress ? -46 (#246) docking,,,
04:55-06:25,Progress ? -46 (#246) docking,,,
06:40-07:10,Work prep,,,
07:10-07:25,DPC (S-band),,,
07:40-08:40,CDR,PE (TVIS) – active rest,,
07:50-08:05,FE-2,Regeneration of ? 1 absorptive bed in ?? ?  (?????????),,
08:05-08:40,? ? ?  maintenance,,,
08:30-08:40,FE-1,Daily payload status check,,
08:40-09:40,PE (CEVIS),,,
08:40-09:30,"CDR,FE-2",Docking interface leak check (? ??-???),,
09:30-09:50,Opening of hatches ?? -? ?? and ???-??,,,
09:40-11:10,FE-1,PE (RED),,
09:50-10:10,"CDR,FE-2",Installation of QD screw clamps,,
10:10-10:25,CDR,Air sampling with ??-1?,,
10:10-11:40,FE-2,PE (VELO+RED) – active rest,,
10:25-10:55,CDR,"??? deactivation, air duct installation",,
11:10-11:40,FE-1,MSG CHECKOUT procedure review,,
11:40-12:40,,LUNCH,,
12:40-13:10,"FE-1,CDR",Ku-band video deconfig,,
12:40-13:40,FE-2,Microencapsulation Electrostatic Processing (MEPS): transfer to operationallocation (Rack 1),,
13:10-13:15,CDR,Inspection of ????-2 separator,,
13:15-14:15,ODF swap,,,
13:40-15:20,FE-1,"Microgravity Science Glovebox (MSG):  initial checkout, inspection ofmechanical parts, filter installation",,
14:50-16:20,CDR,PE (VELO-RED) – active rest,,
15:00-16:00,FE-2,PE (TVIS) – active rest,,
15:20-15:45,FE-1,ADVASC: photography,,
16:20-16:35,,DPC (S-band),,
16:35-17:05,DINNER,,,
17:05-17:30,Daily food prep,,,
17:30-18:30,Pre-sleep,,,
18:30-06:00,SLEEP,,,
GMT,CREW,ACTIVITY,,
09:20–09:30,,Morning inspection,,
