0,1,2,3,4
ВРЕМЯ,CREW,,ACTIVITY,
06:00-06:10,,Morning inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,CDR,BREAKFAST,,
,,"IMMUNO. First stress test, questionnaire data entry. Tagup with specialists (S-",,
06:40-06:50,,,,
,,band),,
,FE-1,,,
06:50-07:00,,IMMUNO. First saliva sampling. Tagup with specialists (S-band),,
07:00-07:50,,BREAKFAST,,
07:30-08:00,CDR,,,
,,Work prep,,
07:50-08:05,FE-1,,,
08:05-08:20,,Daily Planning Conference (S-band),,
08:20-08:35,FE-1,Work prep,,
08:20-11:20,CDR,Semi-annual TVIS maintenance and bearing replacement,,
08:35-08:45,,PLANTS-2. Data downlink,,
,,Transfer of condensate water sample from KAV sampler. Tagup with specialists,,
08:45-09:45,,,,
,,(S-band),,
,FE-1,,,
09:45-09:55,,PLANTS-2. Data downlink,,
09:55-10:10,,PLANTS-2. Photography,,
10:10-11:40,,"Physical Exercise (RED), Day 4",,
11:20-12:20,CDR,Physical exercise (CEVIS),,
11:40-12:40,FE-1,"Physical Exercise (VELO + Load Trainer/Cycle 1), day 4",,
12:20-13:50,CDR,Physical Exercise (RED),,
12:40-13:10,,СОЖ maintenance,,
13:10-13:30,FE-1,IMS update,,
13:30-13:50,,Water sampling from Water supply system - water stores [СВО-ЗВ],,
13:50-14:50,,LUNCH,,
14:50-18:10,CDR,Semi-annual TVIS maintenance and bearing replacement,,
14:50-17:50,,Semi-annual TVIS maintenance and bearing replacement,,
,FE-1,,,
17:50-18:05,,Private medical conference (S-band),,
18:10-18:25,,Daily Planning Conference (S-band),,
18:25-18:40,FE-1,Daily Plan Review,,
18:25-18:40,,Private family conference (Ku + S-band),,
,CDR,,,
18:40-18:45,,Oxygen and CO2 status check.,,
18:40-19:05,FE-1,Report prep,,
18:45-18:50,,"Transferring TVIS, RED, and HRM data to MEC",,
,CDR,,,
19:00-19:30,,Report prep,,
19:05-19:35,FE-1,Daily Food Prep,,
19:30-20:00,CDR,DINNER,,
19:35-20:05,FE-1,DINNER,,
20:00-20:30,CDR,Daily food prep,,
20:05-21:05,FE-1,,,
,,Pre-sleep,,
20:30-21:30,CDR,,,
,FE-1,,,
GMT,CREW,,ACTIVITY,
06:00-06:10,,Morning inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-07:55,,Work prep,,
07:55-08:10,,Daily planning conference (S-band),,
08:10-10:10,CDR,"FOOT - CDR video ops,",,
08:15-08:25,,NOA (ESANO1). Hardware setup and activation,,
08:25-08:40,,Taking readings from АОК ГАНК-4М gas analyzer,,
08:40-08:55,FE-1,IMS tagup (S-band),,
08:55-09:20,,NOA (ESANO1). Measurement and close out ops,,
09:20-11:20,,CARDIOCOG. Experiment ops,,
10:10-11:10,,FOOT: CDR - calibration w/video,,
,CDR,,,
11:10-12:40,,Physical Exercise (RED),,
11:20-12:50,FE-1,Physical Exercise (TVIS) day 4,,
12:50-13:50,.,LUNCH,,
13:50-15:50,FE-1,Urine transfer from EDV-U to Progress No354 Rodnik Water Tanks 1 and 2,,
13:50-15:20,,TVIS IFM procedure printout,,
,CDR,,,
15:20-16:50,,TVIS IFM procedure review,,
15:50-16:30,,TVIS IFM procedure review,,
,FE-1,,,
16:30-17:00,,Filling EDV [KOB] for Electron,,
16:50-17:50,CDR,Physical Exercise (TVIS),,
17:00-17:30,FE-1,СОЖ maintenance,,
17:50-18:05,,Daily planning conference (S-band),,
,,,,
18:05-18:20,,Flight Director / ISS Crew Tagup (S-band),,
18:20-19:20,FE-1,Physical Exercise (VELO+RED) day 4,,
18:40-18:45,,O2 and CO2 status check.,,
18:45-18:50,CDR,"Transferring TVIS, RED, and HRM data to MEC",,
18:50-19:20,,FOOT - CDR equipment stow,,
19:20-19:30,,ISS Crew / Kent Rominger tagup (Astronaut Office) (S-band),,
19:30-20:00,,DINNER,,
20:00-20:30,,Daily food prep,,
20:30-21:30,,Pre-sleep,,
21:30-06:00,,SLEEP,,
,,GCF-JAXA. ТБУ incubator temperature check,,
,FE-1,,,
Task List,,PLANTS-2. Payload status check,,
,CDR,IMS update,,
GMT,,CREW,,ACTIVITY
08:30-08:40,,,Morning inspection,
08:40-09:10,,,Post-sleep,
,.,,,
09:10-10:00,,,BREAKFAST,
10:05-11:35,,,Post-EVA Debrief. Tagup with specialists (S-band) /,
12:05-13:05,CDR,,Physical Exercise (TVIS),
12:15-12:30,,,БМП Ф1 cartridge regeneration (termination),
,FE-1,,,
12:30-12:45,,,БМП Ф2 cartridge regeneration (start),
13:05-14:35,CDR,,Physical Exercise (RED),
13:10-14:40,FE-1,,"Physical Exercise (TVIS), Day 4",
14:35-14:40,CDR,,On MCC Go ISS O2 repress from Progress 354 СрПК (start),
14:40-15:40,.,,LUNCH,
15:40-15:45,,,ISS O2 repress from Progress 354 СрПК (terminate),
,CDR,,,
16:05-16:20,,,VHF Test using US Ground Sites,
17:30-18:00,,,СОЖ maintenance,
,FE-1,,,
18:30-19:30,,,Physical Exercise (VELO+RED) day 4,
19:25-19:30,CDR,,O2 and CO2 status check.,
19:30-20:00,,,DINNER,
20:00-20:30,,,Daily food prep,
,.,,,
20:30-21:30,,,Pre-sleep,
21:30-06:00,,,SLEEP,
,,,GCF-JAXA. ТБУ incubator temperature check,
Task List,FE-1,,PLANTS-2. Payload status check,
,,,PLANTS-2. Recharging water tank,
GMT,CREW,ACTIVITY,,
06:00-06:10,.,Morning inspection,,
06:10-06:40,Post-sleep,,,
06:40-07:30,BREAKFAST,,,
07:30-10:30,CDR,Weekly Housekeeping,,
07:30-07:45,FE-1,Regeneration of Micropurification System [БМП] Ф1 cartridge (start),,
07:45-10:45,Weekly Housekeeping,,,
10:45-11:45,Physical Exercise (VELO+RED) - 3.,,,
10:30-12:00,CDR,Physical exercise (TVIS),,
12:00-13:00,Physical Exercise (RED),,,
12:15-12:30,FE-1,Private psychological conference (VHF),,
13:05-13:35,.,Weekly planning conference (S-band),,
13:35-13:40,FE-1,On MCC Go ISS O2 repress from Progress 354 СрПК (start),,
13:40-14:40,.,LUNCH,,
14:40-14:45,FE-1,ISS O2 repress from Progress 354 СрПК (terminate),,
17:35-17:55,CDR,EPO P/L experiment / activity review,,
17:55-18:05,EPO P/L experiment / setting up Camcorder,,,
18:05-18:30,EPO P/L experiment / demonstration of vibrations (Ku+S-band),,,
18:30-18:40,EPO P/L experiment / hardware stowage,,,
17:45-19:15,FE-1,Physical Exercise (TVIS) day 3,,
18:45-19:15,CDR,СОЖ maintenance,,
19:15-19:40,FE-1,Daily food prep,,
19:15-19:20,CDR,O2 and CO2 status check,,
19:20-19:25,"Transferring TVIS, RED, and HRM data to MEC",,,
19:25-19:40,Private family conference (S+Ku-band),,,
19:40-20:10,DINNER,,,
19:40-20:15,FE-1,,,
20:10-20:30,CDR,Daily food prep,,
20:15-20:30,FE-1,Regeneration of Micropurification System [БМП] Ф1 cartridge (terminate),,
20:30-21:30,.,Pre-sleep,,
21:30-06:00,SLEEP,,,
Task List,FE-1,GCF-JAXA. ТБУ temperature check,,
STATOKONIA. АРТ temperature check,,,,
GMT,CREW,ACTIVITY,,
12:40-12:50,,Morning inspection,,
12:50-13:00,FE-1,Post-sleep,,
