0,1,2,3,4,5
GMT,,Crew,Activity,,
06:00–06:10,,,Morning inspection,,
06:10–06:40,,,Post-sleep,,
06:40–07:30,,,BREAKFAST,,
08:20–09:05,,,Tagup with EVA specialist,,
09:05–09:20,,FE-2,Increment 4 payload status check,,
09:05–10:35,,CDR,Physical exercise (TVIS+IRED day 1),,
10:00–11:00,,FE-2,Physical exercise (TVIS),,
11:00–11:15,,CDR,Regeneration of ? 2 absorption cartridge in ?? ?  (end)s,,
11:00–12:30,,FE-2,Physical exercise (RED),,
11:50–12:30,,CDR,Maintenance of ? ? ?,,
12:30–13:30,,,LUNCH,,
15:00–16:00,,FE-1,Physical exercise (TVIS),,
15:30–16:30,,CDR,Physical exercise (cycle-1),,
16:00–17:30,,FE-1,Physical exercise (RED),,
18:00–18:30,,,Daily plan review,,
18:30–18:45,,,Daily planning conference,,
19:00–19:30,,,Work prep,,
19:30–20:00,,,DINNER,,
20:00–20:30,,,Daily food prep,,
20:30–21:30,,,Pre-sleep,,
21:30–06:00,,,SLEEP,,
,GMT,,Crew,,Activity
,06:00–06:10,,,,Morning inspection
,06:10–06:40,,,Post-sleep,
,06:40–07:30,,,BREAKFAST,
,07:30–08:00,,,Work prep,
,08:10–08:25,,,Daily planning conference (S-band),
,08:25–08:40,,FE-1,,Pre-EVA activation of Soyuz ???
,08:25–08:40,,FE-2,,Removal of RED gimbal assembly
,08:40–09:20,,FE-1,,Maintenance of ? ? ?
,09:00–10:30,,CDR,,Physical exercise (active rest)
,09:15–09:30,,FE-2,,Grab Sample Container (GSP) ops
,09:20–09:30,,FE-1,,Inspection of ????-1 separator
,09:30–10:30,,FE-2,,Physical exercise (TVIS)
,09:30–09:45,,FE-1,,Increment 4 payload status check
,09:45–10:35,,,INTERACTIONS: data entry and backup (FE-1),
,10:30–12:00,,FE-2,,Physical exercise (RED)
,10:35–11:35,,FE-1,,Physical exercise (TVIS)
,10:40–10:55,,CDR,,Pre-EVA private medical conference (S-band)
,12:00–12:15,,FE-2,,Private family conference (S-band)
,12:15–13:00,,,,LUNCH
,13:00–14:00,,,EVA timeline review. Tagup with ground specialists,
,14:00–14:30,,FE-1,,IV crew food prep
,14:30–15:40,,,Physical exercise (RED),
,14:30–15:30,,CDR,,Physical exercise
,16:00–16:10,,,,Prep for PAO TV event
,16:10–16:30,,,Addressing participants of the 30th National COSMOS Competition at MCC-M FCR,
,16:30–16:55,,FE-1,,IMS delta file prep
,16:55–17:00,,,SSRMS RWS test activation,
,17:00–17:45,,,SSRMS maneuver to EVA viewing,
,17:00–17:15,,FE-2,,Pre-EVA private medical conference (S-band)
,17:45–18:15,,FE-1,,Transfer of TVIS/IRED data to MEC
,18:15–18:45,,,,Daily plan review
,18:45–19:00,,,Daily planning conference (S-band),
,19:00–19:30,,,Report prep,
,19:30–20:00,,,Daily food prep,
,20:00–20:30,,,DINNER,
,20:30–21:30,,,Pre-sleep,
,21:30–07:30,,,SLEEP,
GMT,Crew,Activity,,,
12:30–12:40,,Morning inspection,,,
12:40–13:10,,Personal hygiene (post-sleep),,,
13:10–14:00,,BREAKFAST,,,
14:00–14:15,,Work prep,,,
14:15–14:30,,Daily planning conference (S-band),,,
14:30–14:50,,Work prep,,,
14:50–15:50,FE-2,Configuration of ISS systems for EVA,,,
14:50–15:30,"CDR, FE-1",Configuration of DC-1 and ? ??  for EVA,,,
15:30–16:05,ORLAN systems C/O,,,,
15:50–15:55,FE-2,Camcorder prep,,,
15:55–16:40,SM ventilation shutdown / air duct removal,,,,
16:05–16:30,"CDR, FE-1",Test of Orlan interface unit (? ? ? ) in DC-1,,,
16:30–16:55,Test of Orlan interface unit (? ? ? ) in ? ??,,,,
16:40–16:50,FE-2,? ? -8: setup,,,
16:50–17:25,Configuration of ISS systems for EVA / comm config,,,,
16:55–17:10,FE-1,Body mass measurement,,,
16:55–17:10,CDR,Biochemical urine test,,,
17:10–17:25,Body mass measurement,,,,
17:10–17:25,FE-1,Biochemical urine test,,,
17:25–18:05,,Comm test / check of vital signs,,,
18:05–18:15,"CDR, FE-1",Orlan/? ? ?  final check,,,
18:05–18:20,FE-2,Removal of DC-1 air ducts,,,
18:20–18:40,"CDR, FE-1",DC-1 O2 tanks ??-3 (1-4) C/O,,,
18:20–19:00,FE-2,Configuration of ISS systems for EVA / juice preparation,,,
