0,1,2,3,5
TIME,CREW,,,
06:00-06:10,CDR,Morning Inspection. Laptop RS1(2) Reboot  Laptop RSS2 Reboot,,
06:00-06:10,"FE-5, FE-6",Morning Inspection,,
06:10-06:40,.,Morning Inspection,,
06:40-07:30,CDR,BREAKFAST. SM ПСС,,
06:40-07:30,"FE-5, FE-6",BREAKFAST,,
07:30-07:35,FE-6,ISERV- Opening Window Shutter,,
10:25-11:25,FE-6,T2 Exercise,,
11:20-11:35,CDR,Private Family Conference (Ku+S-band),,
11:25-12:35,FE-5,T2 Exercise,,
12:00-13:00,CDR,"VELO Exercise, Day 1",,
12:55-13:00,FE-5,CUBESAT - Hardware Photo,,
13:00-14:00,.,LUNCH,,
14:00-14:40,CDR,"СОЖ Maintenance. SM and FGB СВО, СГО, АСУ СПКУ Counter, POTOK Air Purification System Data Calldowns",,
14:00-14:15,FE-5,JRNL - Journal Entry,,
14:35-14:50,FE-5,Private Family Conference,,
17:00-18:30,CDR,"БД-2 Exercise, Day 1",,
17:00-18:20,FE-5,ARED Exercise,,
18:45-19:00,CDR,Daily Planning Conference (S-band),,
19:15-19:40,FE-6,Pre-sleep,,
19:30-21:20,CDR,Pre-sleep,,
19:30-21:30,FE-5,Pre-sleep,,
19:40-19:55,FE-6,Private Family Conference,,
19:55-21:30,FE-6,Pre-sleep,,
21:20-21:25,CDR,IVA - Reading Routine Clothes Reminder,,
21:25-21:30,CDR,IVA - Reading Exercise Clothes Reminder,,
21:30-06:00,.,SLEEP,,
,,Preparation of reports for Roscosmos site,,
Task List,CDR,,,
,,ECON-M. Observations and Photography,,
13:05-14:05,CDR Midday meal,,,
13:45-14:45,"FE-5, FE-6 Midday meal",,,
14:10-14:50,CDR SOZh maintenance,,,
14:45-15:45,"FE-5, FE-6 OBT – review Dragon rndz and docking procedures",,,
,"СКПФ1, СКПФ2 dust filters replacement (ФГБ1ПГО_4_419_1. mark IMS )",,,
14:50-15:50,CDR,,,
,and cleaning of ГЖТ gas-liquid heat exchanger in MRM1,,,
15:45-15:55,"FE-5, FE-6 ROBoT – training exercise debrief",,,
15:50-15:55,CDR IVA – dried clothes stow,,,
15:55-17:25,"FE-5, FE-6 EVA tool prep",,,
16:00-17:00,CDR Stow items for disposal on Progress 423 (DC1) with IMS update,,,
17:10-18:40,CDR БД-2 exercise Day-1,,,
17:25-18:45,FE-5 ARED exercise,,,
17:25-18:20,"FE-6 IFM - ""Pin Kit"" equipment setup for ETVCG",,,
18:40-19:10,CDR Evening work prep,,,
18:45-18:55,FE-5 BSA battery discharge termination,,,
18:55-19:15,FE-5 BSA battery charge initiation,,,
19:05-19:15,FE-6 MSPR-ZEBRA. Rack deactivation and close-out ops,,,
19:10-19:15,CDR IVA – questionnaire on casual wear,,,
19:15-19:30,. Daily planning conference (S-band),,,
19:30-21:20,CDR Presleep,,,
19:30-21:30,"FE-5, FE-6 Presleep",,,
21:20-21:25,CDR IVA – reading of reminder on casual wear,,,
21:25-21:30,CDR IVA - reading of reminder on exercise wear,,,
21:30-06:00,. Sleep,,,
,Preparation of reports for Roskosmos site,,,
Task List,CDR ECON-M. Observations and Photography,,,
,IMS Update,,,
TIME,CREW,ACTIVITY,,
05:30-05:40,FE-1,Morning Inspection. Laptop RS1(2) Reboot,,
05:30-05:40,FE-2,Morning Inspection. Laptop RSS2 Reboot,,
05:40-06:20,FE-1,BREAKFAST,,
05:40-06:20,FE-2,Post-sleep,,
06:00-06:05,CDR,Reading REMINDER,,
06:00-06:15,FE-4,CHROMATOMASS. Experiment Setup,,
06:00-06:05,"FE-5, FE-6",IVA - Reading Routine Clothes Reminder,,
06:05-06:20,CDR,HRF - Generic Sample Operations,,
06:05-06:10,"FE-5, FE-6",IVA - Reading Exercise Clothes Reminder,,
06:10-06:15,"FE-6, FE-5",REMINDER - Reading Reminder,,
06:15-06:45,FE-4,CHROMATOMASS. Saliva and Blood Collection,,
06:15-06:25,FE-5,Morning Inspection,,
06:15-06:20,FE-6,Reading REMINDER,,
06:20-06:25,CDR,HRF - Urine Sample MELFI Insertion,,
06:20-07:20,"FE-1, FE-2",ТК 712 Motion Control System (СУД) Test Prior To Undocking,,
06:20-06:35,FE-6,HRF - Generic Sample Operations,,
06:25-06:30,CDR,Morning Inspection,,
06:25-06:40,FE-5,Post-sleep,,
06:30-07:00,CDR,HRF - Activation of Refrigerated Centrifuge,,
06:35-06:40,FE-6,HRF - Urine Sample MELFI Insertion,,
06:40-06:55,FE-5,HRF - Blood collection assistance,,
06:40-06:50,FE-6,Morning Inspection,,
06:45-06:55,FE-4,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,
06:50-07:10,FE-6,Post-sleep,,
06:55-07:30,FE-4,Post-sleep,,
06:55-07:05,FE-5,Post-sleep,,
07:00-07:20,CDR,Post-sleep,,
07:05-07:30,FE-5,BREAKFAST,,
07:10-07:25,FE-6,BREAKFAST,,
07:20-07:30,CDR,HRF Refrigerated Centrifuge Configuration,,
07:20-07:30,FE-1,Post-sleep,,
07:25-07:30,FE-6,ENERGY Diet Log of Breakfast,,
07:30-07:55,.,Daily Planning Conference (S-band),,
07:55-08:00,CDR,BREAKFAST,,
07:55-08:25,FE-1,Post-sleep,,
07:55-08:40,FE-2,BREAKFAST,,
07:55-08:35,FE-4,BREAKFAST,,
12:05-12:15,FE-5,WRS Filling Recycle Filter Tank Assembly from EDV,,
12:10-12:15,FE-6,Dried Clothes Stowage,,
12:15-12:45,"FE-5, FE-6",Dragon Rendezvous OBT Conference,,
12:25-12:30,CDR,ISERV - Opening Window Shutter,,
12:35-12:45,CDR,Stow Earlier Installed Formaldehyde Monitoring Kit (FMK),,
12:45-12:55,FE-5,WRS Filling Recycle Filter Tank Assembly from EDV,,
12:45-13:40,FE-6,LUNCH,,
12:50-13:05,CDR,Private Medical Conference,,
12:50-13:05,"FE-1, FE-2, FE-4",IMS Tagup,,
12:55-13:55,FE-5,LUNCH,,
13:05-14:05,"FE-1, FE-2, FE-4, CDR",LUNCH,,
13:40-13:45,FE-6,ENERGY Diet Log (Lunch),,
13:45-14:05,FE-6,HRF - Hardware Setup,,
14:05-17:05,"CDR, FE-1, FE-2",Soyuz 712 descent OBT. Tagup with specialists (S-band),,
14:05-15:05,"FE-4, FE-5, FE-6",Emergency Roles and Responsibilities Review,,
15:05-15:15,FE-5,BCAT - Battery Replacement and Photo Downlink,,
15:05-15:45,FE-6,Remove depress hose for UPA operations,,
15:15-15:55,FE-4,СОЖ Maintenance,,
15:15-15:25,FE-5,CIR - Hardware Teardown,,
15:25-16:10,FE-5,Acoustic Dosimeter Stow,,
15:45-17:15,FE-6,ARED Exercise,,
15:55-17:15,FE-4,"БД-2 Exercise, Day 4",,
16:10-16:20,FE-5,WRS Filling Recycle Filter Tank Assembly from EDV,,
16:20-16:30,FE-5,RWS Powerup,,
16:30-17:40,FE-5,T2 Exercise,,
17:05-18:05,CDR,CEVIS Exercise,,
17:05-18:05,"FE-1, FE-2",Crew Departure Prep,,
17:15-17:45,FE-4,Photography of Removable Cassette Container [СКК] No. 9 / r/g 6560,,
17:20-17:50,FE-6,OBT - Dragon Robotics Review,,
17:40-17:45,FE-5,IVA - Completing Questionnaire,,
17:45-18:00,FE-4,URAGAN. Transfer the files for OCA downlink,,
17:45-17:55,FE-5,IVA - Completing Questionnaire,,
17:50-18:05,FE-6,DOS3D - Removal of Passive Dosimeters,,
17:55-18:10,FE-5,RGN - Initiate drain into EDV,,
18:05-18:10,CDR,CUBSAT - Hardware Photo,,
18:05-18:10,"FE-1, FE-6",Handover of DOSIS 3D Dosimeters for return on ТК 712,,
