0,1,2,3,4,5
GMT,CREW,ACTIVITY,,,
04:00-04:10,.,Morning inspection,,,
04:10-04:40,Post-sleep,,,,
04:40-05:30,"ISS8, FE-1-9,FE1VC",BREAKFAST,,,
04:40-05:05,КЭ-9,,,,
05:05-05:30,"TV downlink on increment. VIDEO-3 (То=05:04, Т1, Т2, Т3from СПП)",,,,
05:30-05:45,.,DPC (S-band),,,
05:45-06:10,КЭ-9,BREAKFAST,,,
05:45-06:15,"ISS8, FE-1-9,FE1VC",Prep for work,,,
06:10-06:30,КЭ-9,,,,
,,Prep for work,,,
06:15-06:20,FE-1-9,LAB window leak check,,,
06:20-07:50,Set up of radiation monitors,,,,
06:15-06:30,FE1VC,PMC (S-band),,,
06:15-06:45,FE-1,Flash card replacement,,,
06:30-06:45,"КЭ-9, FE1VC","Crew prep for PAO (То=06:34, Т1, Т2, Т3 from СПП)",,,
06:45-07:00,TV PAO Barend & van Dorp,,,,
06:45-07:00,FE-1,SM / ПхО air duct disconnect (from [СКВ1]),,,
07:00-07:05,RASTENIYA-2. Equipment status monitoring,,,,
07:00-07:10,FE1VC,ARGES: videotape changeout,,,
07:05-10:15,КЭ-9,ISS8 / ISS9 crew handover,,,
07:05-09:15,FE-1,,,,
07:10-07:35,FE1VC,ARGES: lamp ops,,,
07:15-08:15,КЭ,Physical Exercise (TVIS),,,
07:35-07:45,FE1VC,KUB: Secure ICE experiment,,,
07:45-08:10,ARGES: lamp ops,,,,
08:00-09:15,FE-1-9,ISS8 / ISS9 crew handover,,,
08:15-10:15,КЭ,,,,
08:15-08:20,FE1VC,ARISS: HAM radio set up,,,
08:20-08:30,ARISS: HAM radio session,,,,
08:40-09:05,ARGES: lamp ops,,,,
09:15-09:40,ARGES: lamp ops,,,,
09:15-10:15,FE-1-9,Physical Exercise (CEVIS),,,
09:15-10:15,FE-1,Physical Exercise (TVIS) day 1,,,
09:50-10:15,FE1VC,ARGES: lamp ops,,,
10:15-11:15,.,LUNCH,,,
11:15-14:15,"КЭ, FE-1-9",ISS8 / ISS9 crew handover,,,
11:15-13:45,"FE-1, КЭ-9",ISS8 / ISS9 crew handover,,,
11:15-11:25,FE1VC,ARGES: videotape changeout,,,
11:25-11:50,,ARGES: lamp ops,,,
11:50-12:10,SAMPLE: Sample collection from ESA astronauts,,,,
12:10-12:35,ARGES: lamp ops,,,,
12:45-13:10,ARGES: lamp ops,,,,
13:20-13:45,ARGES: lamp ops,,,,
13:45-14:05,FE-1,HEMATOLOGY: Equipment set up,,,
13:45-14:45,КЭ-9,Physical Exercise (CEVIS),,,
13:55-14:20,FE1VC,ARGES: lamp ops,,,
14:15-14:45,"КЭ, FE-1-9",Maintenance of RED bolts,,,
14:20-14:30,FE1VC,ARGES: data download to memory with crew’s involvement,,,
14:30-15:00,Photo/video imagery,,,,
14:45-15:00,"КЭ, FE-1-9",RED scheduled inspection,,,
14:45-15:45,FE-1,Physical Exercise (TVIS) day 1,,,
14:45-14:55,КЭ-9,DVCAM battery charge,,,
14:55-15:15,IMS file prep,,,,
15:00-16:00,КЭ,Physical Exercise (RED),,,
15:00-15:15,FE1VC,MOUSE: Calibration of STAR accelerometer,,,
15:15-15:30,SEEDS in Space: Monitoring,,,,
15:20-15:35,FE-1-9,PFC (S-band),,,
15:30-16:00,КЭ-9,СОЖ maintenance (Data calldown on СВО and СП counter),,,
15:30-15:40,FE1VC,MOP: Questionnaire Motion Perception,,,
15:40-15:45,MUSCLE: Questionnaire Back Pain,,,,
15:45-16:05,FE-1,Air sampling for ammonia with ИПД sampler,,,
15:45-16:15,FE1VC,Daily plan review,,,
16:00-16:15,"КЭ-9, FE-1-9",PMC (S-band),,,
16:05-16:15,FE-1,DIUREZ. Equipment set up,,,
16:15-16:45,"ISS8, FE-1-9, КЭ-9",Daily plan review,,,
16:20-16:30,FE1VC,ARGES: deactivation,,,
16:30-16:35,MSG: power off,,,,
16:45-17:05,.,Report prep,,,
17:05-17:20,DPC (S-band),,,,
