0,1,2,3,4,5
GMT,CREW,ACTIVITY,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,,Post-sleep,,,
06:40-07:30,,BREAKFAST,,,
07:30-07:45,,Daily Planning Conference (S-band),,,
07:45-08:15,,Prep for Work,,,
08:15-08:30,,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference(S-band),,,
08:30-10:00,FE-2,Physical Exercise (CEVIS),,,
08:40-08:55,"CDR, FE-1",IMS tagup (S-band),,,
08:55-09:10,FE-1,Pressurizing Elektron Liquid Unit #056 using spares,,,
08:55-09:05,CDR,Switching Vozdukh to Manual Mode 5. Tagup with specialists (asnecessary) (S-band),,,
09:10-10:10,"Physical Exercise (VELO + RED), Day 1",,,,
09:10-10:40,FE-1,Progress 360 packing and IMS updates,,,
10:00-11:00,FE-2,Physical Exercise (RED),,,
10:15-10:30,CDR,Video Distribution System (VDS) Video Tape Recorder (VTR) - tapechangeout,,,
10:30-12:00,Progress 360 packing and IMS updates,,,,
11:00-11:15,FE-2,Food frequency questionnaire,,,
11:15-13:00,ANITA: hardware setup,,,,
11:20-11:50,FE-1,Replacement of BRI and RSS1 configuration file. Tagup withspecialists (S-band),,,
12:00-13:30,"Physical Exercise (TVIS), Day 1",,,,
12:00-13:30,CDR,Maintenance of ВТ7 fan on ГЖТ4 [Gas-Liquid Heat Exchanger],,,
13:00-13:30,FE-2,ISL - procedure printout,,,
13:30-13:55,FE-2,LUNCH,,,
13:30-14:30,"CDR, FE-1",,,,
13:55-14:10,FE-2,Private family conference (S + Ku-band),,,
14:10-14:30,LUNCH,,,,
14:30-17:30,Installation of Integrated Station LAN (ISL) components,,,,
14:30-15:30,FE-1,Removing УС-21 box from Progress 360. Note location in IMS,,,
15:30-16:30,"CDR, FE-1",Install Progress 360 docking mechanism,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,,Morning inspection,,,
06:10-06:20,FE-1,МО-8. Configuration Set-up,,,
,CDR,Calf volume measurement,,,
06:10-06:25,FE-2,Post-sleep,,,
06:20-06:35,CDR,Body mass measurement,,,
06:20-06:40,FE-1,Post-sleep,,,
06:25-06:35,FE-2,Calf volume measurement,,,
06:35-07:05,CDR,Post-sleep,,,
06:35-06:50,FE-2,Body mass measurement,,,
06:40-06:50,FE-1,Calf volume measurement,,,
06:50-07:05,Body mass measurement,,,,
06:50-07:20,FE-2,BREAKFAST,,,
07:05-07:15,FE-1,MO-8. Close-out ops,,,
07:05-07:55,CDR,BREAKFAST,,,
07:15-07:55,FE-1,,,,
07:20-07:50,FE-2,Skills training for the Shuttle R-Bar Pitch Maneuver,,,
07:50-07:55,Downlink images obtained during RPM OBT,,,,
07:55-08:10,.,Daily Planning Conference (S-band),,,
08:10-08:20,"FE-1, FE-2",Post-sleep,,,
,CDR,Prep for Work,,,
08:20-08:35,.,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band),,,
08:35-08:45,FE-2,Post-sleep,,,
08:35-08:50,"CDR,FE-1",IMS tagup (S-band),,,
08:45-10:15,FE-2,Physical Exercise (TVIS),,,
08:50-09:20,FE-1,Prep for Work,,,
08:50-09:10,CDR,,,,
09:10-09:40,RELAXATION. Hardware stow. Tagup with specialists (S-band),,,,
09:40-11:00,FE-1,PNEVMOCARD. Experiment ops,,,
10:15-10:45,FE-2,Prep for Work,,,
10:15-10:55,CDR,СОЖ maintenance,,,
10:45-11:45,FE-2,Internal Thermal Control System (ITCS) Buffer Distribution Assembly (BDA)Teardown,,,
10:55-12:10,CDR,PNEVMOCARD. Experiment ops,,,
11:00-12:30,FE-1,"Physical exercise (TVIS), Day 4",,,
11:45-13:15,FE-2,Teardown of Fluid Servicing System (FSS),,,
12:15-13:45,CDR,"Physical Exercise (TVIS), Day 4",,,
12:30-13:30,FE-1,Physical Exercise (RED),,,
13:15-13:45,FE-2,Cargo transfers from LAB,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,.,Morning Inspection,,,
06:10-06:40,Post-sleep,,,,
06:40-07:30,BREAKFAST,,,,
07:30-07:40,Prep for Work,,,,
07:40-07:55,Daily Planning Conference (S-band),,,,
07:55-08:15,CDR,Prep for Work,,,
07:55-08:00,"FE-1,FE-2",Prep for Work,,,
08:00-11:00,FE-1,FGB СУД Equipment Teardown (СС-16А),,,
