0,1,2,3,4,5
GMT,CREW,,,,
06:00-06:10,,Morning Inspection,,,
06:10-06:40,,Post-sleep,,,
06:40-07:30,,BREAKFAST,,,
09:30-11:00,FE-1,Physical Exercise (TVIS) day 4,,,
09:50-10:00,,CSA-CP battery replacement,,,
,FE-2,,,,
10:00-11:30,,Physical Exercise (RED),,,
11:00-12:30,CDR,Physical Exercise (TVIS) day 4,,,
12:30-13:30,,LUNCH,,,
,CDR,"Physical Exercise (VELO + RED), day 4",,,
15:30-16:30,,,,,
,FE-2,Physical Exercise (CEVIS),,,
16:30-17:10,CDR,СОЖ Maintenance,,,
16:30-17:30,FE-1,"Physical Exercise (VELO+RED), day 4",,,
18:30-18:50,,Flight Director / ISS Crew Weekly Tagup (Ku + S-band),,,
19:10-19:15,,O2 level check,,,
19:15-19:20,,Food frequency questionnaire,,,
,FE-2,,,,
19:20-19:25,,SSC file server reboot,,,
19:25-19:30,,"Transfer of TVIS, RED, and HRM data to MEC",,,
19:30-20:00,,DINNER,,,
20:00-20:30,,Daily Food Prep,,,
,,,,,
20:30-21:30,,Pre-sleep,,,
21:30-06:00,,SLEEP,,,
,CDR,ECON. Observations and photography,,,
Task List,FE-1,URAGAN. Observations and photography,,,
,"CDR, FE-1",Photography of one Russian crew member in ATV interior,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,.,Morning Inspection,,,
06:10-06:40,Post-sleep,,,,
06:40-07:30,BREAKFAST,,,,
10:00-11:30,FE-1,"Physical Exercise (VELO), day 2",,,
11:30-13:00,FE-2,Physical Exercise (RED),,,
,CDR,"Physical Exercise (TVIS), day 2",,,
13:00-14:00,.,LUNCH,,,
14:00-14:15,FE-2,Start Filling CWC from the Lab Condensate Tank,,,
14:45-15:00,Terminate Filling CWC from the Lab Condensate Tank,,,,
15:30-16:30,FE-1,"Physical Exercise (VELO+RED), day 2",,,
15:35-15:50,CDR,Private Psychological Conference (VHF),,,
16:15-17:15,FE-2,Physical Exercise (CEVIS),,,
16:30-17:30,CDR,"Physical Exercise (VELO+RED), day 2",,,
17:10-17:25,FE-1,Private Psychological Conference (VHF),,,
17:25-17:40,FE-2,Private Family Conference (Ku + S-band),,,
17:30-18:10,CDR,"СОЖ Maintenance. СВО, СП, and POTOK Air Purification System datacalldowns",,,
17:45-18:15,FE-2,OUM-PFE – Hardware Installation,,,
18:15-19:00,.,Evening Work Prep,,,
19:00-19:15,Daily Planning Conference (S-band),,,,
19:15-19:30,Evening Work Prep,,,,
19:30-20:00,DINNER,,,,
20:00-20:30,Daily Food Prep,,,,
20:30-21:30,Pre-sleep,,,,
21:30-06:00,SLEEP,,,,
Task List,FE-1,URAGAN. Observations and Photography,,,
CDR,ECON. Observations and Photography,,,,
FE-1,DIATOMEA. World Ocean Observations,,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,,Morning Inspection,,,
06:10-06:40,,Post-sleep,,,
06:40-07:30,,BREAKFAST,,,
07:30-07:45,,Daily Planning Conference (S-band),,,
07:45-08:15,,Prep for Work,,,
08:20-08:35,,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band),,,
08:35-11:05,FE-2,EHS: Water Sample Collection,,,
08:35-08:45,"CDR, FE-1",IMS tagup (S-band),,,
08:45-09:00,CDR,Regeneration of БМП Ф2 Absorption Cartridge (start),,,
08:45-09:15,FE-1,Removal of БРПК2 separator,,,
09:15-10:15,"Replacement of БРПК Separator on СРВ-К2М Line 1. (Install separatorfrom БРПК2 set. Discard separator removed from line 1, update theIMS)",,,,
09:30-12:15,CDR,Measuring Free Air in КОБ1 (Internal Thermal Loop) Loop. Tagup withspecialists (S-band),,,
12:15-13:30,Condensate pumping from CWC into ЕДВ using US filter,,,,
10:15-11:15,FE-1,"Physical Exercise (VELO+RED), Day 1",,,
11:05-11:10,FE-2,EHS: Water Reclamation,,,
11:10-11:15,Food frequency questionnaire,,,,
11:15-12:00,Intermodule Ventilation Assembly (IMV) Inlet Screen Cleaning,,,,
11:15-13:35,FE-1,Cleaning ventilation screens on FGB interior panels,,,
12:00-13:30,FE-2,Physical Exercise (RED),,,
13:35-14:35,,LUNCH,,,
14:35-15:35,FE-1,"Cleaning FGB ГЖТ [Gas-Liquid Heat Exchanger] detachable screens 1, 2,and 3",,,
14:35-15:00,FE-2,CSA O2 analyzer calibration,,,
15:00-15:40,CDR,СОЖ Maintenance,,,
15:00-15:15,FE-2,Crew Discretionary Conference (S + Ku-band),,,
15:15-16:15,Crew Departure Prep,,,,
15:35-16:00,FE-1,FGB ЦВ1 Fan Screen Cleaning,,,
15:40-17:10,CDR,Physical Exercise (TVIS) Day 1,,,
16:00-16:20,FE-1,IMS Update,,,
16:15-16:20,FE-2,O2 level check,,,
16:20-16:50,European Modular Cultivation System Water Reservoir Replacement,,,,
16:35-17:15,FE-1,Prep for Work,,,
16:50-17:30,FE-2,European Modular Cultivation System Rotor Based Life Support SystemModule Replacement,,,
17:10-18:10,CDR,Physical exercise (CEVIS + RED),,,
17:15-18:45,FE-1,"Physical Exercise (TVIS), day 1",,,
17:30-17:40,FE-2,European Modular Cultivation System Main Door Close,,,
17:40-18:40,Physical Exercise (CEVIS),,,,
18:10-18:45,CDR,Report prep,,,
18:40-18:45,FE-2,"Transfer of TVIS, RED, and HRM data to MEC",,,
18:45-19:00,,Daily Planning Conference (S-band),,,
19:00-19:20,,Flight Director / ISS Crew Tagup (Ku + S-band),,,
19:20-19:30,,Prep for Work,,,
19:30-20:00,,DINNER,,,
20:00-20:30,,Daily Food Prep,,,
20:30-21:15,CDR,Pre-sleep,,,
20:30-21:30,"FE-1, FE-2",,,,
21:15-21:30,CDR,БМП Ф2 Absorption Cartridge Regeneration (termination),,,
