0,1,2,3,4
GMT,CREW,ACTIVITY,,
06:00-06:10,"CDR, FE-2",Morning Inspection,,
06:00-06:10,FE-1,SONOCARD. Experiment end,,
06:10-06:40,"CDR, FE-2",Post-sleep,,
06:10-06:20,FE-1,Morning Inspection,,
06:20-06:45,FE-1,Post-sleep,,
06:40-07:30,"CDR, FE-2",BREAKFAST,,
06:45-07:30,FE-1,BREAKFAST,,
07:30-07:45,,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band),,
07:45-08:00,,Daily Planning Conference (S-band),,
08:00-08:30,,Prep for Work,,
08:30-09:30,CDR,Physical Exercise (CEVIS),,
08:30-08:45,FE-1,SONOCARD. Copy data on RSE-MED Laptop,,
08:30-08:35,FE-2,BCAT-3: camera checkout,,
08:45-09:00,FE-1,СТТС comm assets switchover to the primary string,,
08:45-08:50,FE-2,MPC Activation for HDTV Playback,,
08:50-09:55,FE-2,Photo/TV bag inventory and configuration,,
09:00-09:15,FE-1,IMS tagup (S-band),,
09:15-10:45,FE-1,"Physical Exercise (TVIS), Day 1",,
09:30-11:00,CDR,Physical Exercise (RED),,
09:55-10:55,FE-2,Physical Exercise (CEVIS),,
10:45-11:45,FE-1,"Physical Exercise (VELO + RED), Day 1",,
11:00-12:00,"CDR, FE-2",EVA procedure review,,
11:45-12:25,FE-1,БРПК-2 filter IFM / Tagup with specialists (S-band),,
12:00-12:30,"CDR, FE-2",EVA conference (S-band),,
12:25-13:25,FE-1,LUNCH,,
12:30-13:30,"CDR, FE-2",LUNCH,,
13:25-13:40,FE-1,Ham radio session with Kursk,,
13:30-18:00,CDR,Progress 361 packing and IMS updates,,
13:30-16:45,FE-2,Photo/TV bag inventory and configuration,,
13:40-18:05,FE-1,Progress 361 packing and IMS updates,,
16:45-16:55,FE-2,Scheduled inspection of RED,,
16:55-18:25,FE-2,Physical Exercise (RED),,
18:05-18:25,FE-1,IMS Update,,
18:05-18:20,CDR,O2 level check,,
18:20-18:25,CDR,Transfer TVIS/RED/CEVIS/HRM data to MEC,,
18:25-18:40,.,Daily Planning Conference (S-band),,
18:40-18:45,FE-2,MPC Deactivation,,
18:40-19:00,"CDR, FE-1",Prep for Work,,
18:45-19:00,FE-2,Prep for Work,,
19:00-19:20,,Flight Director / ISS Crew Tagup (Ku + S-band),,
19:20-19:30,,Prep for Work,,
19:30-20:00,,DINNER,,
20:00-20:30,,Daily food prep,,
20:30-21:30,,Pre-sleep,,
21:30-06:00,,SLEEP,,
