0,1,2,3,4,5
GMT,,CREW,,ACTIVITY,
06:00-06:10,,"FE-1, FE-3,FE-4, FE-5,FE-6",,Morning Inspection,
06:00-06:10,,CDR,,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,
06:10-06:40,,,,Post-sleep,
06:40-07:30,,,,BREAKFAST,
07:30-07:40,,FE-4,,Verification of anti-virus scan results on Auxiliary Computer System (ВКС)laptops,
07:30-07:50,,"CDR, FE-1,FE-6",,Work Prep,
07:30-07:40,,"FE-3, FE-5",,,
07:40-07:50,,FE-4,,,
07:40-07:50,,FE-3,,Ham Radio Hardware Deactivation,
07:40-07:50,,FE-5,,Closing USOS Window Shutters,
07:50-08:15,,,,Daily Planning Conference (S-band). Report to MCC Anti-virus scanresults on Auxiliary Computer System (ВКС) laptops,
08:15-08:30,,CDR,,PLANTS-2 Watering,
08:15-08:25,,FE-5,,Work Prep,
08:15-09:55,,FE-6,,Progress 42 US Unpack,
08:20-09:20,,FE-1,,Physical Exercise (T2) Day 1,
08:25-08:35,,FE-3,,PHS Evaluation Setup,
08:30-09:30,,FE-4,,"Physical Exercise (VELO), Day 3",
08:30-08:35,,FE-5,,HMS Defibrillator Inspection,
08:35-09:05,,FE-3,,Periodic Health Status - Subject,
08:35-09:05,,FE-5,,Periodic Health Status - Assistance,
08:40-09:00,,CDR,,СВО-ЗВ water sampling to Russian drink bags,
09:00-09:30,,CDR,,"Water sampling from БРП-М (HOT, WARM) to drink bags",
09:05-10:35,,FE-5,,Physical Exercise (ARED),
09:05-09:30,,FE-3,,Periodic Health Status (PHS) Data Entry and Hardware Stowage,
09:20-10:05,,FE-1,,Setup and photography of Progress 411 Docking Assembly through RSWindow #26 after separation,
09:30-09:45,,FE-4,,ИК0501 Gas Analyzer О2 Channel Adjustment. Tagup with specialists (S-band),
09:30-11:00,,CDR,,Progress 410 Transfers and IMS Updates,
09:35-10:35,,FE-3,,Physical Exercise (CEVIS),
09:55-10:00,,FE-6,,T2 Series Bungee System (SBS) Changeout,
09:55-10:10,,FE-4,,Swapping nominal TORU РУД and РУО controllers for Pilot РУД and РУОbefore simulation,
10:00-10:20,,FE-6,,Treadmill Kinematics Exercise Preparation,
10:05-10:10,,FE-1,,On MCC Go Switch ПрК-ТК PEV to CLOSED position,
10:10-13:10,,"FE-1, FE-4",,TORU OBT. Tagup with instructor (VHF+S-band),
10:20-11:35,,FE-6,,Physical Exercise T2,
10:35-12:25,,FE-5,,Progress 42 US Unpack,
10:35-12:05,,FE-3,,Physical Exercise (ARED),
11:00-12:00,,CDR,,"Physical Exercise (TVIS), Day 2",
11:35-11:45,,FE-6,,Treadmill Exercise Video Recording Termination,
11:45-11:55,,FE-6,,CIR Alignment Guide Removal,
11:55-12:25,,FE-6,,Crew Medical Officer (CMO) Proficiency Training,
12:05-13:25,,FE-3,,Overhead Crew Quarter Cleaning,
12:15-12:55,,CDR,,Sampling condensate from СРВ-К2М Gas-Liquid Mixture Filter (ФГС) todrink bags – terminate,
12:25-12:35,,FE-6,,HAM Radio Power On,
12:35-12:45,,FE-5,,PAO Hardware Setup,
12:40-12:45,,FE-6,,ISSAC Window Shutter Open,
12:45-12:55,,FE-5,,Crew Prep For PAO,
12:50-13:15,,FE-6,,USND2. Software Installation,
12:55-13:55,,CDR,,LUNCH,
12:55-13:15,,FE-5,,PAO Event,
13:10-14:10,,"FE-1, FE-4",,LUNCH,
13:15-14:15,,"FE-5, FE-6",,LUNCH,
13:25-14:25,,FE-3,,LUNCH,
13:55-14:10,,CDR,,Private Medical Conference (Ku + S-band),
14:10-14:25,,FE-4,,Swapping Pilot ТОРУ РУД and РУО controllers for nominal after simulation /r/g 7097,
14:10-15:10,,"CDR, FE-1",,Prepacking cargo for return in Soyuz 231 DM,
14:15-14:25,,FE-5,,PAO Hardware Deactivation,
14:25-15:05,,FE-4,,"EDV [KOB] Separation for Elektron (Separate ЕДВ (КОВ) lid 7, lid 823 intoЕДВ (КОВ) lid 881 as necessary)",
14:25-15:15,,FE-3,,Crew Departure Prep,
14:25-14:30,,FE-6,,USND2 Power On,
14:25-14:35,,FE-5,,Glacier 2. Sample Retrieval,
14:30-14:55,,FE-6,,Integrated Cardiovascular (ICV) Echo Ultrasound Scan Preparation,
14:35-14:50,,FE-5,,POMS Questionnaire,
14:55-15:50,,FE-5,,Integrated Cardiovascular (ICV) Echo Ultrasound Scan,
15:00-15:50,,FE-6,,Integrated Cardiovascular (ICV) Echo Ultrasound Scan Assistance,
15:05-15:45,,FE-4,,СОЖ Maintenance,
15:15-15:25,,FE-3,,Integrated Cardiovascular (ICV) Exercise Photography,
15:20-16:50,,CDR,,Physical Exercise (ARED),
15:20-16:10,,FE-1,,Download Pille Dosimeter Readings,
15:25-16:35,,FE-3,,Crew Departure Prep,
15:45-17:15,,FE-4,,"Physical Exercise (TVIS), Day 3",
15:50-16:00,,FE-6,,Integrated Cardiovascular (ICV) Exercise Video Camera Setup,
16:00-16:25,,FE-5,,Integrated Cardiovascular (ICV) Exercise Under Load,
16:10-16:20,,FE-1,,Replacing PILLE flash card,
16:25-17:00,,FE-5,,Integrated Cardiovascular (ICV) Echo Ultrasound Scan,
16:25-16:55,,FE-6,,Integrated Cardiovascular (ICV) Echo Ultrasound Scan Assistance,
16:35-16:40,,FE-3,,Integrated Cardiovascular (ICV) Exercise Photography,
16:40-17:20,,FE-3,,Crew Departure Prep,
16:45-18:15,,FE-1,,"Physical Exercise (TVIS), Day 1",
16:50-17:20,,CDR,,SEINER Ocean Observations,
17:00-18:00,,FE-5,,Physical Exercise (CEVIS),
17:00-17:10,,FE-6,,USND2. Data Transfer,
17:10-17:15,,FE-6,,P/L Multi-Protocol Converter (MPC) Power On,
17:15-18:30,,FE-6,,Physical Exercise (ARED),
17:15-17:45,,FE-4,,Removing two КЛ-152М TV cameras and СГ2-14В light units from Soyuz702 Descent Module (Prepack TV cameras for return on Soyuz 231 andlight units for disposal in Soyuz 231 Orbital Module),
17:20-17:50,,FE-3,,VIABLE Reconfig,
17:20-18:20,,CDR,,Progress 410 Transfers and IMS Updates,
17:50-18:05,,FE-3,,VIABLE Bag Inspection,
18:00-18:15,,FE-4,,Private Medical Conference (Ku + S-band),
18:05-18:30,,FE-3,,Evening Work Prep,
18:15-18:30,,FE-1,,Private Medical Conference (Ku + S-band),
18:15-18:30,,FE-5,,USND2 Hardware Power Off And Stow,
18:20-18:30,,CDR,,Transfer TVIS video for ground downlink,
18:30-18:55,,,,Daily Planning Conference (S-band),
18:55-19:10,,FE-5,,Returning stowage bags following Ultrasound 2 operations,
18:55-19:25,,FE-6,,Evening Work Prep,
18:55-19:10,,CDR,,,
18:55-19:30,,"FE-1, FE-3,FE-4",,,
19:10-19:30,,FE-5,,,
19:10-19:30,,CDR,,IMS Update,
19:25-19:30,,FE-6,,P/L Multi-Protocol Converter (MPC) Power Off,
19:30-19:35,,FE-3,,MPC Power Up,
19:30-21:20,,FE-4,,Pre-sleep,
19:30-21:25,,FE-6,,,
19:30-21:30,,"CDR, FE-1,FE-5",,,
19:35-21:25,,FE-3,,,
21:20-21:30,,FE-4,,RUSALKA. Battery charge (start),
21:25-21:30,,FE-3,,MPC Power Down,
21:25-21:30,,FE-6,,ISSAC Window Shutter Close,
21:30-06:00,,,,SLEEP,
Task List,,"CDR,FE-1,FE-4",,Preparation of reports for Roskosmos site,
GMT,,CREW,ACTIVITY,,
06:00-06:10,,"CDR, FE-4, FE-5, FE-6",Morning Inspection,,
06:00-06:10,,FE-1,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,
06:00-06:20,,FE-3,24-hour Urine Sample Collection,,
06:10-06:40,,"CDR, FE-1, FE-4, FE-5, FE-6",Post-sleep,,
06:20-06:30,,FE-3,SOLO Urine Sample Insertion into MELFI,,
06:30-06:40,,FE-3,SOLO SLAMMD Prep,,
06:40-06:50,,FE-3,SOLO Body Mass Measurement,,
06:40-07:30,,"CDR, FE-1, FE-4, FE-5",BREAKFAST,,
06:40-07:10,,FE-6,BREAKFAST,,
06:50-07:10,,FE-3,SLAMMD Equipment Stow,,
07:10-07:25,,FE-3,SLAMMD Equipment Stow,,
07:10-07:20,,FE-6,Glove Box (MSG) Activation,,
07:20-07:30,,FE-6,FIR Removal,,
07:30-07:55,,,Daily Planning Conference (S-band),,
07:55-08:30,,FE-3,Post-sleep,,
07:55-08:15,,FE-6,BREAKFAST,,
07:55-08:10,,FE-5,Work Prep,,
07:55-08:15,,"CDR, FE-1, FE-4",Work Prep,,
08:10-08:30,,FE-5,DCS battery replacement,,
08:15-08:35,,FE-6,Work Prep,,
08:15-08:30,,"FE-1, FE-4",Orlan-MK Drink Bag Refill and Install,,
08:30-10:00,,FE-4,"Physical Exercise (TVIS), Day 2",,
08:30-09:25,,FE-3,BREAKFAST,,
08:30-08:45,,FE-5,TRY-ZERO G Preparation,,
08:35-09:15,,FE-6,HRF Rack 1 Reconfiguraiton,,
08:45-09:45,,FE-5,TRY-ZERO G Video Downlink,,
09:00-10:00,,FE-1,Physical Exercise (ARED),,
09:20-09:40,,FE-6,SHERE. Experiment Start,,
09:25-09:45,,FE-3,Work Prep,,
09:30-11:00,,CDR,"Physical Exercise (TVIS), Day 1",,
09:40-09:55,,FE-6,SHERE Software Load,,
09:45-09:55,,"FE-3, FE-5",TRY-ZERO G Video Downlink,,
09:55-10:30,,FE-6,SHERE experiment laser micrometer test,,
09:55-10:00,,FE-5,TRY-ZERO G Downlink Start,,
09:55-10:55,,FE-3,Physical Exercise T 2,,
10:05-10:10,,FE-5,ALTEA Dosimeter Deactivation,,
10:10-10:15,,FE-5,JEMRMS RLT Activation,,
10:15-10:25,,FE-5,JEMRMS DOUG Startup,,
10:25-10:35,,FE-5,JEMRMS Final Activation Part 1,,
10:30-11:10,,FE-6,SHERE Dynamic Sensor Test,,
10:40-10:45,,FE-5,MPEG Video Download Preparation,,
10:55-11:25,,"FE-3, FE-5",JEMRMS Small Fine Arm (SFA) Conference with SSIPC,,
11:00-13:00,,"CDR, FE-1, FE-4",EVA timeline update. Tagup with specialists (S-band),,
11:10-11:15,,FE-6,SHERE. Data transfer,,
11:15-12:45,,FE-6,Physical Exercise (ARED),,
11:25-11:35,,FE-5,TRY-ZERO G Downlink Termination,,
11:35-11:45,,FE-5,JEMRMS Monitor activation,,
11:45-12:15,,"FE-3, FE-5",JEMRMS Main Arm (MA) Maneuver,,
12:15-12:30,,"FE-3, FE-5",JEMRMS End Effector Checkout,,
12:30-13:00,,"FE-3, FE-5",JEMRMS Small Fine Arm (SFA) Grapple,,
12:45-13:00,,FE-6,Private Medical Conference,,
13:00-14:00,,,LUNCH,,
14:00-14:30,,"FE-3, FE-5",JEMRMS Small Fine Arm Stowage Equipment (SSE) Tool FixtureUngrapple,,
14:00-15:00,,CDR,Reconnect MRM2 (+Y) KURS-P Antenna Feeder DC1 to SM К2-ВКАContainer.  Tagup with specialists (S-band),,
14:00-14:40,,FE-4,СОЖ Maintenance,,
14:00-14:15,,FE-6,SHERE Experiment Power Down,,
14:15-14:20,,FE-6,Glove Box (MSG) Powerdown,,
14:30-14:35,,"FE-3, FE-5",JEMRMS Small Fine Arm Unberth Monitor Part 1,,
14:40-14:50,,"FE-3, FE-5",JEMRMS Small Fine Arm Unberth Monitor Part 2,,
14:45-15:00,,FE-6,ExPRESS Rack 8 Ground Strap Installation,,
14:50-15:20,,"FE-3, FE-5",JEMRMS SFA Maneuvering,,
14:50-15:15,,FE-1,BIORISK-MSN. Open Respiratory Vents and Take Pictures prior to EVA.Tagup with specialists (S-band),,
15:05-15:20,,FE-6,HRF Hardware Setup for Urine Collection,,
15:15-15:30,,FE-1,Setting up Pille dosimeters for EVA,,
15:20-17:20,,"FE-3, FE-6",Increment 28 Crew Handover,,
15:20-15:30,,FE-5,JEMRMS Monitor deactivation,,
15:30-15:45,,FE-5,JEMRMS Deactivation Prep,,
15:30-16:30,,CDR,URAGAN Observation and Photography using FSS. Tagup with specialistsas necessary (S-band + VHF),,
15:45-15:50,,FE-5,Turn off software for viewing and encoding video signal via SSC,,
15:50-17:20,,FE-5,Physical Exercise (ARED),,
16:00-16:15,,FE-4,Private Medical Conference (S-band),,
16:15-16:30,,FE-1,Private Medical Conference (S-band),,
16:30-17:30,,FE-4,"Physical Exercise (VELO), Day 2",,
16:30-18:00,,FE-1,"Physical Exercise (TVIS), Day 1",,
17:00-17:15,,CDR,Private Medical Conference (S-band),,
17:20-18:20,,FE-6,Physical Exercise T 2,,
17:20-18:45,,FE-3,Physical Exercise (ARED),,
17:20-18:20,,FE-5,Physical Exercise (CEVIS),,
17:30-18:30,,CDR,"Physical Exercise (VELO), Day 1",,
18:00-18:20,,FE-4,IMS Update,,
18:00-18:45,,FE-1,Evening Work Prep,,
18:20-18:45,,FE-4,Evening Work Prep,,
18:20-18:30,,FE-5,ALTEA Dosimeter Activation,,
18:20-18:30,,FE-6,HRF - Urine sample insertion in MELFI,,
18:30-18:45,,"CDR, FE-5",Evening Work Prep,,
18:45-19:10,,,Pre-sleep,,
19:10-19:30,,,Conference With Astronaut Office Management,,
19:30-19:35,,FE-3,MPC Power Up,,
19:35-20:00,,,Daily Planning Conference (S-band),,
20:00-21:05,,FE-3,Pre-sleep,,
20:00-20:10,,FE-6,FIR Alignment Guide Installation,,
20:00-21:30,,"CDR, FE-1, FE-4, FE-5",Pre-sleep,,
20:10-21:30,,FE-6,Pre-sleep,,
21:05-21:20,,FE-3,Private Medical Conference,,
21:20-21:25,,FE-3,Pre-sleep,,
21:25-21:30,,FE-3,MPC Powerdown,,
