0,1,2,3
18:00-18:10,"FE-3,FE-5 Crew Prep for PAO",,
18:00-18:20,CDR IMS Update,,
18:10-18:30,"FE-3,FE-5 PAO Event",,
18:20-18:55,"CDR, FE-2 Evening Work Prep",,
18:30-18:55,"FE-3,FE-5 Evening Work Prep",,
18:55-19:15,. Daily Planning Conference (S-band),,
19:15-19:30,. Evening Work Prep,,
19:30-21:30,"CDR, FE-2, FE-4 Pre-sleep , FE-5",,
19:30-21:25,"FE-3,FE-6 Pre-sleep",,
21:25-21:30,"FE-3,FE-6 REMINDER - Reading Reminder",,
21:30-06:00,. SLEEP,,
,Preparation of reports for Roscosmos site,,
Task List,"CDR,FE-2, FE-4 URAGAN Observations and Photography",,
,ECON-M. Observations and Photography,,
10:05-10:30,FE-6,Crew Medical Officer (CMO) proficiency training,
10:05-11:30,FE-3,ARED Exercise,
10:30-11:30,FE-6,T2 Exercise,
10:30-10:55,FE-5,WHC Fill,
10:45-12:15,FE-4,"БД-2 Exercise, Day 2",
11:00-11:45,FE-5,Optical Coherence Tomography (OCT) - Equipment Setup,
11:30-11:50,FE-3,EXPRESS Rack 7 Clean Up Activity,
11:30-11:35,FE-6,Photo/TV Camcorder Setup Verification for ARED Exercise,
11:35-13:00,FE-6,ARED Exercise,
11:45-11:55,FE-5,PAO Hardware Setup,
11:55-12:05,"FE-3,FE-5",Crew Prep for PAO,
12:00-12:15,CDR,KHROMATOMASS. Closeout Ops,
12:05-12:25,"FE-3,FE-5",PAO,
12:15-13:15,"CDR,FE-2, FE-4",LUNCH,
12:30-13:00,FE-5,WETLAB - WetLab Hardware Cleanup and Relocate,
12:45-13:00,FE-3,EXPR2 - Panel Removal,
13:00-14:00,FE-3,Optical Coherence Tomography (OCT) - Subject,
13:00-14:00,FE-6,Optical Coherence Tomography (ОСТ) - OBT,
13:05-13:30,FE-5,Crew Medical Officer (CMO) proficiency training,
13:30-14:30,FE-5,LUNCH,
13:45-14:25,FE-2,СОЖ Maintenance,
14:00-14:15,CDR,"Charging ТК 710 IRIDIUM Phone - setup, start charge",
14:00-14:25,FE-4,On-orbit Hearing Assessment using EARQ,
14:00-15:00,"FE-3,FE-6",LUNCH,
14:25-14:30,FE-2,Photo/TV Camcorder Setup Verification for ARED Exercise,
14:25-14:30,CDR,Charging ТК 710 IRIDIUM Phone - Battery Charge Status,
14:30-15:40,FE-2,ARED Exercise,
14:30-15:00,FE-5,NANORACK - Procedure Review,
14:30-14:40,CDR,ТК 710 IRIDIUM Phone Charging - Terminate Charge,
14:40-14:50,FE-4,"Charging ТК 711 IRIDIUM Phone - setup, start charge",
15:00-16:00,FE-6,Optical Coherence Tomography (OCT) - Subject,
15:00-16:00,FE-3,Optical Coherence Tomography (OCT) OBT,
15:00-16:00,FE-5,NANORACK - Centrifuge Troubleshooting,
15:05-15:10,FE-4,Charging ТК 711 IRIDIUM Phone - Battery Charge Status,
15:10-15:25,FE-4,"Charging ТК 711 IRIDIUM Phone - terminate charge, tear down the setup",
15:40-17:10,FE-2,"БД-2 Exercise, Day 1",
15:40-15:45,CDR,Photo/TV Camcorder Setup Verification for ARED Exercise,
15:45-17:10,CDR,ARED Exercise,
16:00-16:15,FE-6,BODYM - Gather equipment in preparation for Body Measurements data collection operations,
16:00-16:20,FE-3,Optical Coherence Tomography (OCT) - Equipment Stowage,
TIME,CREW,ACTIVITY,
06:00-06:05,FE-3,PROK - Urine Sample Collection,
06:00-06:10,"FE-2, FE-5",Morning Inspection,
06:00-06:10,FE-4,Morning Inspection SM ПСС (Caution & Warning Panel) Test,
,,Morning Inspection,
06:00-06:10,CDR,Reboot Laptop RS2(1),
,,"RSS1,2 Reboot",
06:00-06:05,FE-6,REACTION - Self-reaction test,
06:05-06:15,FE-6,,
,,Morning Inspection,
06:05-06:10,FE-3,,
06:10-07:10,"FE-3, FE-5",BREAKFAST,
06:10-06:55,"CDR, FE-2, FE-4",Post-sleep,
06:15-07:10,FE-6,BREAKFAST,
06:55-07:10,"CDR, FE-2, FE-4",ISS crew and ГОГУ (RSA Flight Control Management Team) weekly conference,
07:10-07:35,,Daily Planning Conference (S-band),
07:35-08:10,"CDR, FE-2, FE-4",BREAKFAST,
07:35-07:55,"FE-3, FE-5",,
,,Post-sleep,
07:35-08:00,FE-6,,
07:55-08:15,FE-3,,
,,Work Prep,
07:55-08:00,FE-5,,
08:00-10:20,FE-5,FASES EC - Harness Inspection,
08:00-08:20,FE-6,,
08:10-08:30,FE-4,Work Prep,
08:10-08:20,"CDR, FE-2",,
08:15-08:40,FE-3,WRM - Condensate Pumping Initiation,
08:20-11:50,"CDR, FE-2",BAR. Experiment Ops. Tagup with specialists (S-band),
08:30-08:45,FE-4,Test activation of Vozdukh Atmosphere Purification System Emergency Vacuum Valves [АВК СОА],
08:30-08:45,FE-6,ANISO - Sample Prep,
08:40-09:00,FE-3,Purge Sabatier Accumulator to determine if water is being carried over from CDRA,
08:45-09:45,FE-4,Cleaning ISS RS Habitation Area Interior Panels,
08:45-08:50,FE-6,ANISO - Sample Insertion into MELFI,
08:50-10:20,FE-6,ARED Exercise,
09:15-09:35,FE-3,WRM - Terminate Condensate Pumping,
09:35-09:55,FE-3,Setup for payload urine collection operations,
09:45-09:55,FE-4,Seiner. Photo Spectral System (ФСС) Battery Charge (start),
TIME,CREW,,
,,Morning Inspection.,
06:00-06:10,CDR,,
,,SM ПСС (Caution & Warning Panel) Test,
,,Morning Inspection.,
06:00-06:10,FE-2,,
,,Laptop RS2(1) Reboot,
,"FE-3, FE-5, FE-",,
06:00-06:10,,Morning Inspection,
,6,,
,,Morning Inspection.,
06:00-06:10,FE-4,,
,,"Reboot Laptop RSS1, RSS2",
06:10-06:40,,Post-sleep,
06:40-07:30,,BREAKFAST,
,"CDR, FE-2, FE-",,
07:30-07:50,,Work Prep,
,"3, FE-5, FE-6",,
07:30-07:40,FE-4,Work Prep,
07:40-07:50,FE-4,OBSTANOVKA. Download of Obstanovka P/L Data from БСПН to RSS1 (start),
07:50-08:15,,Daily Planning Conference (S-band),
,,ISS crew and ГОГУ (RSA Flight Control Management Team) weekly,
08:15-08:30,,,
,,conference (S-band),
,"CDR, FE-2, FE-",,
08:30-08:45,,IMS Tagup (S-band),
,4,,
08:30-10:00,FE-3,ARED Exercise,
08:30-09:00,FE-6,CUBESAT - Deployer Installation Procedure Review,
08:45-08:50,CDR,TERMO-LADA. Visual Inspection of Hardware Operation,
08:45-09:25,FE-2,СОЖ Maintenance,
08:45-10:00,FE-4,Study of veins in lower extremities,
08:45-08:55,FE-5,Treadmill Т2 Monthly Inspection,
,,Removal of Local Temperature Sensor Switching Unit ЛКТ (ТА251М1Б) and,
08:50-09:50,CDR,"ROM from ТКГ 420 (DC1). Stow at СМ1РО_3_314_1, bag 353-8",
,,(00037141R). Update IMS,
08:55-09:55,FE-5,T2 Exercise,
09:00-09:15,FE-6,JEMAL - Slide Table Extension,
09:15-11:05,FE-6,SSOD Removal,
09:25-10:05,FE-2,IDENTIFIKATSTIYA. Copy ИМУ-Ц micro-accelerometer data to laptop,
09:50-11:20,CDR,"БД-2 Exercise, Day 3",
09:55-11:25,FE-5,ARED Exercise,
10:00-11:00,FE-3,T2 Exercise,
10:00-11:00,FE-4,"VELO Exercise, Day 3",
10:05-11:20,FE-2,ТКГ420 (DC1) Packing and IMS Ops,
11:00-11:10,FE-4,OBSTANOVKA. Download of Obstanovka P/L Data from БСПН to RSS1 (end),
11:05-11:15,FE-3,USOS Window Shutter Close,
11:05-13:05,FE-6,CUBESAT - Hardware Setup,
11:10-11:20,FE-4,PAO Hardware Setup,
11:15-11:35,FE-3,ITCS-FSS LAB - Procedure Review,
,"CDR, FE-2, FE-",,
11:20-11:30,,Crew Prep for PAO,
,4,,
11:25-12:55,FE-5,IWIS RSU installation in Node3,
,"CDR, FE-2, FE-","TV PAO event with Yaroslavl ""Young Friend of the Police"" team members",
11:30-11:50,,,
,4,(Ku+S-band),
11:35-12:05,FE-3,FSS-PWR - Hardware Retrieval,
11:50-13:00,CDR,ТКГ420 (DC1) Packing and IMS Ops,
11:50-12:50,FE-2,"БД-2 Exercise, Day 2",
,,OBSTANOVKA.  Connecting ПВК in lieu of Cardiomed hardware. Tagup with,
11:50-12:20,FE-4,,
