0,1,2,3,4,5
GMT,CREW,ACTIVITY,,,
06:00-06:10,.,Morning Inspection,,,
06:10-06:40,Post-sleep,,,,
06:40-07:25,FE-2,BREAKFAST,,,
06:40-07:30,"CDR,FE-1",,,,
07:25-07:30,FE-2,SLEEP FE2 Data Log,,,
09:40-11:10,Physical Exercise (ARED),,,,
10:00-10:05,CDR,HAM Radio Setup,,,
10:05-10:15,HAM Radio Session,,,,
11:10-12:10,FE-2,Physical Exercise (CEVIS),,,
11:15-12:45,CDR,Physical Exercise (ARED),,,
11:15-12:45,FE-1,"Physical Exercise (TVIS), day 3",,,
12:45-13:45,.,LUNCH,,,
15:30-16:30,CDR,Physical Exercise (TVIS),,,
16:35-16:50,FE-2,Private Psychological Conference (Ku+S-band),,,
16:35-17:35,FE-1,"Physical Exercise (VELO), day 3",,,
16:50-17:05,CDR,Private Psychological Conference (Ku+S-band),,,
17:35-18:15,FE-1,"СОЖ Maintenance. СВО, СП, and POTOK Air Purification System DataCalldownsInspection of СМ-У connector on МНР-НС in АСУ for moisture (behind panel139)",,,
18:00-18:35,CDR,Evening Work Prep,,,
18:10-18:35,FE-2,,,,
18:15-18:35,FE-1,,,,
18:35-18:50,.,Daily Planning Conference (S-band),,,
18:50-19:30,FE-1,Evening Work Prep,,,
18:50-19:10,CDR,,,,
18:50-18:55,FE-2,O2 Level Status,,,
18:55-19:30,Evening Work Prep,,,,
19:10-19:15,CDR,Daily Diet Monitoring,,,
19:15-19:40,Daily Food Prep,,,,
19:30-20:00,"FE-1,FE-2",DINNER,,,
19:40-19:55,CDR,Private Family Conference (Ku+S-band),,,
19:55-20:30,DINNER,,,,
20:00-20:30,"FE-1,FE-2",Daily Food Prep,,,
20:30-21:30,.,Pre-sleep,,,
21:30-06:00,SLEEP,,,,
Task List,FE-1,URAGAN. Observations and Photography,,,
ECON. Observations And Photography,,,,,
PLANTS-1. Payload Status Check,,,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,,Morning Inspection,,,
06:10-06:40,,Post-sleep,,,
06:40-07:30,,BREAKFAST,,,
07:30-10:30,"CDR, FE-2",Weekly Housekeeping,,,
07:30-10:30,FE-1,"Weekly HousekeepingGrille cleaning in fans: ВПрК, ВПхО, ФС5, ФС6, ФС9, FGB ЦВ2",,,
10:30-11:30,FE-1,"Physical Exercise (VELO), day 4",,,
11:15-11:25,FE-2,MSG activation,,,
11:20-11:30,CDR,PAO hardware setup,,,
11:25-11:45,FE-2,SPICE ops test 1,,,
11:30-13:00,CDR,Physical Exercise (ARED),,,
11:35-12:05,FE-1,ISS-MCC-M TV. TV Conference with Father Iov (S + Ku-band),,,
11:45-12:45,FE-2,SPICE test ops,,,
12:05-12:50,FE-1,MATRYOSHKA-R.BUBBLE-Dosimeter Retrieval And Readout,,,
12:50-13:00,FE-1,Pre-filter cleaning in POTOK-150МК Air Purification System in FGB (Usevacuum cleaner equipped with narrow nozzle attachment; POTOK unitshould be powered down),,,
13:00-14:00,,LUNCH,,,
14:00-14:20,,Crew conference with Astronaut Office (S + Ku-band),,,
14:30-14:50,,Weekly Planning Conference (S-band),,,
14:50-15:30,FE-2,СОЖ Maintenance,,,
15:05-15:15,CDR,SPICE: burner replacement,,,
15:15-15:25,CDR,SPICE: videotape exchange,,,
15:25-16:25,CDR,SPICE: test ops,,,
15:30-17:00,FE-2,Physical Exercise (ARED),,,
15:30-15:45,FE-1,Private Family Conference (S + Ku-band),,,
16:25-17:25,CDR,Physical Exercise (CEVIS),,,
17:00-18:00,FE-2,Physical Exercise (CEVIS),,,
17:45-17:55,CDR,SPICE: Microdrive Exchange,,,
17:55-18:05,CDR,SPICE: videotape exchange,,,
18:00-19:30,FE-1,"Physical Exercise (TVIS), day 4",,,
18:00-18:10,FE-2,Nutrition and Repository - equipment configuration for blood sample collection,,,
18:05-18:10,CDR,SPICE MSG power off,,,
18:10-18:35,FE-2,Nutrition and Repository - equipment setup for urine sample collection,,,
18:15-18:20,CDR,HAM Radio Setup,,,
18:20-18:30,CDR,HAM Radio Session,,,
18:35-18:50,FE-2,Private Family Conference (S + Ku-band),,,
19:20-19:25,CDR,OCA SSC router reboot,,,
19:25-19:30,CDR,SSC file server reboot,,,
19:30-21:30,,"Presleep (dinner, daily food prep, evening toilet)",,,
21:30-06:00,.,SLEEP,,,
