0,1,2,3,4,5
GMT,CREW,ACTIVITY,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,Post-sleep,,,,
06:40-07:30,BREAKFAST,,,,
07:30-07:35,FE-1,RASTENIYA-2. Hardware status check,,,
07:35-07:50,,DPC (S-band),,,
07:50-08:15,FE-1,Prep for work,,,
07:50-08:50,CDR,FOOT: hardware set up,,,
08:15-09:35,FE-1,Cargo stowage after Progress transfer ops with IMS support,,,
08:50-10:20,CDR,FOOT: video ops,,,
09:35-09:50,FE-1,IMS tagup (S-band),,,
09:50-11:20,Physical Exercise (TVIS) day 4,,,,
10:20-10:50,CDR,FOOT: calibration set up,,,
10:50-11:50,FOOT: calibration with video,,,,
11:20-11:50,FE-1,Laptop 6075 set up for medical experiments. Tag up with specialists (S-band),,,
11:50-12:20,FE-1,On MCC go Filling ЕДВ (КВО) for Elektron,,,
12:00-12:30,CDR,RED canister R&R,,,
12:35-13:35,,LUNCH,,,
13:35-14:35,FE-1,"Grille maintenance in gas/liquid heat exchanger ГЖТ 1, 2, 3 in FGB",,,
13:35-14:45,CDR,ADV USND (Ultrasound) : CDR training,,,
14:35-15:15,FE-1,"Filter replacement in FGB dust collectors ПС1, ПС2 (Get replacementsbehind FGB panel 227 in white bag III-4/247-2)",,,
15:00-15:20,CDR,TVIS/RED data transfer to MEC,,,
15:15-16:15,FE-1,SM dust filter ПФ1-4 replacement,,,
15:35-15:45,CDR,ADV USND (Ultrasound) Training,,,
15:45-18:00,Physical Exercise (TVIS + RED),,,,
16:15-16:45,FE-1,"Changeout of urine receptacle and insert filter in the toilet [АСУ](Install urine receptacle # 043012, location: ФГБ1ГА_4 white bag #1-4248-21; filter insert # 301020, stowed behind panel 137 SM cover0330041. Removed items – for disposal)",,,
16:45-17:45,Physical Exercise (VELO + Force Loader/ cycle 1) day 4,,,,
18:00-18:15,,DPC (S-band),,,
18:15-18:45,FE-1,СОЖ maintenance,,,
18:20-18:50,CDR,FOOT: hardware stowage,,,
19:30-20:00,,DINNER (Renal: pill ingestion),,,
20:00-20:30,Daily food prep,,,,
20:30-21:30,Pre-sleep,,,,
21:30-06:00,SLEEP,,,,
Task List,FE-1,Equipment search,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,,Post-sleep,,,
06:40-07:30,,BREAKFAST,,,
07:45-10:15,,Weekend housekeeping,,,
10:15-10:45,,Preventive maintenance of SM ventilation system. Group А,,,
11:30-12:30,FE-1,Physical Exercise (VELO + Force Loader/ cycle 1) day 1,,,
12:10-12:25,CDR,PCS reboot (once a week),,,
12:25-12:30,CDR,OCA router reboot,,,
12:30-13:30,,LUNCH,,,
13:30-14:00,FE-1,On MCC go Burning of SFOG candles (2),,,
14:00-14:30,,Weekly planning conference (S-band),,,
15:10-15:25,FE-1,Private family conference (home TLF via VHF),,,
15:45-16:00,CDR,Private family conference (S-band),,,
16:25-16:55,FE-1,СОЖ maintenance(inspection of БРПК separator),,,
16:55-18:25,FE-1,Physical Exercise (TVIS) day 1,,,
17:00-18:00,CDR,Physical Exercise (CEVIS),,,
18:00-19:15,CDR,Physical Exercise (RED),,,
19:15-19:30,CDR,Questionnaire: journal entry,,,
19:30-20:00,,Daily food prep,,,
20:00-20:30,,DINNER. Renal: pill ingestion,,,
20:30-21:30,,Pre-sleep,,,
21:30-06:00,,SLEEP,,,
Task List,FE-1,Equipment search,,,
PULSE experiment,,,,,
GMT,CREW,ACTIVTY,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,,Post-sleep,,,
06:40-07:30,,BREAKFAST,,,
07:30-10:30,CDR,Weekend housekeeping,,,
07:30-10:00,FE-1,,,,
10:00-10:30,ELEKTRON recovery,,,,
11:30-12:30,Physical Exercise (VELO + Force Loader /1) day 2,,,,
12:30-13:30,,LUNCH,,,
13:30-14:00,,Weekly planning conference (S-band),,,
14:00-14:15,CDR,PCS reboot (once a week),,,
14:15-14:20,SSC OCA router reboot,,,,
14:30-14:50,,Weekly ISS crew/Program management conference (S-band),,,
15:00-15:15,CDR,PPC (S-band),,,
16:15-16:30,FE-1,PFC (home phone via VHF),,,
17:00-18:00,CDR,Physical Exercise (CEVIS),,,
17:30-18:00,FE-1,СОЖ maintenance,,,
18:00-19:30,Physical Exercise (TVIS) day 2,,,,
