0,1,2,3,4
GMT,Crew,Activity / ODF or r/g,,
05:30–05:40,,Morning inspection,,
05:40–06:10,Personal hygiene (post-sleep),,,
06:10–07:00,CDR,BREAKFAST,,
06:10–06:30,"PLT, FE-1",,,
06:30–07:20,"PLT,FE-1 (assist)","Cardiovascular evaluation during graded exercise on cycle ergometer(?0=06:50GMT) / MO Vol. 2, ?.3.5., page 3-25",,
07:20–07:50,"PLT, FE-1",BREAKFAST,,
07:20–07:50,CDR,Work prep,,
07:50–08:05,,Daily planning conference,,
08:05–08:45,FE-1,Partial activation of Orlan No. 14,,
08:05–08:45,"CDR, PLT","Test of Orlan interface unit ? ? ?  in ? ??  and DC-1 / Orlan Operations, item2.2, page 2-2",,
08:45–09:15,,"Equipment prep / Orlan Operations, item 2.6, page 2-23",,
09:15–10:15,"PLT, CDR","Water/gas separation of water systems in Orlan suits and ? ? ?  in DC1 /Orlan Operations, item 2.3.6, pages 2-5 to 2-6",,
09:15–09:25,FE-1,Prep for PAO TV media event,,
09:25–10:20,"Test of LIV Mixer / SM Video & Audio, item 2.6, page 2-19 to 2-21",,,
10:15–11:15,"CDR, PLT","Water/gas separation of ? ? ?  water system in ? ??  / Orlan Operations, item4.13.2, pages 4-20 to 4-21",,
10:20–10:30,FE-1,Inspection of ????-1 separator,,
10:45–10:55,Weekly maintenance of TVIS,,,
10:55–12:25,Physical exercise (TVIS+IRED day 2),,,
11:15–12:25,"PLT, CDR","Operations with Orlan replaceable elements / Orlan Operations, item 2.4,pages 2-11 to 2-20 + r/g 2270",,
12:25–13:25,,LUNCH,,
13:25–14:25,"CDR, PLT","Orlan size adjustment / Orlan Operations, item 2.5, pages 2-21 to 2-22",,
13:25–14:05,FE-1,Maintenance of ? ? ?,,
14:25–14:35,,Prep for PAO TV media event,,
14:35–14:55,PAO TV media event,,,
14:55–15:25,CDR,Defibrillator test,,
15:00–16:30,PLT,Physical exercise (TVIS+IRED day 2),,
15:15–16:15,FE-1,Physical exercise (cycle-2),,
15:28–15:38,CDR,Ham radio session with Tremper middle school,,
15:40–16:00,Daily status check of US payloads,,,
16:00–17:20,Physical exercise (TVIS),,,
17:20–18:20,Physical exercise (RED),,,
17:20–18:20,PLT,Physical exercise (cycle-2),,
17:40–18:20,FE-1,Delta file downlink prep,,
18:20–18:50,,Review of plan for incoming day,,
18:50–19:05,Daily planning conference,,,
19:05–19:25,Report prep,,,
19:25–19:31,FE-1,?? ? -8 URAGAN: Cuba imagery / r/g 2289,,
GMT,Crew,??????,,
06:00-06:10,,Morning inspection,,
06:10-06:40,"CDR, PLT",Personal hygiene (post-sleep),,
06:10-06:30,FE-1,,,
06:30-06:40,? ? -8. setup,,,
06:40-06:55,Body mass measurements,,,
07:10-07:25,PLT,,,
07:25-07:35,FE-1,? ? -8. final ops,,
07:10-07:40,CDR,BREAKFAST,,
07:25-08:15,PLT,,,
07:35-08:15,FE-1,,,
07:40-07:45,CDR,Pre-maintenance opening of MCA valve,,
08:00-08:30,Work prep,,,
08:15-08:30,"FE-1, PLT",,,
08:30-08:45,,DPC (S-band),,
08:45-09:05,PLT,SSAS operations,,
08:45-09:30,FE-1,CEVIS pedals maintenance,,
08:45-08:50,CDR,Post-maintenance closing of MCA valve,,
08:50-08:55,Connecting of CDRA jumper cable,,,
08:55-09:15,Daily status check of US payloads,,,
09:05-09:25,PLT,Setting up Atmospheric Formaldehyde monitoring equipment,,
09:15-10:15,CDR,PE (RED),,
09:25-09:45,PLT,Grab Sample Container (GSC) operations,,
09:45-09:55,FE-1,Prep for PAO event,,
09:55-10:55,"FE-1, PLT","HDTV. Filming for crew physical. Session 1,2. Conference with aspecialist.",,
10:15-11:45,CDR,Periodical fitness evaluation (nominal operations),,
10:55-12:25,FE-1,PE (US day 4),,
10:55-11:25,PLT,Periodical fitness evaluation (assistance),,
11:25-12:25,PE (US day 4),,,
11:50-12:00,CDR,Prep for PAO event,,
12:00-12:20,"TV downlink (Ku-band) ""Greetings to US Armed Forces to Navy-Armysoccer game""",,,
12:25-13:25,,LUNCH,,
13:25-16:48,CDR,ISS inventory audit,,
13:25-16:38,FE-1,,,
13:25-13:55,PLT,CSA-CP planned maintenance. Equipment prep,,
13:55-14:25,? ? ?  maintenance,,,
14:25-14:35,Visual inspection of ????-1 separator,,,
14:55-15:00,CSA-CP planned maintenance. Final operations,,,
15:00-16:30,PE (US day 4),,,
GMT,Crew,Activity / ODF or r/g,,
08:00–08:10,,Morning inspection,,
08:10–08:40,,Personal hygiene (post-sleep),,
08:40–09:30,,BREAKFAST,,
11:00–12:30,CDR,Physical exercise (TVIS),,
12:30–13:30,Physical exercise (RED),,,
