0,1,2,3,4
ВРЕМЯ,,CREW,,ACTIVITY
06:00-06:05,,FE-2,,SLEEP Data Log for FE-2
06:00-06:05,,FE-5,,SLEEP Data Log for FE-2
06:00-06:05,,FE-4,,SLEEP Data Log for FE-2
06:00-06:05,,FE-1,,SLEEP Data Log for FE-2
06:00-06:10,,CDR,,Morning Inspection
06:05-06:15,,"FE-1, FE-5,FE-4, FE-2",,Morning Inspection
06:10-06:40,,"FE-3, CDR",,Post-sleep
06:15-06:45,,"FE-5, FE-4,FE-2, FE-1",,Post-sleep
06:40-07:30,,"CDR, FE-3",,BREAKFAST
06:45-07:30,,"FE-1, FE-2,FE-4, FE-5",,BREAKFAST
07:30-07:50,,,,Work Prep
07:50-08:15,,,,Daily Planning Conference (S-band)
08:15-09:45,,CDR,,Inspection of Working Compartment Shell and Ring
08:40-10:10,,FE-2,,Physical Exercise (ARED)
08:40-09:00,,FE-1,,LOCAD Hardware Setup
09:00-09:10,,FE-1,,LOCAD Swab Ops With Video
09:05-09:15,,FE-3,,Maintenance closures of Vozdukh Emergency Vacuum Valves [ABK]
09:10-09:25,,FE-1,,"LOCAD portable test system, media slide photography"
09:15-09:55,,FE-3,,СОЖ Maintenance
09:40-09:45,,FE-1,,LOCAD Portable Test System (PTS) Data Recording Operations Phase 2
09:45-10:05,,CDR,,Inspection of СРВ-К2М Sediment Trap Insert
09:45-10:45,,FE-4,,Physical Exercise (TVIS)
09:45-09:55,,FE-1,,LOCAD Swab Ops With Video
09:55-10:55,,FE-3,,"Physical Exercise (VELO), day  3"
10:25-10:30,,FE-1,,LOCAD Portable Test System (PTS) Data Recording Operations Phase 2
10:30-10:40,,FE-1,,LOCAD Swab Ops With Video
10:40-11:25,,CDR,,On MCC GO Replacing Primary ЮА114М ПЗУ [ROM] by Version V4Б.ТПЗУ [ROM] on БИТС2-12 String Б
10:45-12:15,,FE-4,,Physical Exercise (ARED)
10:55-11:55,,FE-3,,RUSALKA. Hardware preparation and hand-held observation without usingТИУС [Three-Stage Rate Sensor]. Tagup with specialists (S-band)
11:10-11:15,,FE-1,,LOCAD Portable Test System (PTS) Data Recording Operations Phase 2
11:15-11:25,,FE-1,,LOCAD Swab Ops With Video
11:25-11:35,,CDR,,On MCC GO Monitoring Secondary Combustion Unit Temperature afterElektron Activation (S-band)
11:35-12:35,,CDR,,"Physical Exercise (TVIS), day  4"
11:50-12:50,,FE-2,,Crew Departure Prep
11:55-12:00,,FE-1,,LOCAD Portable Test System (PTS) Data Recording Operations Phase 2
11:55-12:15,,FE-5,,EPO (PL) Demonstration Procedure Review
12:00-12:10,,FE-1,,LOCAD Swab Ops With Video
12:15-12:30,,FE-5,,Educational Payload Ops (EPO) Camcorder Set Up
12:30-12:55,,"FE-4, FE-5",,EPO CMG Demonstration
12:30-13:00,,FE-3,,Clean FGB ЦВ1 Fan Guard Screen
12:35-13:05,,CDR,,Hygiene Procedures
12:40-12:45,,FE-1,,LOCAD Portable Test System (PTS) Data Recording Operations Phase 2
12:45-12:55,,FE-1,,LOCAD Portable Test System (PTS) Experiment Phase 2 Stow
12:55-13:05,,FE-5,,Post-EPO Hardware Stow
13:05-14:05,,.,,LUNCH
14:05-15:35,,FE-3,,Cleaning ГЖТ4 (Gas-Liquid Heat Exchanger) ВТ-7 Fan Screen
14:15-14:30,,FE-2,,"Water Recovery System, Fill CWC-I from WRS Aux Port Rack 1"
14:30-15:15,,FE-1,,Tool Audit for TVIS Maintenance
14:35-14:55,,FE-5,,EPO (PL) Demonstration Procedure Review
14:50-15:05,,FE-2,,"Water Recovery System, filling a CWC-I from PWD Aux Port"
14:55-15:10,,FE-5,,Educational Payload Ops (EPO) Camcorder Set Up
15:10-15:35,,"FE-5, FE-4",,EPO CMG Demonstration
15:15-16:45,,FE-1,,Physical Exercise (ARED)
15:35-15:45,,FE-5,,Post-EPO Hardware Stow
15:35-16:35,,FE-3,,"Cleaning FGB ГЖТ [Gas-Liquid Heat Exchanger] Detachable Screens 1, 2,and 3"
15:45-16:45,,FE-5,,Physical Exercise (TVIS)
15:50-16:50,,FE-2,,Physical Exercise (CEVIS)
15:50-16:10,,FE-4,,Canadian Space Agency Weekly Crew Conference
16:45-17:45,,FE-3,,"Physical Exercise (TVIS), day  3"
16:45-18:15,,FE-5,,Physical Exercise (ARED)
16:45-17:45,,FE-1,,Physical Exercise (CEVIS)
17:05-17:20,,CDR,,Private Medical Conference (Ku + S-band)
17:20-17:55,,FE-2,,Marangoni HD Changout
17:20-17:40,,CDR,,IMS Update
17:35-17:50,,FE-4,,Private Medical Conference (Ku + S-band)
17:40-18:05,,CDR,,Evening Work Prep
17:45-18:15,,FE-3,,Hygiene Procedures
18:05-19:05,,CDR,,Physical Exercise (ARED)
18:10-18:15,,FE-2,,"Transfer TVIS, CEVIS, and HRM data to MEC"
18:15-19:05,,"FE-4, FE-1,FE-5, FE-2",,Evening Work Prep
18:15-18:50,,FE-3,,Evening Work Prep
18:50-19:05,,FE-3,,Private Medical Conference (Ku + S-band)
19:05-19:30,,,,Daily Planning Conference (S-band)
19:30-21:30,,"FE-4, FE-5,FE-1, FE-3",,Pre-sleep
19:30-19:35,,FE-2,,VR Activation
19:30-21:20,,CDR,,Pre-sleep
19:35-21:25,FE-2,Pre-sleep,,
21:20-21:30,CDR,SONOCARD Experiment Start,,
21:25-21:30,FE-2,VR Deactivation,,
21:30-06:00,.,SLEEP,,
GMT,CREW,ACTIVITY,,
06:00-06:10,"CDR, FE-3,FE-1, FE-4,FE-5",Morning Inspection,,
06:00-06:05,FE-2,SLEEP Data Log for FE-2,,
06:05-06:15,FE-2,Morning Inspection,,
06:10-06:40,"CDR, FE-3,FE-1, FE-4,FE-5",Post-sleep,,
06:15-06:45,FE-2,Post-sleep,,
06:40-07:30,"FE-3, FE-1,FE-4, FE-5",BREAKFAST,,
06:40-07:15,CDR,BREAKFAST,,
