0,1,2,3,4
GMT,CREW,ACTIVITY,,
06:00-06:05,"CDR,FE-5",Reaction Self Test,,
06:05-06:10,CDR,BCAT Battery Change,,
06:05-06:10,"FE-4,FE-5",Morning Inspection,,
06:10-06:40,.,Post-sleep,,
06:40-07:30,"CDR,FE-5",BREAKFAST,,
06:40-07:30,FE-4,BREAKFAST. SM ПСС [Caution & Warning Panel] Test (Afterbreakfast),,
07:30-11:30,FE-4,Checkup and photos to confirm the absence of temporary screws onSoyuz ТМА-02М fluid connectors located on the Soyuz 702 БО side.Downlink photo via OCA. Tagup with specialists (S-band)MRM1 Comm Config,,
08:05-08:20,FE-5,Private Family Conference,,
08:40-09:00,CDR,Treadmill T2 Kinematics Exercise Preparation,,
09:00-10:00,CDR,Physical Exercise (T2),,
10:00-10:10,CDR,Treadmill exercise video recording termination and hardware stow,,
10:15-10:20,FE-5,MPC Power Up,,
11:30-11:45,FE-4,PLANTS-2. Watering,,
11:45-13:00,FE-4,Physical Exercise (ARED),,
13:00-14:00,.,LUNCH,,
14:00-14:10,CDR,BCAT5 Camera Checkout,,
14:00-14:40,FE-4,"СОЖ Maintenance. SM and FGB Flush Counter (СП), Water SupplySystem (SVO), POTOK Air Purification System Data Calldowns",,
15:40-16:55,CDR,Physical Exercise (ARED),,
15:55-16:55,FE-5,Physical Exercise (CEVIS),,
15:55-17:10,FE-4,"Physical Exercise (TVIS), Day 4",,
16:55-18:25,FE-5,Physical Exercise (ARED),,
18:10-18:50,CDR,Evening Work Prep,,
18:15-18:50,FE-4,Evening Work Prep,,
18:25-18:50,FE-5,Evening Work Prep,,
18:50-19:05,.,Daily Planning Conference (S-band),,
19:05-19:25,CDR,Evening Work Prep,,
19:05-19:30,"FE-5,FE-4",Evening Work Prep,,
19:25-20:25,CDR,Pre-sleep,,
19:30-21:30,FE-4,Pre-sleep,,
19:30-21:20,FE-5,Pre-sleep,,
20:25-20:40,CDR,Private Family Conference,,
20:40-21:20,CDR,Pre-sleep,,
21:20-21:25,CDR,BCAT Battery Change,,
21:20-21:25,FE-5,MPC Power Down,,
21:25-21:30,"CDR,FE-5",Reaction Self Test,,
21:30-06:00,.,SLEEP,,
,,Preparation of reports for Roskosmos site,,
Task List,FE-4,ECON. Observations and Photography,,
,,SEINER Ocean Observations,,
GMT,CREW,ACTIVITY,,
06:00-06:10,FE-4,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,
06:00-06:05,"CDR,FE-5",Reaction Self Test,,
06:05-06:15,CDR,Morning Inspection,,
06:05-06:10,FE-5,Morning Inspection,,
06:10-06:40,"FE-4,FE-5",Post-sleep,,
06:15-06:45,CDR,Post-sleep,,
06:40-07:30,FE-4,BREAKFAST,,
06:40-07:15,FE-5,BREAKFAST,,
06:45-07:35,CDR,BREAKFAST,,
07:15-07:20,FE-5,Super Sensitive HDTV (SSHDTV) Camera Transfer,,
07:20-07:30,FE-5,SSHDTV Cable Connection,,
07:30-07:40,FE-5,"SSHDTV 17mm Lens Installation, Part 1",,
07:40-08:00,FE-5,SSHDTV Equipment Setup,,
08:00-08:20,FE-5,BREAKFAST,,
08:30-08:40,"CDR,FE-5",SSHDTV PAO Prep,,
08:40-08:50,"CDR,FE-5",SSHDTV PAO,,
09:00-10:15,CDR,Physical Exercise T 2,,
10:35-10:40,FE-5,"SSHDTV 17mm Lens Installation, Part 2",,
10:40-10:50,"CDR,FE-5",SSHDTV PAO,,
11:20-12:50,FE-4,"Physical Exercise (TVIS), Day  1",,
11:45-11:50,FE-5,"SSHDTV 17mm Lens Installation, Part 2",,
11:50-12:00,"CDR,FE-5",SSHDTV PAO,,
12:35-12:45,FE-5,SSHDTV Zoom Lens Installation,,
12:45-12:55,"CDR,FE-5",SSHDTV PAO,,
12:50-13:05,FE-4,PLANTS-2. Watering,,
13:00-13:05,CDR,ISSAC Lab Window Shutter Open,,
13:05-14:05,.,LUNCH,,
14:05-14:15,FE-5,SSHDTV Power Down,,
14:15-14:20,FE-5,Super Sensitive HDTV (SSHDTV) Converter Transfer,,
14:20-14:25,FE-5,Super Sensitive HDTV (SSHDTV) Camera Transfer,,
14:25-14:55,FE-5,SSHDTV Cable Closeout,,
15:45-17:15,FE-5,Physical Exercise (ARED),,
16:20-17:00,FE-4,"СОЖ Maintenance. SM and FGB Flush Counter (СП), Water SupplySystem (SVO), POTOK Air Purification System Data Calldowns",,
17:00-18:00,FE-4,"Physical Exercise (VELO), Day  1",,
17:15-18:15,FE-5,Physical Exercise (CEVIS),,
17:25-18:40,CDR,Physical Exercise (ARED),,
18:15-18:30,FE-5,Private Family Conference,,
18:40-19:15,.,Evening Work Prep,,
19:15-19:30,.,Daily Planning Conference (S-band),,
19:30-21:25,FE-5,Pre-sleep,,
19:30-21:20,FE-4,Pre-sleep,,
19:30-20:50,CDR,Pre-sleep,,
20:50-21:05,CDR,Private Family Conference,,
21:05-21:20,CDR,Pre-sleep,,
21:20-21:25,CDR,Reaction Self Test,,
21:20-21:30,FE-4,URAGAN. FSS PL Battery Charge (start),,
21:25-21:30,FE-5,Reaction Self Test,,
21:25-21:30,CDR,ISSAC Window Shutter Close,,
21:30-06:00,.,SLEEP,,
Task List,FE-4,Preparation of reports for Roskosmos site,,
SEINER Ocean Observations,,,,
ECON. Observations and Photography,,,,
PLANTS-2. Refilling Water Tank,,,,
GMT,,CREW,ACTIVITY,
06:00-06:05,,"CDR, FE-5",Reaction Self-test,
06:00-06:10,,FE-4,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,
06:05-06:10,,"CDR, FE-5",Morning Inspection,
06:10-06:40,,CDR,Post-sleep,
06:10-06:25,,FE-4,Post-sleep,
06:10-06:25,,FE-5,Biochemical Urine Test,
06:25-06:40,,FE-4,Biochemical Urine Test,
06:25-07:00,,FE-5,Post-sleep,
06:40-07:30,,CDR,BREAKFAST,
06:40-06:50,,FE-4,URISYS Hardware Stow,
06:50-07:05,,FE-4,Post-sleep,
07:00-07:30,,FE-5,DK-BW Data Save,
07:05-07:20,,FE-4,BREAKFAST,
07:20-07:30,,FE-4,Verification of anti-virus scan results on Auxiliary Computer System (ВКС)laptops,
07:30-07:45,,,Daily Planning Conference Report antivirus scanning results on AuxiliaryComputer System (ВКС) laptops (S-band),
07:45-08:15,,CDR,Work Prep,
07:45-08:20,,FE-4,BREAKFAST,
07:45-08:30,,FE-5,BREAKFAST,
08:20-08:40,,FE-4,Prep for Work,
08:25-08:50,,CDR,MERLIN 3 Software Load,
08:30-08:50,,FE-5,Prep for Work,
08:40-08:55,,FE-4,PLANTS-2. Watering,
08:50-09:00,,CDR,MERLIN Setup Review,
08:50-09:05,,FE-5,Diagnostic Kit Camera Diagnosis,
08:55-11:15,,FE-4,Equipment installation and test activation of CSL laptops,
09:00-09:45,,CDR,MERLIN 3. Hardware Setup,
09:05-09:15,,FE-5,LEGOBRICK Video Setup,
09:15-10:00,,FE-5,LEGO Experiment Ops,
10:00-10:15,,FE-5,Determine the approximate number of disposable ear plugs available onboardISS,
10:15-10:30,,FE-5,Profile of Mood States (POMS) Questionnaire,
10:30-10:40,,FE-5,JAXA Video Preperation,
10:40-11:15,,FE-5,Taking JAXA Videos with G1 Camcorder. Part 1,
10:50-10:55,,CDR,MERLIN 3 Status Check,
10:55-11:25,,CDR,BCAT5 Payload Review,
11:15-12:45,,FE-4,"Physical Exercise (TVIS), day 3",
11:15-11:25,,FE-5,JEM TM750 Camcorder Activation,
11:25-11:35,,FE-5,Taking JAXA Videos with TM750 Camcorder. Part 2,
11:30-12:45,,CDR,Physical Exercise (T2),
11:35-11:45,,FE-5,JAXA Closeout Ops,
11:45-11:50,,FE-5,JEM TM750 Camcorder Deactivation,
11:50-11:55,,FE-5,JAXA Video Downlink Start,
12:05-12:10,,FE-5,ISSAC Lab Window Shutter Open,
12:10-12:30,,FE-5,EXPRESS Rack ELC Swap,
12:35-13:35,,FE-5,LUNCH,
12:45-13:45,,CDR,LUNCH,
12:45-12:50,,FE-4,On MCC Go   On MCC Go ISS O2 repress from Progress 410 СрПК (start),
12:50-13:50,,FE-4,LUNCH,
13:35-13:45,,FE-5,Green Tea Conference,
13:45-14:15,,CDR,Relocate Fire Detection System (FDS) Portable Emergency Provisions(PEPs) to FGB and pre-configure,
13:50-13:55,,FE-4,ISS O2 repress from Progress 410 СрПК (terminate),
13:50-13:55,,FE-5,JAXA Video Downlink End,
13:55-14:05,,FE-5,CSI Video Installation,
14:05-16:35,,FE-4,"Inspection and Photography of SM Structural Elements, Cables, and Shell",
14:05-15:20,,FE-5,CGBA5 hardware setup for the experiment,
14:15-15:15,,CDR,EPO (PL) Demonstration Procedure Review,
15:15-15:30,,CDR,Educational Payload Ops (EPO) Camcorder Set Up,
