0,1,2,3,4
GMT,CREW,ACTIVITY,,
06:00-06:10,"FE-1,FE-2",Morning Inspection,,
06:00-06:05,CDR,,,
06:05-06:20,CDR,URAGAN. Observations and Photography,,
06:10-06:20,FE-1,МО-8. Setup,,
06:10-06:25,FE-2,Post-sleep,,
06:20-06:40,CDR,,,
06:20-06:35,FE-1,Body mass measurement,,
06:25-06:35,FE-2,Calf volume measurement,,
06:35-06:50,Body mass measurement,,,
06:35-07:05,FE-1,Post-sleep,,
06:40-06:50,CDR,Calf volume measurement,,
06:50-07:05,Body mass measurement,,,
06:50-07:05,FE-2,Post-sleep,,
07:05-07:15,CDR,MO-8. Closeout ops,,
07:05-07:55,FE-2,BREAKFAST,,
07:05-07:15,FE-1,Calf volume measurement,,
07:15-07:55,BREAKFAST,,,
07:15-07:25,CDR,Post-sleep,,
07:25-08:15,BREAKFAST,,,
07:55-08:05,FE-1,Prep for Work,,
07:55-08:10,FE-2,,,
08:05-08:20,FE-1,БМП Ф2 Absorption Cartridge Regeneration (start),,
08:10-08:20,FE-2,Searching for cable needed to relocate forward link Ku-band receiver,,
08:15-08:20,CDR,Prep for Work,,
08:20-08:35,.,Daily Planning Conference (S-band),,
08:35-09:10,FE-2,Start BSA Battery Charge,,
08:35-08:55,"CDR,FE-1",Prep for Work,,
08:55-10:25,Setting Up SM Central Post Remote Work Station In The USOS –preparation. Tagup with specialists (as necessary S-band),,,
09:20-09:30,FE-2,ANITA: stop sample collection,,
09:20-09:45,Inspection to verify patch integrity and photo documentation of four shiftedbelt plates above the patch,,,
09:45-11:15,Physical Exercise (RED),,,
10:30-11:20,"CDR,FE-1",Study of cardiac bioelectric activity at rest. (То= 10:52).  Tagup withspecialists (VHF),,
11:15-12:15,FE-2,Physical Exercise (CEVIS),,
11:20-12:50,CDR,"Physical Exercise (TVIS), day 2",,
11:20-11:50,FE-1,PLANTS-2. Recharging water tank,,
12:10-13:10,"Physical Exercise (VELO+RED), day 2",,,
12:15-13:10,FE-2,ANITA - power down and stow system hardware,,
13:10-13:25,.,Tagup with ATV cargo transfer specialists (S-band),,
13:25-14:25,.,LUNCH,,
14:25-16:55,FE-1,ATV Transfers,,
14:25-14:40,FE-2,JEM CGSE Gas Supply Start,,
14:25-14:30,CDR,ГФИ-1 [Geophysical Studies]. Start SONY DCR-TRV900E Battery Charge,,
14:30-15:10,Filling (separation) EDV [KOB] for Elektron (EDV lid 860 п.34 /bucket420),,,
14:40-14:50,FE-2,Glove Box (MSG): activation,,
14:50-15:05,SHERE. Starting the Experiment,,,
15:05-15:20,Shear History Extension Rheology Experiment CGBA Access beforeSHERE run,,,
