0,1,2,3,4,5
GMT,CREW,,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,,Post-sleep,,,
06:40-07:30,,BREAKFAST,,,
07:30-07:50,CDR,,,,
,,Work prep,,,
07:30-07:35,,,,,
07:35-07:50,FE-1,Regeneration of Micropurification unit [БМП] Ф2 cartridge (start),,,
07:50-08:10,,Work prep,,,
08:10-08:25,,Daily planning conference (S-band),,,
08:25-08:35,FE-1,Changeout of Laptop 1 hard drive. Tagup with specialists as necessary (S-band),,,
08:25-08:40,CDR,PCS transfer,,,
08:40-09:10,FE-1,СОЖ maintenance,,,
08:40-09:25,CDR,HRF 1: Ultrasound CBT,,,
09:15-11:45,FE-1,PROFILAKTIKA. Cycle ergometer experiment Tagup with specialists (S-band),,,
09:25-10:25,,Physical exercise (CEVIS),,,
,CDR,,,,
10:25-11:55,,Physical Exercise (RED),,,
,,On MCC GO: ISS O2 repress from Progress 354 СрПК (Oxygen Supply Facility),,,
11:45-11:50,,,,,
,FE-1,(start),,,
11:50-12:50,,,,,
,,LUNCH,,,
11:55-12:55,CDR,,,,
12:50-12:55,,ISS O2 repress from Progress 354 СрПК (terminate),,,
,FE-1,,,,
12:55-13:00,,Changeout of Laptop 1 hard drive. Tagup with specialists as necessary (S-band),,,
,CDR,Questionnaire - journal entry,,,
13:00-13:15,,,,,
,FE-1,Private medical conference (S-band),,,
13:15-13:25,,METOX installation,,,
13:25-13:55,,EMU cooling loop scrub (start),,,
13:55-14:55,,Preparation of US tools for EVA,,,
14:55-15:25,,EMU cooling loop scrub (terminate),,,
15:25-17:25,,EMU checkout,,,
17:25-17:40,,REBA powered equipment test,,,
17:40-18:10,,SAFER test,,,
18:10-18:15,FE-1,"Transfer TVIS, RED, and HRM data to MEC",,,
18:15-18:30,CDR,P/L conference (S-band),,,
18:15-18:25,FE-1,,,,
18:30-18:40,CDR,Daily plan review,,,
18:35-18:55,FE-1,,,,
18:40-19:00,CDR,,,,
,,Report prep,,,
18:55-19:05,FE-1,,,,
19:00-19:35,CDR,,,,
,,DINNER,,,
19:05-19:35,FE-1,,,,
19:35-19:50,,Daily planning conference (S-band),,,
19:50-20:20,FE-1,Daily food prep,,,
19:50-20:00,CDR,,,,
20:00-20:15,Private medical conference (S-band),,,,
20:15-20:30,Daily food prep,,,,
20:20-20:45,FE-1,Pre-sleep,,,
20:30-21:30,CDR,,,,
20:45-21:00,FE-1,Regeneration of Micropurification unit [БМП] Ф2 cartridge (terminate),,,
21:00-21:30,Pre-sleep,,,,
21:30-06:00,,SLEEP,,,
Task list,FE-1,IMS data editing,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,,Post-sleep,,,
06:40-07:30,,BREAKFAST,,,
07:30-07:40,FE-1,Orlan battery pack 825М3 discharge (terminate),,,
07:40-10:40,,Weekly housekeeping,,,
10:50-12:20,FE-1,"Physical exercise (TVIS), Day 1",,,
12:20-13:20,CDR,Physical Exercise (TVIS),,,
13:20-13:50,,Weekly planning conference (S-band),,,
13:50-14:50,,LUNCH,,,
15:10-15:25,CDR,Rebooting all PCS (weekly),,,
15:25-15:30,Rebooting OCA SSC router,,,,
15:30-15:35,Carbon dioxide monitoring,,,,
15:35-16:05,Earthkam: hardware deactivation and stowage,,,,
15:55-16:10,FE-1,Private psychological conference (VHF),,,
17:45-19:15,CDR,Physical Exercise (RED),,,
17:45-18:45,FE-1,Physical Exercise (VELO + Force Loader 1) day 1,,,
18:45-19:15,СОЖ maintenance / Inspection of БРПК separator,,,,
19:15-19:20,CDR,"Transfer TVIS, RED, and HRM data to MEC.",,,
19:30-20:00,,DINNER,,,
20:00-20:30,,Daily food prep,,,
20:30-21:30,,Pre-sleep,,,
21:30-06:00,,SLEEP,,,
Task List,FE-1,On MCC GO: ISS repress with О2 from Progress 354 СрПК (start),,,
PULSE. Experiment ops,,,,,
GMT,CREW,,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,,Post-sleep,,,
06:40-07:30,,BREAKFAST,,,
07:30-08:00,,Work prep,,,
08:00-08:15,,Daily planning conference (S-band),,,
08:15-08:45,CDR,Dual Sorbent Tube (DST) Sampling,,,
08:40-10:00,FE-1,Laptop hard drive recovery. Tagup with specialists (S-band),,,
08:45-09:00,,Set up video equipment for video imagery of exercise on TVIS,,,
,CDR,,,,
09:00-10:00,,Physical Exercise (TVIS),,,
10:00-11:45,FE-1,PROFILAKTIKA. Test exercise on TVIS. Tagup with specialists (S-band),,,
10:00-11:30,,Physical Exercise (RED),,,
11:30-11:40,CDR,Setting up TV camera in A/L to video record EMU fit check,,,
11:40-11:50,,FMK deployment ops,,,
11:45-12:00,FE-1,PROFILAKTIKA. Copy data from Cardiocassette-2000 and OCA dump,,,
11:50-12:00,,Grab Sample Container (GSC) ops,,,
,CDR,,,,
12:00-12:15,,Stow video equipment used for video imagery of exercise on TVIS,,,
,,Taking readings from Real-Time Harmful Contaminant Gas Analyzer ГАНК-4М,,,
12:00-12:10,,,,,
,FE-1,[АОК],,,
12:10-12:40,,Elektron activation Tagup with specialists as necessary (S-band),,,
12:15-12:45,CDR,СОЖ maintenance (Verifying ИП-1 Sensor Installation),,,
12:40-12:55,FE-1,SM air sampling for CO using ИПД samplers,,,
12:45-13:45,CDR,EMU Don/Doff procedure review,,,
12:55-13:05,,SM air sampling for Freon using АК-1М sampler,,,
13:05-13:30,,Air sampling using АК-1М adsorber in SM and FGB,,,
13:30-13:35,FE-1,"Transfer TVIS, RED, and HRM data to MEC",,,
,,On MCC GO: ISS O2 repress from Progress 354 СрПК (Oxygen Supply Facility),,,
13:35-13:40,,,,,
,,(start),,,
13:40-14:40,FE-1,,,,
,,LUNCH,,,
