0,1,2,3,4,5
GMT,CREW,ACTIVITY,,,
07:00-07:05,FE-3,Urine Spot Test,,,
07:00-07:10,"CDR, FE-2,FE-4, FE-6",Morning Inspection,,,
07:00-07:05,FE-5,ICV-3H MAKITA Battery Changeout,,,
07:05-07:10,"FE-3, FE-5",Morning Inspection,,,
07:10-07:40,,Post-sleep,,,
07:40-08:30,"CDR, FE-3,FE-4, FE-5,FE-6",BREAKFAST,,,
07:40-08:30,FE-2,BREAKFAST. SM ПСС [Caution & Warning Panel] Test (after breakfast),,,
08:30-11:30,FE-3,Weekly Housekeeping,,,
08:30-11:20,FE-6,,,,
08:30-11:30,"CDR, FE-2","Weekly HousekeepingSM Ventilation Subsystem Preventive Maintenance, Group EFGB ЦВ2 Fan CleaningInspection of Air Conditioner [СКВ]Cleaning БМП (Micropurification Unit) Grille",,,
08:30-10:00,FE-4,,,,
08:30-08:35,FE-5,ICV-3H MAKITA Battery Changeout,,,
08:35-10:05,FE-5,Weekly Housekeeping,,,
10:00-11:30,FE-4,"Physical Exercise (TVIS), Day 2",,,
10:05-11:05,FE-5,Physical Exercise (CEVIS),,,
11:05-11:25,FE-5,Integrated Cardiovascular Ambulatory Monitoring Midpoint,,,
11:25-12:55,FE-5,Weekly Housekeeping,,,
11:30-11:35,FE-3,CGBA Status Check,,,
11:30-13:00,FE-4,Weekly Housekeeping,,,
11:45-13:00,CDR,Physical Exercise (ARED),,,
12:00-13:00,FE-2,"Physical Exercise (VELO), Day 1",,,
13:00-13:30,,Weekly Planning Conference (S-band),,,
13:30-14:30,,LUNCH,,,
14:30-14:35,FE-3,PROK Diet Logging (Day 2-4),,,
14:30-15:10,CDR,СОЖ Maintenance,,,
14:45-15:00,FE-5,Private Medical Conference,,,
15:10-15:25,FE-6,Private Medical Conference,,,
16:00-17:30,FE-2,"Physical Exercise (TVIS), Day 1",,,
16:00-16:15,FE-6,Private Family Conference,,,
16:15-16:30,FE-3,Private Family Conference,,,
16:45-18:00,CDR,"Physical Exercise (TVIS), Day 2",,,
17:00-17:15,FE-6,CEVIS Overview,,,
17:00-18:00,FE-3,Physical Exercise (CEVIS),,,
18:00-19:30,FE-3,Physical Exercise (ARED),,,
18:00-19:00,FE-4,"Physical Exercise (VELO), Day 2",,,
18:00-18:15,"FE-5, FE-6",ARED Exercise Procedure Introduction,,,
19:15-19:25,FE-6,Pro K Urine PH Kit Unstow,,,
19:15-19:40,FE-5,Pre-sleep,,,
19:25-21:25,FE-6,Pre-sleep,,,
,"CDR, FE-2,",,,,
19:30-21:30,,Pre-sleep,,,
,"FE-3, FE-4",,,,
19:40-19:55,FE-5,Private Family Conference,,,
19:55-21:30,FE-5,Pre-sleep,,,
21:25-21:30,FE-6,REMINDER Payload Review,,,
21:30-06:00,,SLEEP,,,
,,ECON. Observations and Photography,,,
,CDR,,,,
Task List,,ECON. Photography of Flooding in Kuban,,,
,"CDR, FE-2",Preparation of reports for Roskosmos site,,,
GMT,,CREW,,ACTIVITY,
06:00-06:10,,FE-2,,Morning Inspection SM ПСС [Caution & Warning Panel] Test,
06:00-06:10,,FE-3,,Morning Inspection,
06:00-06:10,,CDR,,SONOCARD Experiment Termination,
06:10-06:20,,CDR,,Morning Inspection,
06:10-06:20,,FE-2,,IMMUNO. Saliva Sample (Session 1),
06:10-06:40,,FE-3,,Post-sleep,
06:20-06:30,,CDR,,Post-sleep,
06:20-06:30,,FE-2,,"IMMUNO. First stress test, questionnaire data entry",
06:30-06:45,,FE-2,,IMMUNO. Venous blood collection,
06:30-06:45,,CDR,,IMMUNO. Assisting in the Experiment Ops,
06:40-07:05,,FE-3,,BREAKFAST,
06:45-07:00,,CDR,,IMMUNO. Venous blood sample processing using Plasma-03 centrifuge,
06:45-07:05,,FE-2,,IMMUNO. Venous blood sample processing (smear),
07:00-07:05,,CDR,,IMMUNO. Sample Handover for MELFI Insertion,
07:05-07:15,,FE-3,,IMMUNO Blood Samples Insertion into MELFI,
07:05-07:10,,FE-2,,IMMUNO. Equipment Stow,
07:05-07:15,,CDR,,Post-sleep,
07:10-07:25,,FE-2,,Post-sleep,
