0,1,2,3,4,5
GMT,CREW,ACTIVITY,,,
06:00-06:10,.,Morning inspection,,,
06:10-06:40,Post-sleep,,,,
06:40-07:00,"CDR, FE-2",Blood test,,,
06:40-07:30,FE-1,BREAKFAST,,,
07:00-07:50,"CDR, FE-2",,,,
07:30-07:45,FE-1,Daily Increment 4 payload status check (including 8A payloads),,,
07:45-08:15,Prep for work,,,,
07:50-08:15,"CDR, FE-2",,,,
08:15-08:30,.,Daily planning conference (S-band),,,
08:30-10:25,FE-2,BPS – PGC 1 plant harvesting,,,
08:30-11:10,CDR,Blood test,,,
09:23-09:28,FE-1,Prep for Ham radio pass,,,
09:28-09:38,Ham radio pass,,,,
10:10-11:10,Physical exercise (TVIS),,,,
10:25-10:35,FE-2,BPS-CA- pollination. BPS – evaluation of pollination technique,,,
11:10-12:40,CDR,Physical exercise (CYCLE + RED day 1),,,
11:10-12:40,"FE-1, FE-2",IMS audit: disposal/deorbit items,,,
12:40-13:40,.,LUNCH,,,
13:40-14:10,"CDR, FE-1",Ku-band TV config for EVA and arrival/departure of Progress and Soyuz,,,
13:40-14:00,FE-2,NODE Gas Mask inspect,,,
14:00-14:20,NODE Portable Fire Extinguisher (PFE) inspect,,,,
14:10-14:20,CDR,SM Gas Analyzer ? ?0501: CO2 filter unit R&R,,,
14:20-14:30,ZCG monitoring,,,,
14:25-14:45,FE-1,FMK ops,,,
14:25-15:05,FE-2,Transfer of ?VIS / IRED files to ? ??,,,
14:30-14:40,CDR,???? relocation (powerdown and relocation),,,
14:45-15:15,"CDR, FE-1",Ku-band TV Test (TV config for EVA and arrival/departure),,,
15:05-15:15,FE-2,SSAS ops,,,
15:15-16:45,Physical exercise (RED),,,,
15:15-16:15,CDR,Physical exercise (TVIS day 1),,,
16:15-18:15,Condensate Pumping Unit install,,,,
16:15-16:45,FE-1,IMS file prep,,,
16:45-18:15,Physical exercise (RED),,,,
16:45-17:45,FE-2,Physical exercise (TVIS),,,
17:45-18:15,Life support system (? ? ? ) maintenance,,,,
18:15-18:45,.,Daily plan review,,,
18:45-19:00,Daily planning conference (S-band),,,,
19:00-19:30,Report prep,,,,
19:30-20:00,DINNER,,,,
20:00-20:30,,Daily food prep,,,
20:30-21:30,Pre-sleep,,,,
21:30-06:00,SLEEP,,,,
GMT,Crew,Activity,,,
06:00–06:10,,Morning inspection,,,
06:10–06:40,Post-sleep,,,,
06:40–07:30,BREAKFAST,,,,
07:30–08:00,Prep for work,,,,
08:00–08:10,CDR,ZCG monitoring,,,
08:00–08:30,FE-1,Medical procedure review,,,
08:35–08:50,,Morning DPC (S-band),,,
08:50–09:00,FE-1,Setup for PAO media event,,,
09:00–09:40,Maintenance of ? ? ?,,,,
09:00–11:00,CDR,Visiting Expedition 3 timeline overview,,,
09:05–09:35,FE-2,BPS: video recording of PGC 3 & 4 interior,,,
09:35–11:30,BPS PGC 3: plant harvesting,,,,
09:40–10:40,FE-1,Physical exercise (TVIS),,,
10:40–12:10,Physical exercise (RED),,,,
11:00–12:00,CDR,Physical exercise (TVIS-3),,,
11:30–11:40,FE-2,BPS: crew evaluation of harvesting technique,,,
12:20–13:20,,LUNCH,,,
13:20–13:30,Prep for PAO media event,,,,
13:30–13:50,PAO media event (S-band),,,,
13:50–14:05,FE-1,Increment 4 daily payload status (including 8A payloads),,,
14:10–14:15,Prep for ham radio pass,,,,
14:10–14:30,CDR,??? -?  water distribution and heating unit: water sampling,,,
14:15–14:25,FE-1,"Ham radio pass: Orlando, FL",,,
14:30–15:10,CDR,????-2? : Multifiltration Unit R&R,,,
15:00–15:05,FE-1,Weekly maintenance of TVIS,,,
15:00–16:00,FE-2,Physical exercise (TVIS),,,
15:05–15:45,FE-1,IMS file prep,,,
16:00–16:05,FE-2,Weekly maintenance of TVIS,,,
16:05–17:35,Physical exercise (RED),,,,
16:35–18:05,CDR,Physical exercise (VELO+RED day 3),,,
18:15–18:45,,Daily plan review,,,
18:45–19:00,Daily planning conference (S-band),,,,
19:00–19:30,Report prep,,,,
19:30–20:00,DINNER,,,,
20:00–20:30,Daily food prep,,,,
20:30–21:30,Pre-sleep,,,,
21:30–06:00,SLEEP,,,,
GMT,Crew,Activity,,,
06:00–06:15,VC CDR,Private medical conference,,,
06:00–06:10,"ISS4, VC SFP, VCFE1",Morning inspection,,,
