0,1,2,3,4,5
GMT,CREW,ACTIVITY,,,
06:00-06:10,"FE-1, CDR",Morning Inspection,,,
06:00-06:10,FE-2,Acoustic dosimeters: post-sleep data recording (operation 3 of 5),,,
06:10-06:40,"CDR, FE-1",Post-sleep,,,
06:10-06:20,FE-2,Acoustic dosimeters: hardware setup for static measurements,,,
06:25-06:35,Morning Inspection,,,,
06:35-07:05,Post-sleep,,,,
06:40-07:30,"CDR, FE-1",BREAKFAST,,,
07:05-07:55,FE-2,,,,
07:30-07:45,CDR,БМП Ф2 Absorption Cartridge Regeneration (start),,,
07:30-07:55,FE-1,Prep for Work,,,
07:45-07:55,CDR,,,,
07:55-08:10,,Daily Planning Conference (S-band),,,
08:10-08:40,FE-2,Prep for Work,,,
08:10-08:25,CDR,,,,
08:10-08:20,FE-1,PLANTS-2. Photography,,,
08:20-08:25,Charging SONY HVR-Z1J camcorder battery,,,,
08:25-11:25,"CDR, FE-1",TORU OBT. Tagup with specialists (S-band),,,
08:40-09:40,FE-2,Aquasphere Ink Ball Experiment - setup,,,
09:40-10:45,Aquasphere and Ink Ball Experiment Ops,,,,
10:45-11:05,Aquasphere Ink Ball Experiment Clouse-out Ops,,,,
11:05-11:35,On-orbit hearing assessment using EarQ,,,,
11:25-11:30,FE-1,Charging SONY HVR-Z1J camcorder battery,,,
11:30-13:00,CDR,"Physical Exercise (TVIS), day 4",,,
11:30-12:30,FE-1,Physical exercise (CEVIS + RED),,,
11:35-11:55,FE-2,Internal Thermal Control System (ITCS) Jumper Fill,,,
12:00-12:35,Start EMU battery charge,,,,
12:35-12:40,EMU Charger Troubleshooting,,,,
12:40-13:00,FE-1,On-Orbit Hearing Assessment with EarQ Software,,,
12:45-13:00,FE-2,Private Medical Conference (Ku + S-band),,,
13:00-14:00,,LUNCH,,,
14:00-16:00,CDR,Changing out Replaceable Condensate Removal Lines [СМОК] from НОК1 toНОК2,,,
14:00-14:15,FE-2,BCAT-3: familiarization,,,
14:00-14:30,FE-1,Counter Measure System (CMS) Harmful Contaminant Measurements in SM,,,
14:15-15:15,FE-2,Fix the GEOFLOW Experiment Container (EC) to the CEM Lower panel,,,
14:30-14:50,FE-1,IMS Update,,,
14:50-15:30,СОЖ Maintenance,,,,
15:15-16:45,FE-2,Physical Exercise (RED),,,
15:30-15:45,FE-1,Private Medical Conference (Ku + S-band),,,
15:45-17:15,"Physical Exercise (TVIS), day 4",,,,
16:00-16:15,CDR,Private Medical Conference (Ku + S-band),,,
16:15-16:40,On-orbit hearing assessment using EARQ,,,,
16:40-17:40,"Physical Exercise (VELO+RED), day 4",,,,
16:45-17:45,FE-2,Physical Exercise (CEVIS),,,
17:45-18:00,Laptop config for alternative tasks,,,,
18:00-18:05,CDR,"Transfer of TVIS, RED, and HRM data to MEC",,,
18:05-18:15,,PCS R11 S/W new functions review,,,
18:15-18:40,"TV PAO. Greeting to the International Astronautical Congress in Glasgow(То=18:12, Т1,Т2,Т3 from СПП); TV(ISS-MCC) backup on Orbit 182/13",,,,
18:40-18:55,Prep for Work,,,,
18:55-19:10,Daily planning conference (S-band),,,,
19:10-19:30,FE-2,Acoustic dosimeters: record data and stow dosimeters,,,
19:10-19:30,"CDR, FE-1",Prep for Work,,,
19:30-20:00,,DINNER,,,
20:00-20:30,Daily Food Prep,,,,
20:30-20:45,CDR,БМП Ф2 Absorption Cartridge Regeneration (termination),,,
20:30-21:20,FE-1,Pre-sleep,,,
20:30-21:30,FE-2,,,,
20:45-21:30,CDR,,,,
21:20-21:30,FE-1,SONOCARD. Experiment Start,,,
21:30-06:00,.,SLEEP,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,.,Morning Inspection,,,
06:10-06:40,.,Post-sleep,,,
06:40-07:30,.,BREAKFAST,,,
09:00-10:30,CDR,Physical Exercise (TVIS) day 2,,,
10:10-11:40,FE-2,Physical Exercise (RED),,,
10:20-11:50,FE-1,Physical Exercise (TVIS) day 2,,,
11:40-12:40,FE-2,Physical Exercise (TVIS),,,
12:40-13:40,.,LUNCH,,,
13:40-16:40,"CDR, FE-1","Weekly HousekeepingВПхО, ФС5, ФС6, ФС9 (ВДПрК), ВПрК, DC1 В3, FGB ЦВ2 ScreenCleaning",,,
13:40-16:40,FE-2,Weekly Housekeeping,,,
