0,1,2,3,4,5
GMT,,CREW,,ACTIVITY,
21:30-22:00,,FE-3,,Post-sleep,
21:30-21:35,,FE-5,,Bisphosphonates Pill Ingestion,
21:30-21:45,,FE-2,,Private Family Conference (S-band),
21:30-21:40,,"CDR,FE-1,FE-4",,Morning Inspection,
21:35-21:50,,FE-5,,Post-sleep,
21:40-22:10,,"CDR,FE-1,FE-4",,,
21:45-21:50,,FE-2,,Morning Inspection,
21:50-22:15,,FE-2,,Post-sleep,
21:50-21:55,,FE-5,,HAM Radio Setup,
21:55-22:05,,FE-5,,HAM Radio Session,
22:00-22:50,,FE-3,,BREAKFAST,
22:05-22:55,,FE-5,,,
22:10-22:20,,FE-4,,,
22:10-23:00,,"CDR,FE-1",,,
22:15-23:00,,FE-2,,,
22:20-23:20,,FE-4,,Physical Exercise (TVIS),
22:50-23:00,,FE-3,,Monitoring SSC1 Laptop Image during MPEG-2 Streaming Test,
22:55-23:00,,FE-5,,REACTION Self Test,
23:00-23:20,,"CDR,FE-1,FE-2,FE-3,FE-5",,Work Prep,
23:20-23:45,,.,,Daily Planning Conference (S-band),
23:45-00:15,,"FE-1,FE-3",,Preparation for Progress 403 docking,
23:45-01:15,,FE-4,,Physical Exercise (ARED),
23:45-23:50,,CDR,,SM HAM Radio Deactivation,
23:45-00:55,,FE-5,,ICV ECHO Setup,
23:50-23:55,,CDR,,Activation of A31P Laptop,
00:00-01:00,,FE-2,,Physical Exercise (TVIS),
00:00-00:05,,CDR,,Connecting DCP Power Cable,
00:05-01:05,,CDR,,Physical Exercise (CEVIS),
00:15-01:45,,"FE-1,FE-3",,Progress 403 docking to DC1,
00:55-01:55,,FE-5,,ICV/C Crew Resting Echo Scan,
01:00-01:50,,FE-2,,ICV Assistance During Experiment,
01:15-01:30,,FE-4,,Private Family Conference (S-band),
01:30-02:30,,CDR,,HTV1 Transfer Ops,
01:50-02:20,,FE-2,,On-orbit Hearing Assessment using EARQ,
01:55-02:15,,FE-5,,ICV Hardware Stow,
02:00-03:00,,FE-1,,Physical Exercise (CEVIS),
02:00-03:00,,FE-3,,"Physical Exercise (VELO), day  4",
02:20-02:25,,FE-2,,Urine Processor Assembly (UPA) Fill,
02:20-02:40,,FE-5,,On-orbit Hearing Assessment using EARQ,
02:30-03:00,,FE-4,,Light Housing Assembly (LHA) Remove & Replace,
02:35-02:50,,FE-2,,FIR Photo/TV Video Setup,
02:40-03:45,,FE-5,,ICV-CARDIO Data Downlink,
02:45-04:15,,CDR,,Physical Exercise (ARED),
02:50-04:35,,FE-2,,FIR Rack Door Launch Hardware Removal,
03:00-03:20,,FE-4,,A/L Light Housing Assembly (LHA) R&R,
03:00-04:00,,"FE-1,FE-3",,LUNCH,
03:20-03:40,,FE-4,,JLP Light Housing Assembly (LHA) R&R,
03:40-04:00,,FE-4,,JPM Light Housing Assembly (LHA) R&R,
04:00-05:15,,"FE-1,FE-3",,Progress 403 and DC1 Interface Leak Check,
04:00-04:20,,FE-4,,JPM Light Housing Assembly (LHA) R&R,
04:20-04:40,,CDR,,On-orbit Hearing Assessment using EARQ,
04:20-04:40,,FE-4,,JPM Light Housing Assembly (LHA) R&R,
04:35-04:50,,FE-2,,FIR Rack Door Close,
04:40-05:40,,"CDR,FE-4,FE-5",,LUNCH,
04:50-05:50,,FE-2,,LUNCH,
05:15-05:35,,"FE-1,FE-3",,On MCC GO Open DC1-СУ and СУ-Progress Transfer Hatches,
05:35-05:55,,"FE-1,FE-3",,Install Quick Release Screw Clamps,
05:40-06:00,,FE-4,,JPM Light Housing Assembly (LHA) R&R,
05:40-07:10,,CDR,,Food Container Transfer From HTV,
05:55-06:15,,FE-3,,Photography of scuff mark left by the Active Docking Mechanism Probeon the Passive Mechanism Receiving Cone,
05:55-06:10,,FE-1,,Progress Air Sampling Using АК-1М Sampler,
06:00-07:30,,FE-2,,Physical Exercise (ARED),
06:00-06:20,,FE-5,,Nutrition and Repository Urine Sample Collection,
06:00-06:20,,FE-4,,Node2 Light Housing Assembly (LHA) R&R,
06:10-06:55,,FE-1,,"Progress 403 deactivation, air duct installation",
06:15-06:35,,FE-3,,Downlink photo imagery of the docking cone internal surface usingOCA,
06:20-06:25,,FE-5,,Nutrition and Repository Urine Sample MELFI Insertion,
06:20-07:20,,FE-4,,HTV1 Transfer Ops,
06:25-07:25,,FE-5,,Physical Exercise (TVIS),
06:35-07:35,,FE-3,,Progress 403 Docking Mechanism Removal,
06:55-07:55,,FE-1,,Evening Work Prep,
07:15-07:30,,CDR,,Removal of equipment used for Ku-band TV downlink (after Progressdocking),
07:20-07:35,,FE-4,,HTV1 Cargo Tagup,
07:25-08:55,,FE-5,,Physical Exercise (ARED),
07:30-09:00,,"CDR,FE-2",,HTV Undocking OBT,
07:35-09:15,,FE-4,,Sleep Actiwatch Battery swap and data download using HRF PC 1,
07:35-08:35,,FE-3,,Progress 403 Unloading and IMS Updates,
07:55-08:35,,FE-1,,"СОЖ Maintenance. СВО, СП, and POTOK Air Purification Systemdata calldowns",
08:35-09:05,,FE-1,,Structure. Transferring Luch-2 Hardware to SM,
08:35-09:35,,FE-3,,"Physical Exercise (TVIS), day  1",
09:00-09:15,,CDR,,Food Frequency Questionnaire,
09:00-09:20,,FE-5,,Nutrition and Repository Urine Sample Collection,
09:05-09:35,,FE-1,,"CRYSTALLIZER. Transfer to SM, Activation and Setup",
09:15-09:30,,FE-4,,Private Family Conference (S-band),
09:20-09:25,,FE-5,,Nutrition and Repository Urine Sample MELFI Insertion,
09:25-09:45,,FE-5,,Nutrition and Repository: Stow Urine Sampling Equipment,
09:30-09:55,,FE-4,,On-orbit Hearing Assessment using EARQ,
09:35-10:35,,FE-1,,Physical Exercise (ARED),
09:35-10:00,,FE-3,,Hygiene Procedures,
09:40-09:45,,CDR,,"Transfer TVIS, CEVIS, and HRM data to MEC",
09:45-10:10,,FE-5,,Evening Work Prep,
09:45-10:35,,"CDR,FE-2",,,
09:55-10:10,,FE-4,,Food Frequency Questionnaire,
10:00-10:35,,FE-3,,Evening Work Prep,
10:10-10:25,,FE-5,,Food Frequency Questionnaire,
10:10-10:35,,FE-4,,Evening Work Prep,
10:25-10:35,,FE-5,,,
10:35-11:00,,.,,Daily Planning Conference (S-band),
11:00-13:00,,"FE-1,FE-2,FE-3,FE-4",,Pre-sleep,
11:00-11:15,,CDR,,Private Family Conference (S-band),
11:00-12:15,,FE-5,,Pre-sleep,
11:15-13:00,,CDR,,,
12:15-12:30,,FE-5,,Private Family Conference (S-band),
12:30-12:55,,FE-5,,Pre-sleep,
12:55-13:00,,FE-5,,REACTION Self Test,
13:00-06:00,,.,,SLEEP,
Task List,,FE-3,,PLANTS-2 Payload Status Check,
,,IMS Update,,,
GMT,CREW,,ACTIVITY,,
06:00-06:10,"CDR, FE-2,FE-3, FE-4",,Morning Inspection,,
06:00-06:05,FE-5,,Reaction Self Test,,
06:00-06:05,FE-1,,Elektron-VM Aerosol Filter Inspection,,
06:05-06:10,"FE-1, FE-5",,Morning Inspection,,
06:10-06:40,,,Post-sleep,,
06:40-07:30,,,BREAKFAST,,
07:30-07:50,,,Work Prep,,
07:50-08:10,,,Daily Planning Conference (S-band),,
08:10-08:15,FE-5,,MAKITA Battery Swap/Recharge,,
08:10-11:40,"FE-1, FE-3",,Clearing area and installation of cargo containers behind FGB panel 112+113(zone 22).  Tagup with specialists,,
08:10-08:40,CDR,,Node 1 Stowage Video,,
08:20-08:35,FE-5,,Set up video equipment to record ARED exercise,,
08:40-08:55,CDR,,Actiwatch Battery Replacement,,
08:50-09:05,FE-5,,IMMN  Survey,,
08:50-10:20,FE-4,,Physical Exercise (ARED),,
08:55-09:45,CDR,,ICV Monitoring Setup,,
09:10-09:20,FE-2,,SDTO TVIS Harness Setup,,
09:10-10:10,FE-5,,Physical Exercise (CEVIS),,
09:20-10:20,FE-2,,Physical Exercise (TVIS),,
09:45-12:15,CDR,,Progress 403 US Item Unpack,,
10:10-10:15,FE-5,,MAKITA Battery Stow,,
10:20-10:50,FE-4,,Gathering Items for SW Reload,,
10:20-10:30,FE-2,,SDTO TVIS Harness Data Downlink,,
10:25-11:55,FE-5,,Physical Exercise (ARED),,
10:30-10:40,FE-2,,SDTO TVIS Inspection,,
10:50-11:00,FE-2,,Start EMU Metox Regeneration,,
11:00-13:00,FE-2,,MDS Filter Replacement,,
11:00-11:15,FE-4,,MDS Filter Replacement Training,,
11:15-12:15,FE-4,,TCCV Inspection & Cleaning,,
11:40-12:40,FE-1,,"Physical Exercise (TVIS), day  3",,
12:00-13:00,FE-3,,Physical Exercise (ARED),,
12:15-12:35,CDR,,Crew Discretionary Conference (S-band),,
12:30-13:00,FE-5,,BIORHYTHM Data Save,,
12:40-13:00,FE-1,,Hygiene Procedures,,
12:45-13:00,FE-4,,Private Medical Conference (S-band),,
13:00-14:00,,,LUNCH,,
14:00-14:20,CDR,,MELFI Quick Disconnect Lubrication,,
14:00-14:40,FE-3,,"Filling (Separation) of EDV (KOV) for Elektron from CWC #1051 (5 L), 1073 (12",,
,,,"L), 1043 (42 L)",,
14:00-15:15,FE-5,,ICV Monitoring Start,,
14:00-15:00,FE-1,,Crew time for ISS adaptation and orientation,,
14:00-14:15,FE-4,,Yellow Tagging NIKON Charger,,
14:15-14:30,FE-4,,IMMN  Survey,,
14:15-14:25,FE-2,,ICV- AMB. Assistance During Experiment (operator 1),,
14:20-14:50,CDR,,MELFI-2 Replacement,,
14:25-14:40,FE-2,,Private Medical Conference (S-band),,
14:40-14:50,FE-2,,ICV- AMB. Assistance During Experiment (operator 2),,
14:40-15:20,FE-3,,СОЖ Maintenance,,
14:40-14:55,FE-4,,Fill CWC-I from PWD Auxiliary Port. Stage 1,,
14:50-15:00,FE-2,,"ICV-AMB. Assistance during experiment, photography",,
15:10-15:20,FE-2,,PAO Hardware Setup,,
15:20-15:35,CDR,,IMMN  Survey,,
15:20-16:20,FE-3,,"Physical Exercise (TVIS), day 4",,
15:20-15:30,"FE-2, FE-5",,Crew Prep for PAO,,
