0,1,2,3,4,5
GMT,,,,,
06:00-,,,,,
,,,Morning inspection,,
06:10,,,,,
,.,,,,
06:10-,,,,,
,,,Post-sleep,,
06:40,,,,,
06:40-,,,,,
,CDR,,BREAKFAST,,
07:10,,,,,
06:40-,,,,,
,FE-1,,BREAKFAST,,
07:30,,,,,
07:10-,,,,,
,,,Private medical conference (VHF),,
07:25,,,,,
,CDR,,,,
07:25-,,,,,
,,,BREAKFAST,,
07:45,,,,,
07:30-,,,,,
,FE-1,,,,
08:00,,,,,
,,,Work prep,,
07:45-,,,,,
,CDR,,,,
08:00,,,,,
08:00-,,,,,
,.,,Daily planning conference (S-band),,
08:15,,,,,
08:15-,CDR,,,,
,,,ECG daily log (start),,
08:35,FE-1-assist,,,,
08:35-,,,,,
,.,,Soyuz 216 “Kurs” hardware teardown,,
11:35,,,,,
11:35-,FE-1,,Physical exercise (RED),,
13:05,CDR,,Physical exercise (TVIS) - 3,,
13:05-,,,,,
,FE-1,,On MCC GO ISS O2 repress from Progress 354 СрПК (start),,
13:10,,,,,
13:10-,,,,,
,.,,LUNCH,,
14:10,,,,,
14:10-,,,“Vozdukh” Emergency Vacuum Valves maintenance closure,,
,CDR,,,,
14:50,,,from spares kit,,
14:10-,,,,,
,,,ISS O2repress from Progress 354 СрПК (end),,
14:15,,,,,
14:20-,FE-1,,“Vozdukh” Emergency Vacuum Valves maintenance closure,,
14:40,,,from spares kit,,
14:40-,,,,,
,,,Audiogram record using EARQ software,,
15:10,,,,,
,,,СО2 ГА ИК0501 Filter assembly(БФ) replacement (# 089 b/c,,
14:50-,,,,,
,,,"009847R -- ФГБ1ПГО_2_210_1 bag 350-6, removed for",,
15:10,,,,,
,CDR,,"stowage, mark in IMS)",,
15:10-,,,,,
,,,Audiogram record using EARQ software,,
15:35,,,,,
15:15-,,,,,
,FE-1,,Preparation of personal items and equipment for return,,
16:15,,,,,
,,,КАВ sampling upstream of СРВК-2М gas liquid mixture filter,,
15:35-,,,,,
,,,"ФГС. Sampler removal, separator deinstall, СКВ-1 activation.",,
16:05,,,,,
,CDR,,КАВ sample transfer from the sampler to a bag for drinks,,
16:05-,,,,,
,,,Preparation of personal items and equipment for return,,
17:05,,,,,
16:15-17:15,FE-1,Physical exercise (TVIS),,,
17:05-18:05,CDR,Physical exercise (TVIS) - 3,,,
17:15-17:40,FE-1,"PHS and ""UROLUKS"" hardware prep",,,
17:40-18:00,IMS file prep,,,,
18:00-18:15,Questionnaire – FE-1 log entry,,,,
18:05-18:10,CDR,"TVIS, RED and HRM data transfer to MEC",,,
18:15-18:45,.,Daily plan review,,,
18:45-18:55,Report prep,,,,
18:55-19:10,Daily planning conference (S-band)),,,,
19:10-19:30,Report prep,,,,
19:30-20:00,DINNER,,,,
20:00-20:30,Daily food prep,,,,
20:30-21:30,Pre-sleep,,,,
21:30-06:00,Sleep,,,,
Task List,CDR,RASTENIYA (Plants)-2. H/W operational status monitoring,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,Post-sleep,,,,
06:40-07:30,BREAKFAST,,,,
07:30-08:00,Work prep,,,,
08:00-08:15,Daily planning conference (S-band),,,,
