0,1,2,3,4
GMT,CREW,ACTIVITY,,
06:00-06:05,CDR,Elektron-VM Aerosol Filter Inspection,,
06:00-06:05,"FE-5, FE-6",Reaction Self Test,,
06:05-06:10,,Morning Inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-07:40,FE-5,EHS GC/DMS Ops Start,,
07:30-07:45,"CDR, FE-6",Work Prep,,
07:40-07:45,FE-5,Work Prep,,
07:45-08:00,,Daily Planning Conference (S-band),,
08:00-08:10,FE-5,Work Prep,,
08:00-08:15,"CDR, FE-6",Work Prep,,
08:10-08:25,FE-5,Crew Conference with the Astronaut Office,,
08:15-08:50,FE-6,Sleep Actiwatch Battery Swap/Data Download & Initialization Using HRF PC 1,,
08:15-08:45,CDR,Cardiovascular System Evaluation based on 24 hr Holter monitoring. Tagup withspecialists (VHF +S-band),,
08:25-08:40,FE-5,Work Prep,,
08:40-08:50,FE-5,WRS Water Sample Analysis,,
08:45-09:00,CDR,Remote Work Station Test,,
08:50-10:20,FE-6,Physical Exercise (ARED),,
08:50-10:05,FE-5,EHS SM Water Sample Collection for Analysis,,
09:00-11:30,CDR,Swapping АБ1 for FGB Spare АБ #2394921504. АБ1 checkout after the swap.Tagup with specialists as necessary (S-band),,
10:05-11:00,FE-5,WRS Sample Collection,,
10:20-10:30,FE-6,Actiwatch Initialization and Donning,,
10:30-10:40,FE-6,SDTO T2 Harness Setup,,
10:40-11:40,FE-6,Physical Exercise Т 2,,
11:00-11:05,FE-5,TOCA Data Recording,,
11:05-11:15,FE-5,TOCA Potable Water Dispenser (PWD) Sample Analysis,,
11:15-12:00,FE-5,Water Processor Assembly Waste Water Tank Offload into CWC-I from ProcessLine B,,
11:30-12:00,CDR,СОЖ Maintenance,,
11:40-11:50,FE-6,SDTO T2 Inspection,,
11:50-12:00,FE-6,SDTO T2 Harness Data Downlink,,
12:00-12:10,CDR,PAO Hardware Setup,,
12:00-12:10,FE-5,Water Recovery System (WRS) Urine Processor Assembly (UPA) Fill,,
12:00-12:10,FE-6,Battery Stowage Assembly (BSA) Battery Recharge Terminate,,
12:10-12:30,"CDR, FE-5",ISS-MCC TV The Baikal Planet TV Report (Ku+S-band),,
12:10-12:20,FE-6,DECLIC Hard Disk Drive Removal,,
12:20-12:40,FE-6,DECLIC High Temperature Insert (HTI) Removal,,
12:30-12:40,CDR,PAO Hardware Deactivation,,
12:40-13:10,FE-6,Material Science Laboratory (MSL) SCA Exchange #7,,
12:40-12:45,FE-5,Terminate EHS GC/DMS Ops,,
12:45-13:05,FE-5,WMK In-Flight Water Processing,,
12:55-13:15,CDR,IMS Update,,
13:05-13:15,FE-5,EHS Water Reclamation,,
13:15-14:15,,LUNCH,,
14:15-15:15,,19A Shuttle Timeline Review,,
15:15-15:45,,19A Timeline Conference (S-band),,
15:45-17:15,CDR,"Physical Exercise (TVIS), Day  1",,
15:45-16:55,FE-6,Hardware Prepack for Return on 19A,,
15:45-15:55,FE-5,TOCA 2 Data Recording,,
15:55-16:10,FE-5,ARED Flywheel Cylinder Evacuation,,
16:10-17:40,FE-5,Physical Exercise (ARED),,
17:00-17:10,FE-6,PAO Hardware Setup,,
17:10-17:20,FE-6,Crew Prep for PAO,,
17:15-18:15,CDR,"Physical Exercise (VELO), Day  1",,
17:20-17:35,FE-6,PAO Event,,
17:35-17:45,FE-6,PAO Hardware Deactivation,,
17:40-18:40,FE-5,Physical Exercise (CEVIS),,
17:45-17:55,FE-6,PAO Hardware Setup,,
17:55-18:10,FE-6,PAO Event in Standard Definition,,
18:10-18:15,FE-6,PAO Event Standard Definition (SD) Hardware Deactivation,,
18:15-18:30,FE-6,Evening Work Prep,,
18:15-18:20,CDR,Elektron-VM Aerosol Filter Inspection,,
18:25-18:40,CDR,Evening Work Prep,,
18:30-18:40,FE-6,WRS UPA Processing,,
18:40-18:55,,Daily Planning Conference (S-band),,
18:55-19:30,,Evening Work Prep,,
19:30-21:20,CDR,Pre-sleep,,
19:30-19:35,FE-6,MPC Power Up,,
19:30-19:35,FE-5,Reaction Self Test,,
19:35-19:40,FE-6,Reaction Self Test,,
19:35-21:30,FE-5,Pre-sleep,,
19:40-21:25,FE-6,Pre-sleep,,
21:20-21:30,CDR,ГФИ-1 [Geophysical Studies]. Start SONY DCR-TRV900E Camcorder BatteryCharge,,
21:25-21:30,FE-6,MPC Power Down,,
21:30-06:00,,SLEEP,,
Task List,CDR,Lake Baikal Video,,
GMT,CREW,ACTIVITY,,
03:00-03:05,CDR,Immune Dry Saliva Sample Collection,,
03:00-03:10,FE-1,Morning Inspection,,
03:00-03:05,FE-4,Elektron-VM Aerosol Filter Inspection,,
03:00-03:05,FE-5,Integrated Immune Experiment Historical Documentation Photography,,
03:00-03:05,FE-6,Integrated Immune - Dry Saliva Sample Collection,,
03:05-03:10,"CDR, FE-6",Integrated Immune Liquid Saliva Sample Collection,,
03:05-03:10,FE-4,Morning Inspection,,
03:05-03:10,FE-5,Integrated Immune Experiment Historical Documentation Photography,,
03:10-03:40,,Post-sleep,,
03:40-03:55,,Daily Planning Conference (S-band),,
03:55-04:30,"CDR, FE-4",BREAKFAST,,
03:55-04:25,"FE-1, FE-5,FE-6",BREAKFAST,,
04:25-04:40,FE-1,Removal of СД1-5М Light from Soyuz 226 Orbital Compartment for SM SparePart Kit,,
04:25-04:40,FE-5,Crew Discretionary Conference,,
04:25-04:30,FE-6,CEVIS Exercise Protocol Swap,,
04:30-06:00,FE-6,Periodic Fitness Evaluation - Nom Ops (subject),,
04:30-06:00,CDR,E 22/ E 23 Crew Handover,,
