0,1,2,3,4
GMT,CREW,ACTIVITY,,
08:45-08:50,"FE-2-16, FE-2, CDR",Immune - wet saliva collection,,
08:45-08:55,FE-1,Morning inspection,,
08:50-08:55,FE-2,SLEEP - data log (FE2),,
08:50-08:55,"FE-2-16, CDR",Immune - Dry Saliva Sample Collection,,
08:55-09:05,"FE-2, FE-2-16, CDR",Morning inspection,,
08:55-09:25,FE-1,Post-sleep,,
09:05-09:35,"CDR, FE-2-16, FE-2",,,
09:25-10:15,FE-1,BREAKFAST,,
09:35-10:25,"CDR, FE-2, FE-2-16",,,
10:15-10:25,FE-1,Prep for Work,,
10:25-10:40,,Daily Planning Conference (S-band),,
10:40-10:45,"FE-2-16, CDR",Prep for Work,,
10:40-10:45,FE-2,Lab Window Shutter Close,,
10:40-10:50,FE-1,Prep for Work,,
10:45-11:00,FE-2,,,
10:45-10:50,CDR,Cassette insert into VCR,,
10:50-11:20,FE-1,Set up configuration  for water pumping from Progress 363 Rodniktank 2 to SM Rodnik tank 2,,
11:00-12:00,FE-2,Post-EVA DCS 760 camera reconfig,,
11:20-11:50,FE-1,Changeout of SM ПФ1-4 dust filter cartridge (ФГБ1ПГО_2_224_1bag 352-2),,
11:50-11:55,Water pumping from Progress 363 tank 2 to SM Rodnik tank 2,,,
11:55-12:25,Changing SM Dust Filter ПФ1-4 Cartridges,,,
12:00-13:00,FE-2,Physical Exercise (RED),,
12:25-12:30,FE-1,Water pumping from Progress 363 tank 2 to SM Rodnik tank 2,,
12:30-13:00,СОЖ maintenance,,,
13:00-13:05,Water pumping from Progress 363 tank 2 to SM Rodnik tank 2,,,
13:00-14:00,FE-2,Physical Exercise (TVIS),,
13:00-13:10,CDR,PAO hardware setup,,
13:00-14:00,FE-2-16,Physical Exercise (CEVIS),,
13:05-13:25,FE-1,IMS update,,
13:10-14:40,CDR,Install the Nitrogen Supply jumper between Node 2 and ColumbusModule,,
13:30-13:35,FE-1,Water pumping from Progress 363 tank 2 to SM Rodnik tank 2,,
13:35-13:50,Pressurize Elektron Liquid Unit #056 using spares,,,
13:50-14:05,Verify ИП-1 Flow Meter Positions,,,
14:00-14:20,FE-2,PAO hardware setup,,
14:00-14:15,FE-2-16,Private Medical Conference (S-band),,
