0,1,2,3,5
GMT,CREW,ACTIVITY,,
11:10-11:20,.,Morning inspection,,
11:20-11:50,.,Post-sleep,,
11:50-12:40,.,BREAKFAST,,
12:40-13:20,CDR,Assemble hookup to transfer water from Progress 360 Rodnik Water TankБВ1 to SM Rodnik Water Tank БВ1,,
12:40-13:10,"FE-1,FE-2,FE-2-15",Prep for Work,,
13:10-13:15,FE-1,Cryogem-03M Thermostat Temperature Check,,
13:20-13:35,.,Daily Planning Conference (S-band),,
13:35-15:05,"FE-1,FE-2,FE-2-15",SSRMS relocation to LAB,,
13:35-13:50,CDR,Prep for Work,,
13:50-13:55,Transfer water from Progress Rodnik 360 Water Tank БВ1 to SM RodnikWater Tank БВ1 (monitoring),,,
13:55-14:10,Pressurizing Elektron-[BM] Liquid Unit БЖ #056,,,
14:10-14:40,Transfer water from Progress Rodnik 360 Water Tank БВ1 to SM RodnikWater Tank БВ1 (monitoring),,,
14:40-15:20,Transferring water to SM Rodnik Water Tank БВ1. Close-out ops,,,
15:05-16:05,FE-2-15,Physical Exercise (CEVIS),,
,FE-1,Physical Exercise (RED),,
,FE-2,Physical Exercise (TVIS),,
15:20-15:50,CDR,Н2 БРП-М Health Check,,
16:05-16:20,"FE-1,FE-2-15",Respiratory Support Pack Checkout,,
16:05-17:05,FE-2,Physical Exercise (RED),,
16:20-18:20,FE-2-15,Hardware transfers,,
16:50-18:20,FE-1,Physical Exercise (CEVIS),,
16:55-18:20,CDR,Physical Exercise (RED),,
17:05-18:20,FE-2,Transfer Ops,,
18:20-19:20,.,LUNCH,,
19:20-20:20,CDR,Inspection of the SM Working Compartment [PO] shell behind panel 139,,
,FE-1,Counter Measure System (CMS) Harmful Contaminant measurements in SM.Tagup with specialists (S-band),,
19:20-19:25,FE-2,Actiwatch Hardware Deactivation,,
19:25-19:40,Private Medical Conference (Ku + S-band),,,
19:40-21:10,"FE-2,FE-2-15",US EVA Tool Stowage Ops,,
20:20-21:10,FE-1,Pille dosimeter reading,,
20:20-20:25,CDR,Transferring water to SM Rodnik Water Tank БВ1. Close-out ops,,
20:25-22:10,Transfer Urine from SM to Progress 360 Tank БВ1,,,
21:10-21:55,"FE-2,FE-2-15",Double Coldbag Flight 13A Pack,,
21:15-22:00,FE-1,Tear down O2 Supply System,,
21:55-22:10,FE-2,CGBA4 - medium retrieval,,
22:00-22:15,FE-1,Taking readings from АОК ГАНК-4М gas analyzer,,
22:10-22:25,CDR,DCS 760 EVA Camera Config,,
,FE-2,Transfer Ops,,
22:25-22:40,.,FAREWELL,,
22:40-23:40,CDR,Physical Exercise (VELO) day 1,,
22:40-23:10,FE-1,Hatch closure (only from the Orbiter side),,
23:10-23:55,Evening work prep,,,
23:25-23:40,FE-2-15,Private Medical Conference (Ku + S-band),,
23:40-23:45,Transfer TVIS/RED/CEVIS/HRM data to MEC,,,
23:45-23:55,Evening work prep,,,
23:55-00:10,.,Daily Planning Conference (S-band),,
00:10-00:40,.,DINNER,,
00:40-01:10,.,Daily Food Prep,,
01:10-02:10,.,Pre-sleep,,
02:10-10:40,.,SLEEP,,
GMT,CREW,ACTIVITY,,
06:00-06:10,"CDR, FE-1",Morning inspection,,
06:00-06:20,FE-2,Nutrition: urine collection,,
06:10-06:40,"CDR, FE-1",Post-sleep,,
06:20-06:25,FE-2,Nutrition: urine sample insertion in MELFI,,
06:25-06:40,FE-2,Post-sleep,,
06:40-07:15,,BREAKFAST,,
07:15-07:30,,Daily Planning Conference (S-band),,
07:30-07:40,FE-1,"Terminate discharge of 825М3 pack 2, set up pack 2 for charging and startcharging",,
07:30-07:45,CDR,BREAKFAST,,
07:30-08:10,FE-2,Post-sleep,,
07:45-09:05,"CDR, FE-1",Ops with Orlan replaceable elements / DC1 Comm Config,,
09:05-11:05,"CDR, FE-1",Suited Exercise (CDR),,
08:10-08:30,FE-2,"NUTR, Stowing urine sampling kit",,
08:30-09:00,FE-2,SAFER CBT,,
09:00-10:00,FE-2,SAFER test,,
10:00-11:30,FE-2,Physical Exercise (TVIS),,
11:05-11:35,"CDR, FE-1",Ethernet cable assembly kit.  Photo. Tagup with specialists (S-band),,
11:30-12:30,FE-2,Physical Exercise (RED),,
11:35-13:05,CDR,Physical Exercise (TVIS) day 2,,
12:05-13:25,FE-1,Biorisk-MSN hardware prep. Photography. Tagup with specialists (S-band),,
13:05-13:25,CDR,,,
12:30-13:00,FE-2,PGT test,,
