0,1,2,3,4,5
GMT,CREW,ACTIVITY,,,
06:00-06:10,.,Morning Inspection,,,
06:10-06:40,Post-Sleep,,,,
06:40-07:30,BREAKFAST,,,,
08:15-08:30,CDR,БМП Ф1 Cartridge regeneration (end),,,
08:20-08:25,FE-1,HAM Radio Hardware Setup,,,
08:25-08:35,HAM Radio Session,,,,
08:30-08:45,CDR,БМП Ф1 Cartridge regeneration (start),,,
08:45-08:55,Orlan Battery 825M3 Discharge (end),,,,
08:55-09:05,Teardown of ЗУ-С Setup for Orlan Battery 825М3 Discharge,,,,
10:30-12:00,FE-1,PHYSICAL EXERCISE: (RED),,,
11:00-12:30,CDR,PHYSICAL EXERCISE: (TVIS + RED) – Day 3,,,
12:00-13:00,FE-1,PHYSICAL EXERCISE: TVIS,,,
13:00-13:05,Weekly TVIS Maintenance,,,,
13:05-14:05,.,LUNCH,,,
14:05-14:10,FE-1,ISS- 9 PL Status Check,,,
14:10-14:20,PAO Hardware Setup,,,,
14:20-14:30,.,Crew Prep for PAO,,,
14:30-14:45,TV Downlink: N. I. Chekin Birthday Greeting (Ku+S-band),,,,
16:00-16:30,FE-1,СОЖ Maintenance (БРПК Inspection),,,
16:00-16:30,CDR,Portable Repress Unit (БНП) Teardown in Orbital Compartment (stow),,,
16:30-17:30,PHYSICAL EXERICISE (VELO+FL-1) – DAY 4,,,,
18:00-18:15,.,Questionnaire – Log Entry,,,
18:15-18:45,Review of Next Day’s Plan,,,,
18:45-19:00,Daily Planning Conference (S-band),,,,
19:00-19:30,Report Prep,,,,
19:30-20:00,DINNER,,,,
20:00-20:30,Daily Food Prep,,,,
20:30-21:30,Pre-Sleep,,,,
21:30-06:00,Sleep,,,,
Task List,CDR,Nerocog. Equipment Setup,,,
Cardiocog,,,,,
GMT,CREW,ACTIVITY,,,
07:30-07:40,,Morning inspection,,,
07:40-08:10,Post-sleep,,,,
08:10-09:00,BREAKFAST,,,,
09:00-09:15,DPC (S-band),,,,
09:15-10:15,Orlan water tank filling,,,,
10:15-10:25,Orlan drying,,,,
10:25-11:15,EVA debrief. Tagup with specialists. (S-band),,,,
11:15-12:45,CDR,Physical Exercise (TVIS + RED) day 4,,,
11:15-12:15,FE-1,Post-EVA tool stowage (USOS),,,
12:15-12:25,Orlan drying,,,,
12:25-12:55,PBA and PFE inspection,,,,
12:45-13:15,CDR,Set up for Navigation Receiving Module [НПМ] Test,,,
13:15-14:15,,LUNCH,,,
14:15-14:25,Orlan drying,,,,
14:25-14:35,Removal of oxygen bottle [БК-3] and battery from БРТА,,,,
14:35-15:05,Orlan and БСС stowage,,,,
15:05-15:45,FE-1,Maintenance of RED bolts,,,
15:05-15:35,CDR,EDV [КОВ] filling for Elektron (use water from БВ1 SM Rodniktank),,,
15:35-16:05,СОЖ maintenance(Inspection of БРПК),,,,
15:45-16:00,FE-1,Routine maintenance of RED,,,
16:00-17:30,Physical Exercise (RED),,,,
16:05-16:50,CDR,Test of Navigation Receiving Module [НПМ],,,
16:50-17:50,Physical Exercise (VELO + Force Loader/cycle 1) day 4,,,,
17:30-18:30,FE-1,Physical Exercise (TVIS),,,
17:50-18:20,CDR,Test of Navigation Receiving Module. Tagup with specialists (S-band),,,
18:30-18:45,,DPC (S-band),,,
18:45-19:25,FE-1,Interaction: data collection and backup,,,
18:45-19:00,CDR,Questionnaire: journal entry,,,
19:00-19:10,CSA-CP readings verification,,,,
19:10-19:30,Zero calibration in CSA-CP,,,,
19:25-19:30,FE-1,Increment 9: Payload status check,,,
19:30-20:00,,DINNER,,,
20:00-20:30,Daily food prep,,,,
20:30-21:30,Pre-sleep,,,,
21:30-06:00,SLEEP,,,,
GMT,CREW,ACTIVITY,,,
06:00-06:10,,Morning inspection,,,
06:10-06:40,,Post sleep,,,
06:40-07:30,,BREAKFAST,,,
10:15-10:30,FE -1,FMVM: battery check,,,
10:30-12:00,FE -1,Physical Exercise (RED),,,
11:00-12:00,CDR,"Physical Exercise (TVIS), day 1",,,
12:00-12:30,CDR,Physical Exercise (RED),,,
12:00-13:00,FE -1,Physical Exercise (TVIS),,,
13:00-14:00,,LUNCH,,,
16:25-16:55,CDR,"СОЖ maintenance (СВО and СП data calldown, БРПК inspection)",,,
16:45-17:00,FE -1,Private family conference (S-band),,,
