0,1,2,3,4
GMT,CREW,ACTIVITY,,
06:00-06:10,"CDR, FE-2, FE-3, FE-5, FE-6",Morning Inspection,,
06:00-06:05,FE-1,Elektron-VM Aerosol Filter Inspection,,
06:05-06:10,FE-1,Morning Inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-07:40,"CDR, FE-2, FE-3, FE-5, FE-6",Work Prep,,
07:30-07:35,FE-1,TBU (Universal Bioengineering Thermostat) Temperature Check.Report to MCC TBU temperature,,
07:40-08:05,,Daily Planning Conference (S-band),,
08:05-08:20,CDR,Stow suits and gloves after drying,,
08:05-08:20,FE-5,Crew conference with Astronaut Office,,
08:05-08:25,FE-1,Work Prep,,
08:05-09:35,FE-6 (subject),Periodic Fitness Evaluation Nom Ops,,
08:20-09:20,CDR,RSE1 Laptop Software Upgrade for Piren Experiment. Tagup withSpecialists (S-band),,
08:30-10:00,FE-1,"Physical Exercise (TVIS), Day 1",,
08:30-08:50,FE-3,"Sampling condensate water [КАВ] upstream of СРВ-К2М БКО (WaterPurification Column Unit) - set up, install flush bag",,
08:40-09:10,FE-5 (assists),Periodic Fitness Evaluation Nom Ops,,
08:50-09:15,FE-3,Collect SM and FGB Air Samples Using АК-1М Sampler,,
09:10-09:40,FE-5,BIORHYTHM Experiment Ops,,
09:15-09:25,FE-3,SM air sampling for CO using ИПД samplers,,
09:20-09:40,CDR,Soyuz 227 МБС Intermodule Communication Test on SM AO.  Tagupwith Specialists (S-band),,
09:35-10:45,FE-2 (subject),Periodic Fitness Evaluation Nom Ops,,
09:40-10:40,CDR,Physical Exercise (ARED),,
09:45-10:00,FE-5,Private Psychological Conference,,
09:50-10:00,FE-3,Sampling condensate water [КАВ] upstream of СРВ-К2М БКО –sampler replacement,,
10:00-10:30,FE-6 (assists),Periodic Fitness Evaluation Nom Ops,,
10:00-11:30,FE-3,"Physical Exercise (TVIS), Day  2",,
10:40-11:10,"CDR, FE-5, FE-6",ISS-MCC TV TV Greetings to the Kyokushinkai Karate Third World CupChampionship,,
11:10-11:40,CDR,RS1 Laptop Health Check.  Tagup with Specialists (S-band),,
11:35-13:00,FE-6,Physical Exercise (ARED),,
11:40-12:40,FE-5,Physical Exercise T 2,,
11:45-11:50,FE-1,Work prep. Tagup with СОТР specialists (S-band),,
11:50-12:00,FE-1,On MCC Go Demate cable 17КС.59Ю8259А-100 (S-band),,
11:55-12:25,CDR,Nitrogen Purge Unit [БПА] R&R in Elektron-VM Oxygen Generation Unit,,
,,"[СКО]. Install БПА-1М #23, 1 (00038803R,ФГБ1ПГО_4_417_1).Discard the removed unit (00037719R), vent residual nitrogen intothe ISS atmosphere",,
12:00-12:25,FE-1,Assessment of cable with 3СПН1 ДП-Х3 connector for replacement.Tagup with Specialists (S-band),,
12:25-12:35,CDR,On MCC Go Mate Connectors to Nitrogen Purging Unit БПА-М (S-band),,
12:25-12:35,FE-1,On MCC GoConnect cable17КС.59Ю8259А-100.  Tagup withSpecialists (S-band),,
12:25-12:55,FE-3,MAI-75 Hardware Setup and Activation. Tagup with specialists (S-band)/,,
12:35-12:45,FE-1,Assessment of cable with 3СПН1 ДП-Х3 connector for replacement.Tagup with specialists (S-band),,
12:45-12:55,FE-1,Monitoring Secondary Combustion Unit Temperature After Elektron-VMActivation,,
12:50-13:00,FE-5,TVIS Inspection,,
12:55-13:55,FE-3,LUNCH,,
13:00-14:00,"CDR, FE-1, FE-5, FE-6",LUNCH,,
13:25-14:25,FE-2,LUNCH,,
13:55-14:00,FE-3,MAI-75.  Payload Status Check (VHF),,
14:00-14:20,FE-3,"Sample condensate water [КАВ] upstream of СРВ-К2М БКО – removesampler, disassemble config, discard",,
14:00-14:30,FE-5,Hardware Prepack for Return on ULF4,,
14:20-15:00,FE-1,СОЖ Maintenance,,
14:30-15:00,"FE-5, FE-6",Crew Departure Prep,,
14:40-15:00,CDR,IMS Update,,
15:00-15:10,FE-5,Hair Sample Preparation,,
15:10-15:20,FE-5,Hair Sample Collection,,
15:10-15:20,FE-6,Hair Sample Collection,,
15:20-16:50,FE-2,Physical Exercise (ARED),,
15:20-15:30,FE-6,CWC Audit,,
15:20-15:30,FE-5,HAIR - MELFI Sample Insertion,,
15:30-15:35,FE-3,MAI-75.  Payload Status Check (VHF),,
15:30-15:40,FE-5,Hair Sample Closeout,,
15:50-16:05,FE-6,CGBA6 Prepack for Return,,
16:00-17:00,FE-3,"Physical Exercise (VELO), Day  2",,
16:25-16:40,"CDR, FE-6",VIP-РАО (S-band),,
16:40-18:10,CDR,"Physical Exercise (TVIS), Day  4",,
16:50-17:50,FE-2,Physical Exercise (CEVIS),,
16:50-18:20,FE-5,Physical Exercise (ARED),,
16:55-17:55,FE-6,Physical Exercise (TVIS),,
17:00-18:00,FE-1,"Physical Exercise (VELO), Day  1",,
17:05-17:10,FE-3,MAI-75. Payload Status Check (VHF) /,,
17:10-17:15,FE-3,MAI-75 Hardware Deactivation. Tagup with specialists (S-band),,
18:20-18:40,,Conference With Astronaut Office Management,,
18:40-18:45,FE-1,Elektron-VM Aerosol Filter Inspection,,
,"CDR, FE-3, FE2,",,,
18:40-19:05,,Evening pWork Prep,,
,"FE-5, FE-6",,,
18:45-19:05,FE-1,Evening Work Prep,,
19:05-19:30,,Daily Planning Conference (S-band),,
19:30-19:35,FE-5,MPC Power Up,,
,"CDR, FE-1, FE-",,,
19:30-21:30,,Pre-sleep,,
,"3, FE-2, FE-6",,,
19:35-21:25,FE-5,Pre-sleep,,
21:25-21:30,FE-5,MPC Power Down,,
21:30-06:00,,SLEEP,,
GMT,CREW,ACTIVITY,,
06:00-06:10,"CDR, FE-3",Morning Inspection,,
06:00-06:05,FE-1,Elektron-VM Aerosol Filter Inspection,,
,"FE-2, FE-5,FE-6",REACTION Self Test,,
06:05-06:25,FE-5,Acoustic Dosimeters: Hardware Setup For Static Measurements,,
06:05-06:10,"FE-1, FE-2,FE-6",Morning Inspection,,
06:10-06:40,"FE-1, FE-2,FE-3, FE-6",Post-sleep,,
06:10-06:25,CDR,,,
06:25-06:35,CDRassistsFE-5,HEMATOCRIT Test,,
06:35-06:40,CDR,HEMATOCRIT.  Equipment Stowage,,
06:35-06:50,FE-5,Post-sleep,,
06:40-07:30,"CDR, FE-2,FE-3, FE-6",BREAKFAST,,
06:40-07:25,FE-1,,,
06:50-07:30,FE-5,,,
07:25-07:30,FE-1,TBU (Universal Bioengineering Thermostat) Temperature Check. Report toMCC TBU temperature,,
07:30-07:55,,Daily Planning Conference (S-band),,
07:55-08:15,"CDR, FE-2",Work Prep,,
07:55-08:00,"FE-1, FE-3",,,
07:55-08:25,FE-6,,,
07:55-08:10,FE-5,BREAKFAST,,
08:00-09:10,"FE-1, FE-3",Installation of CAN-Interface Cables for СУБА ИУС Angular Rate Sensors.Tagup with specialists as necessary (S-band),,
08:15-09:15,CDR,MRM1 Procedure Review. Tagup with Specialists (S-band),,
08:15-09:45,FE-5,Physical Exercise (ARED),,
08:25-09:25,FE-6,MSG Inspection and Cleaning,,
09:10-10:40,FE-1,"Physical Exercise (TVIS), Day  3",,
09:10-09:30,FE-3,MATRYOSHKA-R. Check Lulin-5 Readings,,
09:15-09:25,CDR,"Replace ИК0501 CO2 Filter Unit (БФ). Install Filter Unit #102 (b/c00048553R СМ1РО_4_449_1, bag 363-25). Discard the removed unit",,
09:30-09:40,FE-3,СТТС comm system switchover to the primary string,,
09:45-10:45,CDR,Physical Exercise (ARED),,
09:55-10:00,FE-2,Set up video equipment to record T2 physical exercise,,
10:00-11:00,FE-5,Physical Exercise T2,,
10:00-10:20,FE-2,MMA Power Cable Replacement,,
10:00-10:20,FE-6,EDR Kubik 3 Relocation from ISS RS to Columbus,,
10:10-11:40,FE-3,"Physical Fitness Evaluation (on treadmill). Stow Consumables Kit (КРМ)Cardiocassette-2000:  #А035 (b/c 00048837R, СМ1РО_2_МЕДШКАФ_к5)",,
10:20-10:35,FE-6,Setup KUBIK-3 for Checkout,,
10:30-10:40,FE-2,WRS Water Sample Analysis,,
10:40-11:40,Physical Exercise (CEVIS),,,
10:45-11:00,"CDR, FE-1",CP Remote Work Station Test at USOS,,
11:00-11:20,FE-6,SSC 20 and VSW Hardwae Reconfig,,
11:00-11:15,FE-1,IMS Update,,
11:15-11:30,Private Medical Conference (S-band),,,
11:25-12:25,FE-5,EMU H2O Tank Maintenance,,
11:20-11:50,FE-6,Video Streaming Workstation (VSW) Hardware Checkout,,
11:30-13:00,FE-1,RELAXATION. Hardware Setup. Tagup with specialists (S-band),,
11:40-13:10,FE-2,Physical Exercise (ARED),,
11:40-12:00,FE-3,ПСТ-90 Preparation for Replacement,,
11:50-11:55,FE-6,Set up Video Equipment to Record T2 Physical Exercise,,
11:55-12:00,MPC Power Up,,,
12:00-12:10,FE-3,ПСТ-90 Replacement (on MCC Go Mate TLM connector) / r/g 3038,,
12:00-12:10,CDR,On MCC Go Demate БПА TLM connector,,
12:10-13:00,Download Pille Dosimeter Readings,,,
12:10-13:10,FE-3,Mate Connectors to Installed ПСТ-90,,
12:10-13:10,FE-6,US EVA Tool Preparation,,
12:25-12:55,FE-5,BLB Closeout Ops and Hardware Stowage,,
12:55-13:00,BIOLAB Video Tape Removal,,,
13:00-13:20,FE-1,RELAXATION. Observation of Illuminated Earth Surface and Atmosphere,,
13:05-13:10,CDR,SM HAM Radio Deactivation,,
13:10-14:10,"CDR, FE-5,FE-6",LUNCH,,
13:10-13:20,FE-3,Monitoring Secondary Combustion Unit Temperature After Elektron-VMActivation,,
13:10-13:20,FE-2,TOCA 2 Data Recording,,
13:20-14:20,"FE-1,FE-2,FE-3",LUNCH,,
14:10-14:30,"CDR, FE-5,FE-6",Tagup w/specialists regarding Shuttle R-Bar Pitch Maneuver photo/video,,
14:20-15:00,FE-1,RELAXATION. Hardware Removal,,
14:20-14:50,FE-3,СОЖ Maintenance,,
14:20-15:05,FE-2,EMU Cooling Loop Scrub Initiate,,
14:30-14:35,FE-6,Kubik-3 Checkout,,
14:30-14:45,FE-5,Gather the Pretreat Tank Required for WHC R&R,,
14:45-16:15,Waste and Hygeine Compartment (WHC) Pretreat Tank (PT) R&R,,,
14:50-15:50,FE-3,Physical Exercise (ARED),,
14:55-15:10,CDR,Private Medical Conference (Ku+S-band),,
15:00-16:00,FE-1,"Physical Exercise (VELO), Day 3",,
15:05-15:50,FE-2,Airlock Video Tour,,
15:35-15:45,FE-6,APXC Payload MELFI Insertion,,
15:45-16:45,Physical Exercise T 2,,,
15:50-16:50,"CDR, FE-3assists",Orthostatic Stability Evaluation with LBNP. То=16:14. Tagup with specialists(VHF),,
15:50-16:50,FE-2,EVA System Configuration,,
16:00-16:40,FE-1,Sampling condensate water [КАВ] upstream of СРВ-К2М Gas-liquid mixturefilter (ФГС) into drink bags – sampler removal,,
16:15-17:45,FE-5,Filling CWC from condensate tank in LAB,,
16:45-18:15,FE-6,Physical Exercise (ARED),,
16:50-18:20,"FE-1, FE-3",Installation of CAN-Interface Cables for СУБА ИУС Angular Rate Sensors.Tagup with specialists as necessary (S-band),,
16:50-18:20,CDR,"Physical Exercise (TVIS), Day 2",,
16:50-16:55,FE-2,Airlock Video Tour,,
16:55-17:10,Private Medical Conference (Ku+S-band),,,
17:10-18:10,EMU Cooling Loop Scrub Terminate,,,
18:15-18:25,Set Up Video Equipment to Record T2 Physical Exercise,,,
18:15-18:40,FE-5,Evening Work Prep,,
18:15-18:35,FE-6,,,
18:20-18:35,FE-1,,,
18:20-18:40,"CDR, FE-3",,,
18:25-18:40,FE-2,,,
18:35-18:40,FE-1,Elektron-VM Aerosol Filter Inspection,,
18:35-18:40,FE-6,MPC Power Up,,
18:40-19:05,,Daily Planning Conference (S-band),,
19:05-19:15,FE-3,Evening Work Prep,,
19:05-19:30,"CDR, FE-1,FE-2, FE-5,FE-6",,,
19:15-19:30,FE-3,Private Medical Conference (Ku+S-band),,
19:30-19:35,"FE-2,FE-5",REACTION Self Test,,
19:30-19:35,FE-6,MPC Power Up,,
19:30-21:30,"CDR, FE-1,FE-3",Pre-sleep,,
19:35-21:30,"FE-2, FE-5",,,
19:35-19:40,FE-6,REACTION Self Test,,
19:40-21:25,Pre-sleep,,,
21:25-21:30,MPC Power Down,,,
21:30-06:00,,SLEEP,,
GMT,CREW,ACTIVITY,,
06:00-06:10,"CDR, FE-3,FE-5",Morning Inspection,,
06:00-06:05,FE-1,Elektron-VM Aerosol Filter Inspection,,
06:00-06:05,FE-6,PROK- PH Urine Test,,
06:00-06:05,FE-2,SLEEP Data Log Entry,,
06:05-06:10,FE-6,Integrated Immune Liquid Saliva Sample Collection,,
06:05-06:10,"FE-1, FE-2",Morning Inspection,,
06:10-06:15,FE-6,SLEEP Data Log Entry,,
06:10-06:40,"CDR, FE-1,FE-2, FE-3,FE-5",Post-sleep,,
06:15-06:40,FE-6,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-10:30,"FE-2, FE-5,FE-6",Weekly Housekeeping,,
07:30-09:00,FE-3,"АСУ МНР-НС PUMP-SEPARATOR R&R. Use protective gloves and gogglesto perform these ops. Unti #29 (00048239R, ФГБ1ПГО_2_215_1). Pack theremoved unit into two КБО bags, pre-pack for disposal. Update IMSАСУ Activation after МНР-НС Replacement",,
07:30-07:35,FE-1,TBU (Universal Bioengineering Thermostat) Temperature Check. Report toMCC TBU temperature,,
09:00-09:55,"CDR, FE-3-assists",LBNP Exercise (PRELIMINARY). Tagup with specialists (VHF),,
09:00-10:00,FE-1,Physical Exercise (ARED),,
10:00-10:15,CDR,Private Family Conference (Ku+S-band),,
10:00-12:30,"FE-1, FE-3",MRM1 Unloading and IMS Updates,,
10:25-10:35,CDR,4 Day АСН-М Test w/Laptop Data Recording. Start Mode Three. Tagup withspecialists as necessary (S-band),,
10:30-11:30,FE-6,Physical Exercise T 2,,
10:35-10:50,CDR,SM air sampling using АК-1М sampler,,
10:45-10:50,FE-2,HAM Radio Setup,,
10:50-11:05,CDR,ИПД Air Sampling for Ammonia in SM,,
10:50-11:00,FE-2,HAM Radio Session,,
11:05-13:05,CDR,Loading Return Equipment on Soyuz 227,,
11:25-11:40,FE-2,Private Family Conference,,
11:30-13:00,FE-6,Physical Exercise (ARED),,
12:30-12:55,FE-3,MEMBRANE. Prepare and start the experiment with kit #1 (day 1),,
12:40-12:50,FE-1,MEMBRANE. Photography,,
13:00-13:05,FE-6,PROK Diet Log Day 2 -Day 4,,
